corpus	piece	phrase_id	stage	substage	root_numeral	chord
wf_bach_sonatas	F003_n04c	15552	6	0	IV	IV(#9)
wf_bach_sonatas	F003_n04c	15552	6	1	IV	V65/IV
wf_bach_sonatas	F003_n04c	15552	7	0	I	I
wf_bach_sonatas	F003_n04c	15551	0	0	I	I
wf_bach_sonatas	F003_n04c	15551	1	0	V	V7
wf_bach_sonatas	F003_n04c	15551	1	1	V	V
wf_bach_sonatas	F003_n04b	15530	0	0	I	I
wf_bach_sonatas	F003_n04b	15530	1	0	V	V
wf_bach_sonatas	F003_n04b	15530	1	1	V	V(64)
wf_bach_sonatas	F003_n04b	15530	2	0	IV	IV
wf_bach_sonatas	F003_n04b	15530	3	0	I	I6
wf_bach_sonatas	F003_n04b	15530	4	0	V	V2
wf_bach_sonatas	F003_n04b	15530	4	1	V	V
wf_bach_sonatas	F003_n04b	15530	4	2	V	V(4)
wf_bach_sonatas	F003_n04b	15530	5	0	ii	ii
wf_bach_sonatas	F003_n04b	15530	6	0	IV	IV
wf_bach_sonatas	F003_n04b	15530	6	1	IV	V7/IV
wf_bach_sonatas	F003_n04b	15530	7	0	I	I
wf_bach_sonatas	F003_n04b	15529	0	0	I	I
wf_bach_sonatas	F003_n04b	15529	1	0	vii	viio
wf_bach_sonatas	F003_n04b	15529	2	0	V	V
wf_bach_sonatas	F003_n04b	15529	2	1	V	viio7/V
wf_bach_sonatas	F003_n04b	15529	3	0	IV	IV
wf_bach_sonatas	F003_n04b	15529	3	1	IV	viio/IV
wf_bach_sonatas	F003_n04b	15529	4	0	I	I
wf_bach_sonatas	F003_n04b	15529	5	0	vii	viio6
wf_bach_sonatas	F003_n04b	15529	6	0	I	I6
wf_bach_sonatas	F003_n04b	15529	7	0	V	V2
wf_bach_sonatas	F003_n04a	15524	0	0	I	I
wf_bach_sonatas	F003_n04a	15524	1	0	V	V7
wf_bach_sonatas	F003_n04a	15524	1	1	V	V(64)
wf_bach_sonatas	F003_n04a	15524	2	0	ii	ii6
wf_bach_sonatas	F003_n04a	15524	3	0	I	I6
wf_bach_sonatas	F003_n04a	15524	4	0	vii	vii%65
wf_bach_sonatas	F003_n04a	15524	4	1	vii	viio(9)
wf_bach_sonatas	F003_n04a	15524	5	0	IV	IV6
wf_bach_sonatas	F003_n04a	15524	5	1	IV	IV(9)
wf_bach_sonatas	F003_n04a	15524	6	0	I	I6
wf_bach_sonatas	F003_n04a	15524	6	1	I	I(9)
wf_bach_sonatas	F003_n04a	15524	7	0	V	V6
wf_bach_sonatas	F003_n04a	15524	7	1	V	V(9)
wf_bach_sonatas	F003_n04a	15524	7	2	V	V65/V
wf_bach_sonatas	F003_n04a	15524	8	0	IV	IV(7)
wf_bach_sonatas	F003_n04a	15524	8	1	IV	V/IV
wf_bach_sonatas	F003_n04a	15524	8	2	IV	IV6
wf_bach_sonatas	F003_n04a	15524	8	3	IV	V64/IV
wf_bach_sonatas	F003_n04a	15524	9	0	I	I(94)
wf_bach_sonatas	F003_n04a	15524	10	0	V	V64
wf_bach_sonatas	F003_n04a	15524	10	1	V	V(4)
wf_bach_sonatas	F003_n04a	15524	10	2	V	V
wf_bach_sonatas	F003_n04a	15518	0	0	I	I
wf_bach_sonatas	F003_n04a	15518	1	0	V	V
wf_bach_sonatas	F003_n04a	15518	2	0	ii	ii6
wf_bach_sonatas	F003_n04a	15518	2	1	ii	#viio65/ii
wf_bach_sonatas	F003_n04a	15518	2	2	ii	#viio6/ii
wf_bach_sonatas	F003_n04a	15518	2	3	ii	V2/ii
wf_bach_sonatas	F003_n04a	15518	3	0	vi	vi
wf_bach_sonatas	F003_n04a	15513	0	0	I	I
wf_bach_sonatas	F003_n04a	15513	1	0	V	V7
wf_bach_sonatas	F003_n04a	15513	1	1	V	V7(4)
wf_bach_sonatas	F003_n04a	15513	2	0	ii	ii7
wf_bach_sonatas	F003_n04a	15513	3	0	I	I6
wf_bach_sonatas	F003_n04a	15513	4	0	IV	IV
wf_bach_sonatas	F003_n04a	15513	4	1	IV	V65/IV
wf_bach_sonatas	F003_n04a	15513	5	0	I	I
wf_bach_sonatas	F003_n04a	15513	6	0	V	V
wf_bach_sonatas	F003_n04a	15513	6	1	V	V6
wf_bach_sonatas	F003_n04a	15513	6	2	V	viio6/V
wf_bach_sonatas	F003_n04a	15513	7	0	vi	vi
wf_bach_sonatas	F003_n04a	15513	7	1	vi	V7/vi
wf_bach_sonatas	F003_n04a	15513	7	2	vi	ii%65/vi
wf_bach_sonatas	F003_n04a	15513	7	3	vi	vi
wf_bach_sonatas	F003_n04a	15513	7	4	vi	#viio7/vi
wf_bach_sonatas	F003_n04a	15513	8	0	V	V7
wf_bach_sonatas	F003_n04a	15513	9	0	I	I
wf_bach_sonatas	F003_n04a	15513	10	0	V	V
wf_bach_sonatas	F003_n04a	15513	11	0	I	I6
wf_bach_sonatas	F003_n04a	15513	12	0	V	V2
wf_bach_sonatas	F003_n04a	15513	13	0	I	I
wf_bach_sonatas	F003_n04a	15513	14	0	V	V6
wf_bach_sonatas	F003_n04a	15513	15	0	IV	IV6
wf_bach_sonatas	F003_n04a	15513	16	0	I	I
wf_bach_sonatas	F003_n04a	15513	17	0	V	V7
wf_bach_sonatas	F003_n04a	15512	0	0	I	I
wf_bach_sonatas	F003_n04a	15512	0	1	I	I(^74)
wf_bach_sonatas	F003_n04a	15512	1	0	V	V7
wf_bach_sonatas	F003_n04a	15512	2	0	I	I
wf_bach_sonatas	F003_n04a	15512	3	0	V	V
wf_bach_sonatas	F003_n04a	15512	4	0	I	I6
wf_bach_sonatas	F003_n04a	15512	5	0	V	V2
wf_bach_sonatas	F003_n04a	15512	6	0	ii	ii6
wf_bach_sonatas	F003_n04a	15512	7	0	I	I6
wf_bach_sonatas	F003_n04a	15512	7	1	I	I
wf_bach_sonatas	F003_n04a	15512	8	0	V	V2
wf_bach_sonatas	F003_n04a	15512	9	0	ii	ii6
wf_bach_sonatas	F003_n04a	15512	10	0	I	I6
wf_bach_sonatas	F003_n04a	15512	10	1	I	I
wf_bach_sonatas	F003_n04a	15511	0	0	I	I
wf_bach_sonatas	F003_n04a	15511	1	0	V	V7
wf_bach_sonatas	F003_n04a	15511	1	1	V	V(64)
wf_bach_sonatas	F003_n04a	15511	2	0	ii	ii6
wf_bach_sonatas	F003_n04a	15511	3	0	I	I6
wf_bach_sonatas	F003_n04a	15511	4	0	vii	vii%65
wf_bach_sonatas	F003_n04a	15511	4	1	vii	viio(9)
wf_bach_sonatas	F003_n04a	15511	5	0	IV	IV6
wf_bach_sonatas	F003_n04a	15511	5	1	IV	IV(9)
wf_bach_sonatas	F003_n04a	15511	6	0	I	I6
wf_bach_sonatas	F003_n04a	15511	6	1	I	I(9)
wf_bach_sonatas	F003_n04a	15511	7	0	V	V7
wf_bach_sonatas	F003_n04a	15511	7	1	V	V(9)
wf_bach_sonatas	F003_n04a	15511	7	2	V	V6/V
wf_bach_sonatas	F003_n04a	15511	8	0	IV	IV(7)
wf_bach_sonatas	F003_n04a	15511	8	1	IV	V/IV
wf_bach_sonatas	F003_n04a	15511	8	2	IV	IV6
wf_bach_sonatas	F003_n04a	15511	8	3	IV	V64/IV
wf_bach_sonatas	F003_n04a	15511	9	0	I	I(94)
wf_bach_sonatas	F003_n04a	15511	10	0	V	V
wf_bach_sonatas	F003_n04a	15511	10	1	V	V(4)
wf_bach_sonatas	F003_n04a	15511	10	2	V	V
wf_bach_sonatas	F003_n04a	15507	0	0	I	I
wf_bach_sonatas	F003_n04a	15507	1	0	V	V7
wf_bach_sonatas	F003_n04a	15507	1	1	V	V7(4)
wf_bach_sonatas	F003_n04a	15507	2	0	ii	ii7
wf_bach_sonatas	F003_n04a	15507	3	0	I	I6
wf_bach_sonatas	F003_n04a	15507	4	0	IV	IV
wf_bach_sonatas	F003_n04a	15507	4	1	IV	V65/IV
wf_bach_sonatas	F003_n04a	15507	5	0	I	I
wf_bach_sonatas	F003_n04a	15507	6	0	V	V
wf_bach_sonatas	F003_n04a	15507	7	0	ii	ii6
wf_bach_sonatas	F003_n04a	15507	7	1	ii	#viio65/ii
wf_bach_sonatas	F003_n04a	15507	7	2	ii	#viio6/ii
wf_bach_sonatas	F003_n04a	15507	7	3	ii	V2/ii
wf_bach_sonatas	F003_n04a	15507	8	0	vi	vi
wf_bach_sonatas	F003_n04a	15507	8	1	vi	#viio/vi
wf_bach_sonatas	F003_n04a	15507	9	0	V	V(64)
wf_bach_sonatas	F003_n04a	15507	10	0	ii	ii6(9)
wf_bach_sonatas	F003_n04a	15507	10	1	ii	ii
wf_bach_sonatas	F003_n04a	15507	11	0	I	I6
wf_bach_sonatas	F003_n04a	15507	12	0	IV	IV
wf_bach_sonatas	F003_n04a	15507	13	0	I	I6
wf_bach_sonatas	F003_n04a	15507	13	1	I	I
wf_bach_sonatas	F002_n07c	15506	0	0	I	I
wf_bach_sonatas	F002_n07c	15506	1	0	V	V
wf_bach_sonatas	F002_n07c	15506	1	1	V	V(4)
wf_bach_sonatas	F002_n07c	15506	2	0	ii	ii6
wf_bach_sonatas	F002_n07c	15506	3	0	I	I
wf_bach_sonatas	F002_n07c	15506	4	0	V	V7
wf_bach_sonatas	F002_n07c	15506	5	0	I	I6
wf_bach_sonatas	F002_n07c	15506	5	1	I	I
wf_bach_sonatas	F002_n07c	15505	0	0	I	I
wf_bach_sonatas	F002_n07c	15505	1	0	V	V7
wf_bach_sonatas	F002_n07c	15505	2	0	ii	ii7
wf_bach_sonatas	F002_n07c	15505	2	1	ii	ii6
wf_bach_sonatas	F002_n07c	15505	3	0	IV	IV
wf_bach_sonatas	F002_n07c	15505	3	1	IV	V7/IV
wf_bach_sonatas	F002_n07c	15505	4	0	I	I6
wf_bach_sonatas	F002_n07c	15500	0	0	I	I
wf_bach_sonatas	F002_n07c	15500	1	0	V	V43
wf_bach_sonatas	F002_n07c	15500	1	1	V	V6
wf_bach_sonatas	F002_n07c	15500	2	0	I	I
wf_bach_sonatas	F002_n07c	15500	2	1	I	I6
wf_bach_sonatas	F002_n07c	15500	3	0	V	V2
wf_bach_sonatas	F002_n07c	15500	3	1	V	V64
wf_bach_sonatas	F002_n07c	15500	4	0	I	I6
wf_bach_sonatas	F002_n07c	15500	4	1	I	I
wf_bach_sonatas	F002_n07c	15500	5	0	V	V65
wf_bach_sonatas	F002_n07c	15500	5	1	V	V43
wf_bach_sonatas	F002_n07c	15500	5	2	V	V6
wf_bach_sonatas	F002_n07c	15500	6	0	I	I
wf_bach_sonatas	F002_n07c	15500	6	1	I	I6
wf_bach_sonatas	F002_n07c	15500	7	0	V	V2
wf_bach_sonatas	F002_n07c	15500	7	1	V	V6
wf_bach_sonatas	F002_n07c	15500	8	0	I	I6
wf_bach_sonatas	F002_n07c	15500	8	1	I	I
wf_bach_sonatas	F002_n07c	15500	8	2	I	I6
wf_bach_sonatas	F002_n07c	15498	0	0	I	I
wf_bach_sonatas	F002_n07c	15498	1	0	V	V43
wf_bach_sonatas	F002_n07c	15498	1	1	V	V6
wf_bach_sonatas	F002_n07c	15498	2	0	I	I
wf_bach_sonatas	F002_n07c	15498	2	1	I	I6
wf_bach_sonatas	F002_n07c	15498	3	0	V	V2
wf_bach_sonatas	F002_n07c	15498	3	1	V	V64
wf_bach_sonatas	F002_n07c	15498	4	0	I	I6
wf_bach_sonatas	F002_n07c	15498	4	1	I	I
wf_bach_sonatas	F002_n07c	15498	5	0	V	V65
wf_bach_sonatas	F002_n07c	15498	5	1	V	V43
wf_bach_sonatas	F002_n07c	15498	5	2	V	V6
wf_bach_sonatas	F002_n07c	15498	6	0	I	I
wf_bach_sonatas	F002_n07c	15498	6	1	I	I6
wf_bach_sonatas	F002_n07c	15498	7	0	V	V2
wf_bach_sonatas	F002_n07c	15498	7	1	V	V64
wf_bach_sonatas	F002_n07c	15498	8	0	I	I6
wf_bach_sonatas	F002_n07c	15498	8	1	I	I
wf_bach_sonatas	F002_n07c	15497	0	0	I	I
wf_bach_sonatas	F002_n07c	15497	1	0	V	V
wf_bach_sonatas	F002_n07c	15497	1	1	V	V(4)
wf_bach_sonatas	F002_n07c	15497	2	0	ii	ii6
wf_bach_sonatas	F002_n07c	15497	3	0	I	I
wf_bach_sonatas	F002_n07c	15497	4	0	V	V7
wf_bach_sonatas	F002_n07c	15497	5	0	I	I6
wf_bach_sonatas	F002_n07c	15497	5	1	I	I
wf_bach_sonatas	F002_n07c	15496	0	0	I	I
wf_bach_sonatas	F002_n07c	15496	1	0	V	V7
wf_bach_sonatas	F002_n07c	15496	2	0	ii	ii65
wf_bach_sonatas	F002_n07c	15496	2	1	ii	ii6
wf_bach_sonatas	F002_n07c	15496	3	0	IV	IV
wf_bach_sonatas	F002_n07c	15496	3	1	IV	V65/IV
wf_bach_sonatas	F002_n07c	15496	4	0	I	I6
wf_bach_sonatas	F002_n07c	15493	0	0	I	I
wf_bach_sonatas	F002_n07c	15493	1	0	V	V43
wf_bach_sonatas	F002_n07c	15493	1	1	V	V6
wf_bach_sonatas	F002_n07c	15493	2	0	I	I
wf_bach_sonatas	F002_n07c	15493	2	1	I	I6
wf_bach_sonatas	F002_n07c	15493	3	0	V	V2
wf_bach_sonatas	F002_n07c	15493	3	1	V	V64
wf_bach_sonatas	F002_n07c	15493	4	0	I	I6
wf_bach_sonatas	F002_n07c	15493	4	1	I	I
wf_bach_sonatas	F002_n07c	15493	5	0	V	V65
wf_bach_sonatas	F002_n07c	15493	5	1	V	V43
wf_bach_sonatas	F002_n07c	15493	5	2	V	V6
wf_bach_sonatas	F002_n07c	15493	6	0	I	I
wf_bach_sonatas	F002_n07c	15493	6	1	I	I6
wf_bach_sonatas	F002_n07c	15493	7	0	V	V2
wf_bach_sonatas	F002_n07c	15493	7	1	V	V64
wf_bach_sonatas	F002_n07c	15493	8	0	I	I6
wf_bach_sonatas	F002_n07c	15493	8	1	I	I
wf_bach_sonatas	F002_n07a	15478	0	0	I	I
wf_bach_sonatas	F002_n07a	15478	1	0	V	V
wf_bach_sonatas	F002_n07a	15478	1	1	V	V(64)
wf_bach_sonatas	F002_n07a	15478	2	0	IV	IV
wf_bach_sonatas	F002_n07a	15478	3	0	I	I
wf_bach_sonatas	F002_n07a	15478	4	0	V	V65
wf_bach_sonatas	F002_n07a	15478	4	1	V	V7
wf_bach_sonatas	F002_n07a	15478	4	2	V	V
wf_bach_sonatas	F002_n07a	15478	4	3	V	V65/V
wf_bach_sonatas	F002_n07a	15478	4	4	V	viio/V
wf_bach_sonatas	F002_n07a	15478	5	0	iii	iii6
wf_bach_sonatas	F002_n07a	15478	6	0	vi	vi
wf_bach_sonatas	F002_n07a	15478	7	0	iii	iii64
wf_bach_sonatas	F002_n07a	15478	8	0	I	I
wf_bach_sonatas	F002_n07a	15477	0	0	I	I
wf_bach_sonatas	F002_n07a	15477	1	0	V	V7
wf_bach_sonatas	F002_n07a	15477	1	1	V	V
wf_bach_sonatas	F002_n07a	15477	1	2	V	V65/V
wf_bach_sonatas	F002_n07a	15477	2	0	IV	IV
wf_bach_sonatas	F002_n07a	15476	0	0	I	I
wf_bach_sonatas	F002_n07a	15476	1	0	V	V65
wf_bach_sonatas	F002_n07a	15476	1	1	V	V
wf_bach_sonatas	F002_n07a	15476	1	2	V	viio/V
wf_bach_sonatas	F002_n07a	15476	2	0	ii	ii
wf_bach_sonatas	F002_n07a	15476	3	0	IV	IV
wf_bach_sonatas	F002_n07a	15476	3	1	IV	V65/IV
wf_bach_sonatas	F002_n07a	15476	4	0	I	I
wf_bach_sonatas	F002_n07a	15476	4	1	I	I6
wf_bach_sonatas	F002_n07a	15476	5	0	vii	viio6
wf_bach_sonatas	F002_n07a	15476	6	0	I	I
wf_bach_sonatas	F002_n07a	15471	0	0	I	I
wf_bach_sonatas	F002_n07a	15471	1	0	V	V65
wf_bach_sonatas	F002_n07a	15471	1	1	V	V
wf_bach_sonatas	F002_n07a	15471	1	2	V	viio/V
wf_bach_sonatas	F002_n07a	15471	2	0	ii	ii
wf_bach_sonatas	F002_n07a	15471	3	0	IV	IV
wf_bach_sonatas	F002_n07a	15471	3	1	IV	V65/IV
wf_bach_sonatas	F002_n07a	15471	4	0	I	I
wf_bach_sonatas	F002_n07a	15471	4	1	I	I6
wf_bach_sonatas	F002_n07a	15471	5	0	vii	viio6
wf_bach_sonatas	F002_n07a	15471	6	0	I	I
wf_bach_sonatas	F002_n07a	15470	0	0	I	I
wf_bach_sonatas	F002_n07a	15470	1	0	V	V
wf_bach_sonatas	F002_n07a	15470	1	1	V	V(64)
wf_bach_sonatas	F002_n07a	15470	2	0	IV	IV
wf_bach_sonatas	F002_n07a	15470	3	0	I	I
wf_bach_sonatas	F002_n07a	15470	4	0	V	V7
wf_bach_sonatas	F002_n07a	15470	4	1	V	V
wf_bach_sonatas	F002_n07a	15470	4	2	V	V65/V
wf_bach_sonatas	F002_n07a	15470	4	3	V	viio/V
wf_bach_sonatas	F002_n07a	15470	5	0	iii	iii6
wf_bach_sonatas	F002_n07a	15470	6	0	vi	vi
wf_bach_sonatas	F002_n07a	15470	7	0	iii	iii64
wf_bach_sonatas	F002_n07a	15470	8	0	I	I
wf_bach_sonatas	F002_n07a	15468	0	0	I	I
wf_bach_sonatas	F002_n07a	15468	1	0	V	V65
wf_bach_sonatas	F002_n07a	15468	1	1	V	V7
wf_bach_sonatas	F002_n07a	15468	1	2	V	V65/V
wf_bach_sonatas	F002_n07a	15468	1	3	V	viio6/V
wf_bach_sonatas	F002_n07a	15468	1	4	V	V65
wf_bach_sonatas	F002_n07a	15468	1	5	V	V43
wf_bach_sonatas	F002_n07a	15468	2	0	I	I
wf_bach_sonatas	F002_n07a	15468	3	0	V	V65
wf_bach_sonatas	F002_n07a	15468	3	1	V	V43
wf_bach_sonatas	F002_n07a	15468	4	0	I	I
wf_bach_sonatas	F002_n07a	15467	0	0	I	I
wf_bach_sonatas	F002_n07a	15467	1	0	V	V65
wf_bach_sonatas	F002_n07a	15467	1	1	V	V
wf_bach_sonatas	F002_n07a	15467	2	0	IV	IV
wf_bach_sonatas	F002_n07a	15467	3	0	ii	ii
wf_bach_sonatas	F002_n07a	15467	4	0	IV	IV
wf_bach_sonatas	F002_n07a	15467	4	1	IV	V65/IV
wf_bach_sonatas	F002_n07a	15467	5	0	I	I
wf_bach_sonatas	F002_n07a	15467	5	1	I	I6
wf_bach_sonatas	F002_n07a	15467	6	0	vii	viio6
wf_bach_sonatas	F002_n07a	15467	7	0	I	I
wf_bach_sonatas	F001_n08c	15466	0	0	I	I
wf_bach_sonatas	F001_n08c	15466	1	0	V	V
wf_bach_sonatas	F001_n08c	15466	2	0	ii	ii65
wf_bach_sonatas	F001_n08c	15466	3	0	vi	vi
wf_bach_sonatas	F001_n08c	15466	4	0	V	V
wf_bach_sonatas	F001_n08c	15466	5	0	ii	ii65
wf_bach_sonatas	F001_n08c	15466	6	0	I	I
wf_bach_sonatas	F001_n08c	15466	7	0	vii	viio
wf_bach_sonatas	F001_n08c	15466	8	0	IV	IV6
wf_bach_sonatas	F001_n08c	15466	9	0	I	I6
wf_bach_sonatas	F001_n08c	15466	10	0	vii	viio6
wf_bach_sonatas	F001_n08c	15466	11	0	IV	IV
wf_bach_sonatas	F001_n08c	15466	12	0	I	I6
wf_bach_sonatas	F001_n08c	15466	13	0	IV	IV6
wf_bach_sonatas	F001_n08c	15466	14	0	I	I
wf_bach_sonatas	F001_n08c	15466	15	0	V	V6
wf_bach_sonatas	F001_n08c	15466	15	1	V	viio43/V
wf_bach_sonatas	F001_n08c	15466	16	0	i	i
wf_bach_sonatas	F001_n08c	15466	17	0	V	V6
wf_bach_sonatas	F001_n08c	15466	17	1	V	viio43/V
wf_bach_sonatas	F001_n08c	15466	18	0	i	i
wf_bach_sonatas	F001_n08c	15463	0	0	I	I
wf_bach_sonatas	F001_n08c	15463	1	0	V	V7
wf_bach_sonatas	F001_n08c	15463	1	1	V	V
wf_bach_sonatas	F001_n08c	15463	2	0	ii	ii65
wf_bach_sonatas	F001_n08c	15463	3	0	I	I6
wf_bach_sonatas	F001_n08c	15463	3	1	I	I
wf_bach_sonatas	F001_n08c	15462	0	0	I	I
wf_bach_sonatas	F001_n08c	15462	1	0	V	V7
wf_bach_sonatas	F001_n08c	15462	1	1	V	V
wf_bach_sonatas	F001_n08c	15462	2	0	ii	ii65
wf_bach_sonatas	F001_n08c	15462	3	0	vi	vi2
wf_bach_sonatas	F001_n08c	15462	3	1	vi	vi
wf_bach_sonatas	F001_n08c	15462	4	0	I	I2
wf_bach_sonatas	F001_n08c	15462	4	1	I	I
wf_bach_sonatas	F001_n08c	15455	0	0	I	I
wf_bach_sonatas	F001_n08c	15455	1	0	V	V7
wf_bach_sonatas	F001_n08c	15455	1	1	V	V
wf_bach_sonatas	F001_n08c	15455	2	0	ii	ii65
wf_bach_sonatas	F001_n08c	15455	3	0	vi	vi2
wf_bach_sonatas	F001_n08c	15455	3	1	vi	vi
wf_bach_sonatas	F001_n08c	15455	4	0	I	I2
wf_bach_sonatas	F001_n08c	15455	4	1	I	I
wf_bach_sonatas	F001_n08c	15454	0	0	I	I
wf_bach_sonatas	F001_n08c	15454	1	0	V	V7
wf_bach_sonatas	F001_n08c	15454	1	1	V	V
wf_bach_sonatas	F001_n08c	15454	2	0	ii	ii65
wf_bach_sonatas	F001_n08c	15454	3	0	I	I6
wf_bach_sonatas	F001_n08c	15454	3	1	I	I
wf_bach_sonatas	F001_n08c	15453	0	0	I	I
wf_bach_sonatas	F001_n08c	15453	1	0	V	V7
wf_bach_sonatas	F001_n08c	15453	1	1	V	V
wf_bach_sonatas	F001_n08c	15453	2	0	ii	ii65
wf_bach_sonatas	F001_n08c	15453	3	0	vi	vi2
wf_bach_sonatas	F001_n08c	15453	3	1	vi	vi
wf_bach_sonatas	F001_n08c	15453	4	0	I	I2
wf_bach_sonatas	F001_n08c	15453	4	1	I	I
wf_bach_sonatas	F001_n08c	15452	0	0	I	I
wf_bach_sonatas	F001_n08c	15452	1	0	V	V
wf_bach_sonatas	F001_n08c	15452	2	0	ii	ii6
wf_bach_sonatas	F001_n08c	15452	3	0	vi	vi
wf_bach_sonatas	F001_n08c	15452	4	0	V	V
wf_bach_sonatas	F001_n08c	15452	5	0	ii	ii65
wf_bach_sonatas	F001_n08c	15452	6	0	I	I
wf_bach_sonatas	F001_n08c	15452	7	0	vii	viio
wf_bach_sonatas	F001_n08c	15452	8	0	IV	IV6
wf_bach_sonatas	F001_n08c	15452	9	0	I	I6
wf_bach_sonatas	F001_n08c	15452	10	0	vii	viio6
wf_bach_sonatas	F001_n08c	15452	11	0	IV	IV
wf_bach_sonatas	F001_n08c	15452	12	0	I	I6
wf_bach_sonatas	F001_n08c	15452	13	0	IV	IV6
wf_bach_sonatas	F001_n08c	15452	14	0	I	I
wf_bach_sonatas	F001_n08c	15452	15	0	V	V6
wf_bach_sonatas	F001_n08c	15452	15	1	V	viio43/V
wf_bach_sonatas	F001_n08c	15452	16	0	i	i
wf_bach_sonatas	F001_n08c	15452	17	0	V	V6
wf_bach_sonatas	F001_n08c	15452	17	1	V	viio43/V
wf_bach_sonatas	F001_n08c	15452	18	0	i	i
wf_bach_sonatas	F001_n08c	15449	0	0	I	I
wf_bach_sonatas	F001_n08c	15449	1	0	V	V65
wf_bach_sonatas	F001_n08c	15449	1	1	V	V6
wf_bach_sonatas	F001_n08c	15449	1	2	V	V
wf_bach_sonatas	F001_n08c	15449	2	0	I	I
wf_bach_sonatas	F001_n08c	15449	2	1	I	I6
wf_bach_sonatas	F001_n08c	15449	2	2	I	I(6)
wf_bach_sonatas	F001_n08c	15449	3	0	IV	IV
wf_bach_sonatas	F001_n08c	15449	3	1	IV	IV(b4)
wf_bach_sonatas	F001_n08c	15449	3	2	IV	V7/IV
wf_bach_sonatas	F001_n08c	15449	4	0	I	I6
wf_bach_sonatas	F001_n08c	15449	4	1	I	I
wf_bach_sonatas	F001_n08c	15448	0	0	I	I
wf_bach_sonatas	F001_n08c	15448	1	0	V	V65
wf_bach_sonatas	F001_n08c	15448	1	1	V	V6
wf_bach_sonatas	F001_n08c	15448	1	2	V	V
wf_bach_sonatas	F001_n08c	15448	2	0	I	I
wf_bach_sonatas	F001_n08c	15448	2	1	I	I(6)
wf_bach_sonatas	F001_n08c	15448	3	0	IV	IV64
wf_bach_sonatas	F001_n08c	15448	3	1	IV	IV64(b4)
