quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
299/2	0.5	51	50	1/2	1/2	6/8	2	1	1/8			1/8	1		11	65	E#4	4	431
299/2	1.0	51	50	1/2	1/2	6/8	1	1	1/4			1/4	1	1	3	69	A4	4	428
299/2	1.0	51	50	1/2	1/2	6/8	1	1	1/4			1/4	1	1	3	81	A5	5	428
150	0.5	51	50	5/8	5/8	6/8	2	1	1/8			1/8	1		6	66	F#4	4	432
301/2	3.0	52	51	0	0	6/8	2	1	3/4			1/2	3/2		4	52	E3	3	441
301/2	3.0	52	51	0	0	6/8	2	1	3/4			1/2	3/2		1	55	G3	3	441
301/2	3.0	52	51	0	0	6/8	2	1	3/4			1/2	3/2		7	61	C#4	4	441
301/2	3.0	52	51	0	0	6/8	2	1	3/4			1/2	3/2		4	64	E4	4	441
301/2	0.5	52	51	0	0	6/8	1	1	1/8			1/8	1	-1	3	69	A4	4	435
301/2	0.5	52	51	0	0	6/8	1	1	1/8			1/8	1	-1	3	81	A5	5	435
151	0.75	52	51	1/8	1/8	6/8	1	1	3/16			1/8	3/2		7	73	C#5	5	436
151	0.75	52	51	1/8	1/8	6/8	1	1	3/16			1/8	3/2		7	85	C#6	6	436
607/4	0.25	52	51	5/16	5/16	6/8	1	1	1/16			1/16	1		5	71	B4	4	437
607/4	0.25	52	51	5/16	5/16	6/8	1	1	1/16			1/16	1		5	83	B5	5	437
152	0.5	52	51	3/8	3/8	6/8	1	1	1/8			1/8	1		5	71	B4	4	438
152	0.5	52	51	3/8	3/8	6/8	1	1	1/8			1/8	1		5	83	B5	5	438
305/2	0.5	52	51	1/2	1/2	6/8	1	1	1/8			1/8	1		1	67	G4	4	439
305/2	0.5	52	51	1/2	1/2	6/8	1	1	1/8			1/8	1		1	79	G5	5	439
153	0.5	52	51	5/8	5/8	6/8	1	1	1/8			1/8	1		8	68	G#4	4	440
153	0.5	52	51	5/8	5/8	6/8	1	1	1/8			1/8	1		8	80	G#5	5	440
307/2	3.0	53	52	0	0	6/8	2	1	3/4			1/2	3/2		11	53	E#3	3	448
307/2	3.0	53	52	0	0	6/8	2	1	3/4			1/2	3/2		3	57	A3	3	448
307/2	3.0	53	52	0	0	6/8	2	1	3/4			1/2	3/2		7	61	C#4	4	448
307/2	0.5	53	52	0	0	6/8	1	1	1/8			1/8	1		3	69	A4	4	442
307/2	0.5	53	52	0	0	6/8	1	1	1/8			1/8	1		3	81	A5	5	442
154	0.75	53	52	1/8	1/8	6/8	1	1	3/16			1/8	3/2		7	73	C#5	5	443
154	0.75	53	52	1/8	1/8	6/8	1	1	3/16			1/8	3/2		7	85	C#6	6	443
619/4	0.25	53	52	5/16	5/16	6/8	1	1	1/16			1/16	1		5	71	B4	4	444
619/4	0.25	53	52	5/16	5/16	6/8	1	1	1/16			1/16	1		5	83	B5	5	444
155	0.5	53	52	3/8	3/8	6/8	1	1	1/8			1/8	1		5	71	B4	4	445
155	0.5	53	52	3/8	3/8	6/8	1	1	1/8			1/8	1		5	83	B5	5	445
311/2	0.5	53	52	1/2	1/2	6/8	1	1	1/8			1/8	1		8	68	G#4	4	446
311/2	0.5	53	52	1/2	1/2	6/8	1	1	1/8			1/8	1		8	80	G#5	5	446
156	0.5	53	52	5/8	5/8	6/8	1	1	1/8			1/8	1	1	3	69	A4	4	447
156	0.5	53	52	5/8	5/8	6/8	1	1	1/8			1/8	1	1	3	81	A5	5	447
313/2	0.5	54	53	0	0	6/8	2	2	1/8			1/8	1		6	54	F#3	3	457
313/2	1.5	54	53	0	0	6/8	2	1	3/8			1/4	3/2		6	54	F#3	3	455
313/2	0.5	54	53	0	0	6/8	1	1	1/8			1/8	1	-1	3	69	A4	4	449
313/2	0.5	54	53	0	0	6/8	1	1	1/8			1/8	1	-1	3	81	A5	5	449
157	0.5	54	53	1/8	1/8	6/8	2	2	1/8			1/8	1		3	57	A3	3	458
157	0.75	54	53	1/8	1/8	6/8	1	1	3/16			1/8	3/2		2	74	D5	5	450
157	0.75	54	53	1/8	1/8	6/8	1	1	3/16			1/8	3/2		2	86	D6	6	450
315/2	0.5	54	53	1/4	1/4	6/8	2	2	1/8			1/8	1		9	63	D#4	4	459
631/4	0.25	54	53	5/16	5/16	6/8	1	1	1/16			1/16	1		7	73	C#5	5	451
631/4	0.25	54	53	5/16	5/16	6/8	1	1	1/16			1/16	1		7	85	C#6	6	451
158	0.5	54	53	3/8	3/8	6/8	2	2	1/8			1/8	1		1	55	G3	3	460
158	1.5	54	53	3/8	3/8	6/8	2	1	3/8			1/4	3/2		1	55	G3	3	456
158	0.5	54	53	3/8	3/8	6/8	1	1	1/8			1/8	1		7	73	C#5	5	452
158	0.5	54	53	3/8	3/8	6/8	1	1	1/8			1/8	1		7	85	C#6	6	452
317/2	0.5	54	53	1/2	1/2	6/8	2	2	1/8			1/8	1		4	64	E4	4	461
317/2	0.5	54	53	1/2	1/2	6/8	1	1	1/8			1/8	1		10	70	A#4	4	453
317/2	0.5	54	53	1/2	1/2	6/8	1	1	1/8			1/8	1		10	82	A#5	5	453
159	0.5	54	53	5/8	5/8	6/8	2	2	1/8			1/8	1		1	55	G3	3	462
159	0.5	54	53	5/8	5/8	6/8	1	1	1/8			1/8	1	1	5	71	B4	4	454
159	0.5	54	53	5/8	5/8	6/8	1	1	1/8			1/8	1	1	5	83	B5	5	454
319/2	0.5	55	54	0	0	6/8	2	2	1/8			1/8	1		8	56	G#3	3	471
319/2	1.5	55	54	0	0	6/8	2	1	3/8			1/4	3/2		8	56	G#3	3	469
319/2	0.5	55	54	0	0	6/8	1	1	1/8			1/8	1	-1	5	71	B4	4	463
319/2	0.5	55	54	0	0	6/8	1	1	1/8			1/8	1	-1	5	83	B5	5	463
160	0.5	55	54	1/8	1/8	6/8	2	2	1/8			1/8	1		5	59	B3	3	472
160	0.75	55	54	1/8	1/8	6/8	1	1	3/16			1/8	3/2		4	76	E5	5	464
160	0.75	55	54	1/8	1/8	6/8	1	1	3/16			1/8	3/2		4	88	E6	6	464
321/2	0.5	55	54	1/4	1/4	6/8	2	2	1/8			1/8	1		11	65	E#4	4	473
643/4	0.25	55	54	5/16	5/16	6/8	1	1	1/16			1/16	1		2	74	D5	5	465
643/4	0.25	55	54	5/16	5/16	6/8	1	1	1/16			1/16	1		2	86	D6	6	465
161	0.5	55	54	3/8	3/8	6/8	2	2	1/8			1/8	1		3	57	A3	3	474
161	1.5	55	54	3/8	3/8	6/8	2	1	3/8			1/4	3/2		3	57	A3	3	470
161	0.5	55	54	3/8	3/8	6/8	1	1	1/8			1/8	1		2	74	D5	5	466
161	0.5	55	54	3/8	3/8	6/8	1	1	1/8			1/8	1		2	86	D6	6	466
323/2	0.5	55	54	1/2	1/2	6/8	2	2	1/8			1/8	1		6	66	F#4	4	475
323/2	0.5	55	54	1/2	1/2	6/8	1	1	1/8			1/8	1		12	72	B#4	4	467
323/2	0.5	55	54	1/2	1/2	6/8	1	1	1/8			1/8	1		12	84	B#5	5	467
162	0.5	55	54	5/8	5/8	6/8	2	2	1/8			1/8	1		3	57	A3	3	476
162	0.5	55	54	5/8	5/8	6/8	1	1	1/8			1/8	1		7	73	C#5	5	468
162	0.5	55	54	5/8	5/8	6/8	1	1	1/8			1/8	1		7	85	C#6	6	468
325/2	0.5	56	55	0	0	6/8	2	1	1/8			1/8	1		10	46	A#2	2	483
325/2	3.0	56	55	0	0	6/8	1	2	3/4			1/2	3/2		4	64	E4	4	482
325/2	0.5	56	55	0	0	6/8	1	1	1/8			1/8	1		7	73	C#5	5	477
163	0.5	56	55	1/8	1/8	6/8	2	1	1/8			1/8	1		6	54	F#3	3	484
163	0.75	56	55	1/8	1/8	6/8	1	1	3/16			1/8	3/2		9	75	D#5	5	478
327/2	0.5	56	55	1/4	1/4	6/8	2	1	1/8			1/8	1		7	61	C#4	4	485
655/4	0.25	56	55	5/16	5/16	6/8	1	1	1/16			1/16	1		4	76	E5	5	479
164	0.5	56	55	3/8	3/8	6/8	2	1	1/8			1/8	1		5	47	B2	2	486
164	1.0	56	55	3/8	3/8	6/8	1	1	1/4			1/4	1		4	76	E5	5	480
329/2	0.5	56	55	1/2	1/2	6/8	2	1	1/8			1/8	1		8	56	G#3	3	487
165	0.5	56	55	5/8	5/8	6/8	2	1	1/8			1/8	1		5	59	B3	3	488
165	0.5	56	55	5/8	5/8	6/8	1	1	1/8			1/8	1		8	68	G#4	4	481
331/2	1.5	57	56	0	0	6/8	2	2	3/8			1/4	3/2		12	48	B#2	2	500
331/2	1.0	57	56	0	0	6/8	2	1	1/4			1/4	1		3	57	A3	3	497
331/2	0.5	57	56	0	0	6/8	1	1	1/8			1/8	1		4	64	E4	4	489
331/2	0.5	57	56	0	0	6/8	1	1	1/8			1/8	1		4	76	E5	5	489
166	0.75	57	56	1/8	1/8	6/8	1	1	3/16			1/8	3/2		6	66	F#4	4	490
166	0.75	57	56	1/8	1/8	6/8	1	1	3/16			1/8	3/2		6	78	F#5	5	490
333/2	0.5	57	56	1/4	1/4	6/8	2	1	1/8			1/8	1	1	10	58	A#3	3	498
667/4	0.25	57	56	5/16	5/16	6/8	1	1	1/16			1/16	1		8	68	G#4	4	491
667/4	0.25	57	56	5/16	5/16	6/8	1	1	1/16			1/16	1		8	80	G#5	5	491
167	1.5	57	56	3/8	3/8	6/8	2	2	3/8			1/4	3/2		7	49	C#3	3	501
167	1.5	57	56	3/8	3/8	6/8	2	1	3/8			1/4	3/2	-1	10	58	A#3	3	499
167	0.5	57	56	3/8	3/8	6/8	1	1	1/8			1/8	1		8	68	G#4	4	492
167	0.5	57	56	3/8	3/8	6/8	1	1	1/8			1/8	1		8	80	G#5	5	492
335/2	0.5	57	56	1/2	1/2	6/8	1	1	1/8			1/8	1	1	6	66	F#4	4	493
335/2	0.5	57	56	1/2	1/2	6/8	1	2	1/8			1/8	1		6	66	F#4	4	495
335/2	0.5	57	56	1/2	1/2	6/8	1	1	1/8			1/8	1		6	78	F#5	5	493
168	0.5	57	56	5/8	5/8	6/8	1	2	1/8			1/8	1		4	64	E4	4	496
168	0.5	57	56	5/8	5/8	6/8	1	1	1/8			1/8	1	-1	6	66	F#4	4	494
337/2	1.0	58	57	0	0	6/8	2	1	1/4			1/4	1		5	47	B2	2	512
337/2	1.0	58	57	0	0	6/8	2	2	1/4			1/4	1		3	57	A3	3	516
337/2	1.0	58	57	0	0	6/8	1	2	1/4			1/4	1	1	9	63	D#4	4	508
337/2	0.5	58	57	0	0	6/8	1	1	1/8			1/8	1		6	66	F#4	4	502
169	0.75	58	57	1/8	1/8	6/8	1	1	3/16			1/8	3/2		8	68	G#4	4	503
339/2	0.5	58	57	1/4	1/4	6/8	2	1	1/8			1/8	1		3	45	A2	2	513
339/2	0.5	58	57	1/4	1/4	6/8	1	2	1/8			1/8	1		7	61	C#4	4	509
339/2	0.5	58	57	1/4	1/4	6/8	1	2	1/8			1/8	1	-1	9	63	D#4	4	509
679/4	0.25	58	57	5/16	5/16	6/8	1	1	1/16			1/16	1		3	69	A4	4	504
170	1.0	58	57	3/8	3/8	6/8	2	1	1/4			1/4	1		8	44	G#2	2	514
170	1.0	58	57	3/8	3/8	6/8	1	2	1/4			1/4	1		5	59	B3	3	510
170	1.0	58	57	3/8	3/8	6/8	1	2	1/4			1/4	1		2	62	D4	4	510
170	0.5	58	57	3/8	3/8	6/8	1	1	1/8			1/8	1		5	71	B4	4	505
341/2	0.5	58	57	1/2	1/2	6/8	1	1	1/8			1/8	1		4	64	E4	4	506
171	0.5	58	57	5/8	5/8	6/8	2	1	1/8			1/8	1		6	42	F#2	2	515
171	0.5	58	57	5/8	5/8	6/8	1	2	1/8			1/8	1	1	2	62	D4	4	511
171	0.5	58	57	5/8	5/8	6/8	1	1	1/8			1/8	1	1	3	69	A4	4	507
171	0.5	58	57	5/8	5/8	6/8	1	1	1/8			1/8	1	1	5	71	B4	4	507
171	0.5	58	57	5/8	5/8	6/8	1	1	1/8			1/8	1	1	2	74	D5	5	507
343/2	1.5	59	58	0	0	6/8	2	2	3/8			1/4	3/2		11	41	E#2	2	532
343/2	1.5	59	58	0	0	6/8	2	1	3/8			1/4	3/2		5	47	B2	2	529
343/2	0.5	59	58	0	0	6/8	1	2	1/8			1/8	1	-1	2	62	D4	4	523
343/2	1.5	59	58	0	0	6/8	1	3	3/8			1/4	3/2		8	68	G#4	4	528
343/2	0.5	59	58	0	0	6/8	1	1	1/8			1/8	1	-1	5	71	B4	4	517
343/2	0.5	59	58	0	0	6/8	1	1	1/8			1/8	1	-1	2	74	D5	5	517
172	0.5	59	58	1/8	1/8	6/8	1	2	1/8			1/8	1		7	61	C#4	4	524
172	0.75	59	58	1/8	1/8	6/8	1	1	3/16			1/8	3/2		7	73	C#5	5	518
345/2	0.5	59	58	1/4	1/4	6/8	1	2	1/8			1/8	1	1	2	62	D4	4	525
691/4	0.25	59	58	5/16	5/16	6/8	1	1	1/16			1/16	1		5	71	B4	4	519
173	1.5	59	58	3/8	3/8	6/8	2	2	3/8			1/4	3/2		6	42	F#2	2	533
173	1.0	59	58	3/8	3/8	6/8	2	1	1/4			1/4	1		2	50	D3	3	530
173	1.0	59	58	3/8	3/8	6/8	1	2	1/4			1/4	1	-1	2	62	D4	4	526
173	0.5	59	58	3/8	3/8	6/8	1	1	1/8			1/8	1	-1	3	69	A4	4	520
347/2	0.75	59	58	1/2	1/2	6/8	1	1	3/16			1/8	3/2		5	71	B4	4	521
174	0.5	59	58	5/8	5/8	6/8	2	1	1/8			1/8	1		6	54	F#3	3	531
174	0.5	59	58	5/8	5/8	6/8	1	2	1/8			1/8	1		9	63	D#4	4	527
174	0.5	59	58	5/8	5/8	6/8	1	2	1/8			1/8	1		3	69	A4	4	527
697/4	0.25	59	58	11/16	11/16	6/8	1	1	1/16			1/16	1		0	72	C5	5	522
349/2	1.5	60	59	0	0	6/8	2	2	3/8			1/4	3/2		1	43	G2	2	543
349/2	0.5	60	59	0	0	6/8	2	1	1/8			1/8	1		3	57	A3	3	539
349/2	1.0	60	59	0	0	6/8	1	1	1/4			1/4	1		4	64	E4	4	534
349/2	1.0	60	59	0	0	6/8	1	1	1/4			1/4	1		0	72	C5	5	534
175	0.5	60	59	1/8	1/8	6/8	2	1	1/8			1/8	1		-4	56	Ab3	3	540
351/2	0.5	60	59	1/4	1/4	6/8	2	1	1/8			1/8	1	1	1	55	G3	3	541
351/2	0.5	60	59	1/4	1/4	6/8	1	1	1/8			1/8	1		4	64	E4	4	535
176	1.5	60	59	3/8	3/8	6/8	2	2	3/8			1/4	3/2		-4	44	Ab2	2	544
176	1.5	60	59	3/8	3/8	6/8	2	2	3/8			1/4	3/2		0	48	C3	3	544
176	1.5	60	59	3/8	3/8	6/8	2	1	3/8			1/4	3/2	0	1	55	G3	3	542
176	0.5	60	59	3/8	3/8	6/8	1	1	1/8			1/8	1		0	60	C4	4	536
176	0.5	60	59	3/8	3/8	6/8	1	1	1/8			1/8	1		0	72	C5	5	536
353/2	0.75	60	59	1/2	1/2	6/8	1	1	3/16			1/8	3/2		2	62	D4	4	537
353/2	0.75	60	59	1/2	1/2	6/8	1	1	3/16			1/8	3/2		2	74	D5	5	537
709/4	0.25	60	59	11/16	11/16	6/8	1	1	1/16			1/16	1		4	64	E4	4	538
709/4	0.25	60	59	11/16	11/16	6/8	1	1	1/16			1/16	1		4	76	E5	5	538
355/2	1.5	61	60	0	0	6/8	2	2	3/8			1/4	3/2		3	45	A2	2	554
355/2	1.5	61	60	0	0	6/8	2	2	3/8			1/4	3/2		0	48	C3	3	554
355/2	1.0	61	60	0	0	6/8	2	1	1/4			1/4	1	-1	1	55	G3	3	550
355/2	0.5	61	60	0	0	6/8	1	1	1/8			1/8	1		4	64	E4	4	545
355/2	0.5	61	60	0	0	6/8	1	1	1/8			1/8	1		4	76	E5	5	545
178	1.0	61	60	1/8	1/8	6/8	1	1	1/4			1/4	1		2	62	D4	4	546
178	1.0	61	60	1/8	1/8	6/8	1	1	1/4			1/4	1		2	74	D5	5	546
357/2	0.5	61	60	1/4	1/4	6/8	2	1	1/8			1/8	1		6	54	F#3	3	551
179	1.5	61	60	3/8	3/8	6/8	2	2	3/8			1/4	3/2		5	47	B2	2	555
179	1.5	61	60	3/8	3/8	6/8	2	2	3/8			1/4	3/2		-1	53	F3	3	555
179	1.0	61	60	3/8	3/8	6/8	2	1	1/4			1/4	1		3	57	A3	3	552
179	0.5	61	60	3/8	3/8	6/8	1	1	1/8			1/8	1		2	62	D4	4	547
179	0.5	61	60	3/8	3/8	6/8	1	1	1/8			1/8	1		2	74	D5	5	547
359/2	0.75	61	60	1/2	1/2	6/8	1	1	3/16			1/8	3/2		4	64	E4	4	548
359/2	0.75	61	60	1/2	1/2	6/8	1	1	3/16			1/8	3/2		4	76	E5	5	548
180	0.5	61	60	5/8	5/8	6/8	2	1	1/8			1/8	1		-4	56	Ab3	3	553
721/4	0.25	61	60	11/16	11/16	6/8	1	1	1/16			1/16	1		-1	65	F4	4	549
721/4	0.25	61	60	11/16	11/16	6/8	1	1	1/16			1/16	1		-1	77	F5	5	549
361/2	1.0	62	61	0	0	6/8	2	1	1/4			1/4	1		-2	46	Bb2	2	562
361/2	1.0	62	61	0	0	6/8	2	1	1/4			1/4	1		4	52	E3	3	562
361/2	1.0	62	61	0	0	6/8	2	1	1/4			1/4	1		1	55	G3	3	562
361/2	0.5	62	61	0	0	6/8	1	1	1/8			1/8	1		1	67	G4	4	556
361/2	0.5	62	61	0	0	6/8	1	1	1/8			1/8	1		1	79	G5	5	556
181	0.5	62	61	1/8	1/8	6/8	1	1	1/8			1/8	1		1	67	G4	4	557
181	0.5	62	61	1/8	1/8	6/8	1	1	1/8			1/8	1		0	72	C5	5	557
363/2	0.5	62	61	1/4	1/4	6/8	2	1	1/8			1/8	1		1	43	G2	2	563
363/2	0.5	62	61	1/4	1/4	6/8	2	1	1/8			1/8	1		-3	51	Eb3	3	563
363/2	0.5	62	61	1/4	1/4	6/8	1	1	1/8			1/8	1	1	-2	70	Bb4	4	558
363/2	0.5	62	61	1/4	1/4	6/8	1	1	1/8			1/8	1	1	-2	82	Bb5	5	558
182	1.0	62	61	3/8	3/8	6/8	2	1	1/4			1/4	1		4	40	E2	2	564
182	1.0	62	61	3/8	3/8	6/8	2	1	1/4			1/4	1		2	50	D3	3	564
182	0.5	62	61	3/8	3/8	6/8	1	1	1/8			1/8	1	-1	-2	70	Bb4	4	559
182	0.5	62	61	3/8	3/8	6/8	1	1	1/8			1/8	1	-1	-2	82	Bb5	5	559
365/2	0.75	62	61	1/2	1/2	6/8	1	1	3/16			1/8	3/2		3	69	A4	4	560
365/2	0.75	62	61	1/2	1/2	6/8	1	1	3/16			1/8	3/2		3	81	A5	5	560
183	0.5	62	61	5/8	5/8	6/8	2	1	1/8			1/8	1		7	49	C#3	3	565
183	0.5	62	61	5/8	5/8	6/8	2	1	1/8			1/8	1		-2	58	Bb3	3	565
733/4	0.25	62	61	11/16	11/16	6/8	1	1	1/16			1/16	1		1	67	G4	4	561
733/4	0.25	62	61	11/16	11/16	6/8	1	1	1/16			1/16	1		1	79	G5	5	561
367/2	1.5	63	62	0	0	6/8	2	2	3/8			1/4	3/2		2	50	D3	3	579
367/2	0.5	63	62	0	0	6/8	2	1	1/8			1/8	1		3	57	A3	3	572
367/2	0.5	63	62	0	0	6/8	1	1	1/8			1/8	1		1	67	G4	4	566
367/2	0.5	63	62	0	0	6/8	1	1	1/8			1/8	1		1	79	G5	5	566
184	0.5	63	62	1/8	1/8	6/8	2	1	1/8			1/8	1	-1	0	60	C4	4	573
184	0.5	63	62	1/8	1/8	6/8	1	1	1/8			1/8	1		6	66	F#4	4	567
184	0.5	63	62	1/8	1/8	6/8	1	1	1/8			1/8	1		6	78	F#5	5	567
369/2	0.25	63	62	1/4	1/4	6/8	2	1	1/16			1/16	1		5	59	B3	3	574
369/2	0.5	63	62	1/4	1/4	6/8	1	1	1/8			1/8	1	1	0	72	C5	5	568
369/2	0.5	63	62	1/4	1/4	6/8	1	1	1/8			1/8	1	1	0	84	C6	6	568
739/4	0.25	63	62	5/16	5/16	6/8	2	1	1/16			1/16	1		3	57	A3	3	575
185	1.5	63	62	3/8	3/8	6/8	2	2	3/8			1/4	3/2		9	51	D#3	3	580
185	0.5	63	62	3/8	3/8	6/8	2	1	1/8			1/8	1		1	55	G3	3	576
185	0.5	63	62	3/8	3/8	6/8	1	1	1/8			1/8	1	-1	0	72	C5	5	569
185	0.5	63	62	3/8	3/8	6/8	1	1	1/8			1/8	1	-1	0	84	C6	6	569
371/2	0.5	63	62	1/2	1/2	6/8	2	1	1/8			1/8	1		6	54	F#3	3	577
371/2	0.75	63	62	1/2	1/2	6/8	1	1	3/16			1/8	3/2		5	71	B4	4	570
371/2	0.75	63	62	1/2	1/2	6/8	1	1	3/16			1/8	3/2		5	83	B5	5	570
186	0.5	63	62	5/8	5/8	6/8	2	1	1/8			1/8	1		-1	53	F3	3	578
745/4	0.25	63	62	11/16	11/16	6/8	1	1	1/16			1/16	1		3	69	A4	4	571
745/4	0.25	63	62	11/16	11/16	6/8	1	1	1/16			1/16	1		3	81	A5	5	571
373/2	3.0	64	63	0	0	6/8	2	2	3/4			1/2	3/2		4	40	E2	2	597
373/2	1.0	64	63	0	0	6/8	2	1	1/4			1/4	1	1	4	52	E3	3	593
373/2	0.5	64	63	0	0	6/8	1	1	1/8			1/8	1		3	69	A4	4	581
373/2	0.5	64	63	0	0	6/8	1	1	1/8			1/8	1		5	71	B4	4	581
373/2	0.5	64	63	0	0	6/8	1	1	1/8			1/8	1		3	81	A5	5	581
187	0.25	64	63	1/8	1/8	6/8	1	1	1/16			1/16	1		8	68	G#4	4	582
187	0.25	64	63	1/8	1/8	6/8	1	1	1/16			1/16	1		8	80	G#5	5	582
749/4	0.125	64	63	3/16	3/16	6/8	1	1	1/32			1/32	1		3	69	A4	4	583
1499/8	0.125	64	63	7/32	7/32	6/8	1	1	1/32			1/32	1		5	71	B4	4	584
375/2	0.25	64	63	1/4	1/4	6/8	2	1	1/16			1/16	1	-1	4	52	E3	3	594
375/2	0.1	64	63	1/4	1/4	6/8	1	1	1/40			1/32	4/5		7	73	C#5	5	585
938/5	0.1	64	63	11/40	11/40	6/8	1	1	1/40			1/32	4/5		2	74	D5	5	586
1877/10	0.1	64	63	3/10	3/10	6/8	1	1	1/40			1/32	4/5		4	76	E5	5	587
751/4	0.25	64	63	5/16	5/16	6/8	2	1	1/16			1/16	1		9	51	D#3	3	595
939/5	0.1	64	63	13/40	13/40	6/8	1	1	1/40			1/32	4/5		6	78	F#5	5	588
1879/10	0.1	64	63	7/20	7/20	6/8	1	1	1/40			1/32	4/5		8	80	G#5	5	589
188	1.5	64	63	3/8	3/8	6/8	2	1	3/8			1/4	3/2	1	2	50	D3	3	596
188	0.5	64	63	3/8	3/8	6/8	1	1	1/8			1/8	1		3	69	A4	4	590
188	0.5	64	63	3/8	3/8	6/8	1	1	1/8			1/8	1		6	78	F#5	5	590
188	0.5	64	63	3/8	3/8	6/8	1	1	1/8			1/8	1		3	81	A5	5	590
377/2	0.75	64	63	1/2	1/2	6/8	1	1	3/16			1/8	3/2		6	66	F#4	4	591
377/2	0.75	64	63	1/2	1/2	6/8	1	1	3/16			1/8	3/2		2	74	D5	5	591
377/2	0.75	64	63	1/2	1/2	6/8	1	1	3/16			1/8	3/2		6	78	F#5	5	591
757/4	0.25	64	63	11/16	11/16	6/8	1	1	1/16			1/16	1		2	62	D4	4	592
757/4	0.25	64	63	11/16	11/16	6/8	1	1	1/16			1/16	1		5	71	B4	4	592
757/4	0.25	64	63	11/16	11/16	6/8	1	1	1/16			1/16	1		2	74	D5	5	592
379/2	3.0	65	64	0	0	6/8	2	2	3/4			1/2	3/2		4	40	E2	2	613
379/2	1.0	65	64	0	0	6/8	2	1	1/4			1/4	1	-1	2	50	D3	3	610
379/2	0.5	65	64	0	0	6/8	1	1	1/8			1/8	1		10	58	A#3	3	598
379/2	0.5	65	64	0	0	6/8	1	1	1/8			1/8	1		13	67	F##4	4	598
379/2	0.5	65	64	0	0	6/8	1	1	1/8			1/8	1		10	70	A#4	4	598
190	0.25	65	64	1/8	1/8	6/8	1	1	1/16			1/16	1		5	59	B3	3	599
190	0.25	65	64	1/8	1/8	6/8	1	1	1/16			1/16	1		8	68	G#4	4	599
190	0.25	65	64	1/8	1/8	6/8	1	1	1/16			1/16	1		5	71	B4	4	599
761/4	0.125	65	64	3/16	3/16	6/8	1	1	1/32			1/32	1		5	71	B4	4	600
1523/8	0.125	65	64	7/32	7/32	6/8	1	1	1/32			1/32	1		7	73	C#5	5	601
381/2	0.5	65	64	1/4	1/4	6/8	2	1	1/8			1/8	1		6	54	F#3	3	611
381/2	0.1	65	64	1/4	1/4	6/8	1	1	1/40			1/32	4/5		2	74	D5	5	602
953/5	0.1	65	64	11/40	11/40	6/8	1	1	1/40			1/32	4/5		4	76	E5	5	603
1907/10	0.1	65	64	3/10	3/10	6/8	1	1	1/40			1/32	4/5		6	78	F#5	5	604
954/5	0.1	65	64	13/40	13/40	6/8	1	1	1/40			1/32	4/5		8	80	G#5	5	605
1909/10	0.1	65	64	7/20	7/20	6/8	1	1	1/40			1/32	4/5		3	81	A5	5	606
191	1.5	65	64	3/8	3/8	6/8	2	1	3/8			1/4	3/2	1	4	52	E3	3	612
191	0.5	65	64	3/8	3/8	6/8	1	1	1/8			1/8	1		5	71	B4	4	607
191	0.5	65	64	3/8	3/8	6/8	1	1	1/8			1/8	1		8	80	G#5	5	607
191	0.5	65	64	3/8	3/8	6/8	1	1	1/8			1/8	1		5	83	B5	5	607
383/2	0.75	65	64	1/2	1/2	6/8	1	1	3/16			1/8	3/2		8	68	G#4	4	608
383/2	0.75	65	64	1/2	1/2	6/8	1	1	3/16			1/8	3/2		4	76	E5	5	608
383/2	0.75	65	64	1/2	1/2	6/8	1	1	3/16			1/8	3/2		8	80	G#5	5	608
769/4	0.25	65	64	11/16	11/16	6/8	1	1	1/16			1/16	1		4	64	E4	4	609
769/4	0.25	65	64	11/16	11/16	6/8	1	1	1/16			1/16	1		7	73	C#5	5	609
769/4	0.25	65	64	11/16	11/16	6/8	1	1	1/16			1/16	1		4	76	E5	5	609
385/2	3.0	66	65	0	0	6/8	2	2	3/4			1/2	3/2		4	40	E2	2	630
385/2	1.0	66	65	0	0	6/8	2	1	1/4			1/4	1	-1	4	52	E3	3	626
385/2	0.5	66	65	0	0	6/8	1	1	1/8			1/8	1		12	60	B#3	3	614
385/2	0.5	66	65	0	0	6/8	1	1	1/8			1/8	1		8	68	G#4	4	614
385/2	0.5	66	65	0	0	6/8	1	1	1/8			1/8	1		12	72	B#4	4	614
193	0.25	66	65	1/8	1/8	6/8	1	1	1/16			1/16	1		7	61	C#4	4	615
193	0.25	66	65	1/8	1/8	6/8	1	1	1/16			1/16	1		3	69	A4	4	615
193	0.25	66	65	1/8	1/8	6/8	1	1	1/16			1/16	1		7	73	C#5	5	615
773/4	0.125	66	65	3/16	3/16	6/8	1	1	1/32			1/32	1		7	73	C#5	5	616
1547/8	0.125	66	65	7/32	7/32	6/8	1	1	1/32			1/32	1		2	74	D5	5	617
387/2	0.5	66	65	1/4	1/4	6/8	2	1	1/8			1/8	1		8	56	G#3	3	627
387/2	0.1	66	65	1/4	1/4	6/8	1	1	1/40			1/32	4/5		4	76	E5	5	618
968/5	0.1	66	65	11/40	11/40	6/8	1	1	1/40			1/32	4/5		6	78	F#5	5	619
1937/10	0.1	66	65	3/10	3/10	6/8	1	1	1/40			1/32	4/5		8	80	G#5	5	620
