corpus	piece	i	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	alt_label	volta	pedalend	placement	bass_name
beethoven_piano_sonatas	10-3	75	78	77	229/2	229/2	1.0	0	0	3/8	2	1	#viio2/ii	G	IV		#viio2/ii		#vii	o	2		ii			o7	False	False	(-2, 7, 4, 1)	()	7	-2					Bb
beethoven_piano_sonatas	10-3	76	78	77	231/2	231/2	0.5	1/4	1/4	3/8	2	1	V/ii	G	IV		V/ii		V				ii			M	False	False	(3, 7, 4)	()	3	3					A
beethoven_piano_sonatas	10-3	77	79	78	116	116	1.5	0	0	3/8	2	1	ii64	G	IV		ii64		ii		64					m	False	False	(3, 2, -1)	()	2	3					A
beethoven_piano_sonatas	10-3	78	80	79	235/2	235/2	1.0	0	0	3/8	2	1	viio2	G	IV		viio2		vii	o	2					o7	False	False	(-4, 5, 2, -1)	()	5	-4					Ab
beethoven_piano_sonatas	10-3	79	80	79	237/2	237/2	0.5	1/4	1/4	3/8	2	1	V	G	IV		V		V							M	False	False	(1, 5, 2)	()	1	1					G
beethoven_piano_sonatas	10-3	85	86	85	253/2	253/2	1.0	0	0	3/8	2	1	#viio2/ii	G	IV		#viio2/ii		#vii	o	2		ii			o7	False	False	(-2, 7, 4, 1)	()	7	-2					Bb
beethoven_piano_sonatas	10-3	86	86	85	255/2	255/2	0.5	1/4	1/4	3/8	2	1	V/ii	G	IV		V/ii		V				ii			M	False	False	(3, 7, 4)	()	3	3					A
beethoven_piano_sonatas	10-3	87	87	86	128	128	1.5	0	0	3/8	2	1	ii64	G	IV		ii64		ii		64					m	False	False	(3, 2, -1)	()	2	3					A
beethoven_piano_sonatas	10-3	88	88	87	259/2	259/2	1.0	0	0	3/8	2	1	viio2	G	IV		viio2		vii	o	2					o7	False	False	(-4, 5, 2, -1)	()	5	-4					Ab
beethoven_piano_sonatas	10-3	89	88	87	261/2	261/2	0.5	1/4	1/4	3/8	2	1	V	G	IV		V		V							M	False	False	(1, 5, 2)	()	1	1					G
beethoven_piano_sonatas	10-3	137	114	113	337/2	337/2	1.0	0	0	3/8	2	1	#viio2/ii	G	IV		#viio2/ii		#vii	o	2		ii			o7	False	False	(-2, 7, 4, 1)	()	7	-2					Bb
beethoven_piano_sonatas	10-3	138	114	113	339/2	339/2	0.5	1/4	1/4	3/8	2	1	V/ii	G	IV		V/ii		V				ii			M	False	False	(3, 7, 4)	()	3	3					A
beethoven_piano_sonatas	10-3	139	115	114	170	170	1.5	0	0	3/8	2	1	ii64	G	IV		ii64		ii		64					m	False	False	(3, 2, -1)	()	2	3					A
beethoven_piano_sonatas	10-3	140	116	115	343/2	343/2	1.0	0	0	3/8	2	1	viio2	G	IV		viio2		vii	o	2					o7	False	False	(-4, 5, 2, -1)	()	5	-4					Ab
beethoven_piano_sonatas	10-3	141	116	115	345/2	345/2	0.5	1/4	1/4	3/8	2	1	V	G	IV		V		V							M	False	False	(1, 5, 2)	()	1	1					G
beethoven_piano_sonatas	10-3	143	118	117	349/2	349/2	1.0	0	0	3/8	2	1	#viio2/ii	G	IV		#viio2/ii		#vii	o	2		ii			o7	False	False	(-2, 7, 4, 1)	()	7	-2					Bb
beethoven_piano_sonatas	10-3	144	118	117	351/2	351/2	0.5	1/4	1/4	3/8	2	1	V/ii	G	IV		V/ii		V				ii			M	False	False	(3, 7, 4)	()	3	3					A
beethoven_piano_sonatas	10-3	145	119	118	176	176	1.5	0	0	3/8	2	1	ii64	G	IV		ii64		ii		64					m	False	False	(3, 2, -1)	()	2	3					A
beethoven_piano_sonatas	10-3	146	120	119	355/2	355/2	1.0	0	0	3/8	2	1	viio2	G	IV		viio2		vii	o	2					o7	False	False	(-4, 5, 2, -1)	()	5	-4					Ab
beethoven_piano_sonatas	10-3	147	120	119	357/2	357/2	0.5	1/4	1/4	3/8	2	1	V	G	IV		V		V							M	False	False	(1, 5, 2)	()	1	1					G
beethoven_piano_sonatas	10-3	205	182	181	541/2	541/2	1.0	0	0	3/8	2	1	I/bVII	G	I		I/bVII		I				bVII			M	False	False	(-2, 2, -1)	()	-2	-2					F
beethoven_piano_sonatas	10-3	206	182	181	543/2	543/2	0.5	1/4	1/4	3/8	2	1	#viio2/ii	G	I		#viio2/ii		#vii	o	2		ii			o7	False	False	(-2, 7, 4, 1)	()	7	-2					F
beethoven_piano_sonatas	10-3	207	183	182	272	272	1.0	0	0	3/8	2	1	ii64	G	I		ii64		ii		64					m	False	False	(3, 2, -1)	()	2	3					E
beethoven_piano_sonatas	10-3	208	183	182	273	273	0.5	1/4	1/4	3/8	2	1	V7/ii	G	I		V7/ii		V		7		ii			Mm7	False	False	(3, 7, 4, 1)	()	3	3					E
beethoven_piano_sonatas	10-3	209	184	183	547/2	547/2	1.5	0	0	3/8	2	1	#viio7/vi	G	I		#viio7/vi		#vii	o	7		vi			o7	False	False	(8, 5, 2, -1)	()	8	8					D#
beethoven_piano_sonatas	10-3	210	185	184	275	275	1.5	0	0	3/8	2	1	V7	G	I		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					D
beethoven_piano_sonatas	16-2	129	54	54	485/2	485/2	0.5	1	1	9/8	2	1	viio7/V	C	I		viio7/V		vii	o	7		V			o7	False	False	(6, 3, 0, -3)	()	6	6					F#
beethoven_piano_sonatas	16-2	130	55	55	243	243	1.0	0	0	9/8	2	1	V[V6/V	C	I	V	V6/V		V		6		V			M	False	False	(6, 3, 2)	()	2	6					F#
beethoven_piano_sonatas	16-2	131	55	55	244	244	0.5	1/4	1/4	9/8	2	1	viio43	C	I	V	viio43		vii	o	43					o7	False	False	(-1, -4, 5, 2)	()	5	-1					F
beethoven_piano_sonatas	16-2	132	55	55	489/2	489/2	1.0	3/8	3/8	9/8	2	1	bII6	C	I	V	bII6		bII		6					M	False	False	(-1, -4, -5)	()	-5	-1					F
beethoven_piano_sonatas	16-2	133	55	55	491/2	491/2	0.5	5/8	5/8	9/8	2	1	viio7/IV	C	I	V	viio7/IV		vii	o	7		IV			o7	False	False	(4, 1, -2, -5)	()	4	4					E
beethoven_piano_sonatas	16-2	134	55	55	246	246	1.0	3/4	3/4	9/8	2	1	I6	C	I	V	I6		I		6					M	False	False	(4, 1, 0)	()	0	4					E
beethoven_piano_sonatas	16-2	135	55	55	247	247	0.5	1	1	9/8	2	1	viio2/V	C	I	V	viio2/V		vii	o	2		V			o7	False	False	(-3, 6, 3, 0)	()	6	-3					Eb
beethoven_piano_sonatas	16-2	136	56	56	495/2	495/2	1.5	0	0	9/8	2	1	viio65	C	I	V	viio65		vii	o	65					o7	False	False	(2, -1, -4, 5)	()	5	2					D
beethoven_piano_sonatas	16-2	248	103	103	3809/8	3809/8	4.5	0	0	9/8	2	1	I|PAC}	C	I		I		I					PAC	}	M	False	False	(0, 4, 1)	()	0	0					C
beethoven_piano_sonatas	16-2	249	104	104	3845/8	3845/8	3.0	0	0	9/8	2	1	V2/V{	C	I		V2/V		V		2		V		{	Mm7	False	False	(0, 2, 6, 3)	()	2	0					C
beethoven_piano_sonatas	16-2	250	104	104	3869/8	3869/8	1.5	3/4	3/4	9/8	2	1	V6	C	I		V6		V		6					M	False	False	(5, 2, 1)	()	1	5					B
beethoven_piano_sonatas	16-2	251	105	105	3881/8	3881/8	3.0	0	0	9/8	2	1	V2/IV	C	I		V2/IV		V		2		IV			Mm7	False	False	(-2, 0, 4, 1)	()	0	-2					Bb
beethoven_piano_sonatas	16-2	252	105	105	3905/8	3905/8	1.5	3/4	3/4	9/8	2	1	IV6	C	I		IV6		IV		6					M	False	False	(3, 0, -1)	()	-1	3					A
beethoven_piano_sonatas	16-3	68	25	24	94	94	3.0	0	0	2/2	2	1	I[I|PAC}	G	I	I	I		I					PAC	}	M	False	False	(0, 4, 1)	()	0	0					G
beethoven_piano_sonatas	16-3	70	25	24	97	97	1.0	3/4	3/4	2/2	2	1	V6	G	I	I	V6		V		6					M	False	False	(5, 2, 1)	()	1	5					F#
beethoven_piano_sonatas	16-3	71	26	25	98	98	1.0	0	0	2/2	2	1	V2/IV	G	I	I	V2/IV		V		2		IV			Mm7	False	False	(-2, 0, 4, 1)	()	0	-2					F
beethoven_piano_sonatas	16-3	72	26	25	99	99	1.0	1/4	1/4	2/2	2	1	IV6	G	I	I	IV6		IV		6					M	False	False	(3, 0, -1)	()	-1	3					E
beethoven_piano_sonatas	16-3	73	26	25	100	100	3.0	1/2	1/2	2/2	2	1	Ger6	G	I	I	Ger6	Ger	vii	o	65	b3	V			Ger	False	False	(-4, 0, -3, 6)	()	6	-4					Eb
beethoven_piano_sonatas	16-3	78	29	28	110	110	3.0	0	0	2/2	2	1	I[I|IAC}	G	I	I	I		I					IAC	}	M	False	False	(0, 4, 1)	()	0	0					G
beethoven_piano_sonatas	16-3	80	29	28	113	113	1.0	3/4	3/4	2/2	2	1	V6(+4)	G	I	I	V6(+4)		V		6	+4				M	False	False	(5, 2, 1)	(0,)	1	5					F#
beethoven_piano_sonatas	16-3	81	30	29	114	114	1.0	0	0	2/2	2	1	V2/IV	G	I	I	V2/IV		V		2		IV			Mm7	False	False	(-2, 0, 4, 1)	()	0	-2					F
beethoven_piano_sonatas	16-3	82	30	29	115	115	1.0	1/4	1/4	2/2	2	1	IV6	G	I	I	IV6		IV		6					M	False	False	(3, 0, -1)	()	-1	3					E
beethoven_piano_sonatas	16-3	83	30	29	116	116	3.0	1/2	1/2	2/2	2	1	Ger6	G	I	I	Ger6	Ger	vii	o	65	b3	V			Ger	False	False	(-4, 0, -3, 6)	()	6	-4					Eb
beethoven_piano_sonatas	16-3	471	157	156	622	622	3.0	0	0	2/2	2	1	I|PAC}	G	I		I		I					PAC	}	M	False	False	(0, 4, 1)	()	0	0					G
beethoven_piano_sonatas	16-3	473	157	156	625	625	1.0	3/4	3/4	2/2	2	1	V6(+4)	G	I		V6(+4)		V		6	+4				M	False	False	(5, 2, 1)	(0,)	1	5					F#
beethoven_piano_sonatas	16-3	474	158	157	626	626	1.0	0	0	2/2	2	1	V2/IV	G	I		V2/IV		V		2		IV			Mm7	False	False	(-2, 0, 4, 1)	()	0	-2					F
beethoven_piano_sonatas	16-3	475	158	157	627	627	1.0	1/4	1/4	2/2	2	1	IV6	G	I		IV6		IV		6					M	False	False	(3, 0, -1)	()	-1	3					E
beethoven_piano_sonatas	16-3	476	158	157	628	628	3.0	1/2	1/2	2/2	2	1	Ger6	G	I		Ger6	Ger	vii	o	65	b3	V			Ger	False	False	(-4, 0, -3, 6)	()	6	-4					Eb
beethoven_piano_sonatas	16-3	477	159	158	631	631	1.0	1/4	1/4	2/2	2	1	V(64)	G	I		V(64)		V			64				M	False	False	(1, 0, 4)	()	1	1					D
beethoven_piano_sonatas	16-3	478	159	158	632	632	2.0	1/2	1/2	2/2	2	1	V	G	I		V		V							M	False	False	(1, 5, 2)	()	1	1					D
beethoven_piano_sonatas	16-3	627	211	210	839	839	1.0	1/4	1/4	2/2	2	1	IV6	G	I	V	IV6		IV		6					M	False	False	(3, 0, -1)	()	-1	3					E
beethoven_piano_sonatas	16-3	628	211	210	840	840	3.0	1/2	1/2	2/2	2	1	iv6	G	I	V	iv6		iv		6					m	False	False	(-4, 0, -1)	()	-1	-4					Eb
beethoven_piano_sonatas	16-3	629	212	211	843	843	1.0	1/4	1/4	2/2	2	1	ii2/V	G	I	V	ii2/V		ii		2		V			mm7	False	False	(1, 3, 0, 4)	()	3	1					D
beethoven_piano_sonatas	16-3	630	212	211	844	844	1.0	1/2	1/2	2/2	2	1	V6/V	G	I	V	V6/V		V		6		V			M	False	False	(6, 3, 2)	()	2	6					C#
beethoven_piano_sonatas	16-3	632	213	212	847	847	1.0	1/4	1/4	2/2	2	1	I6|IAC}	G	I	V	I6		I		6			IAC	}	M	False	False	(4, 1, 0)	()	0	4					B
beethoven_piano_sonatas	16-3	633	213	212	848	848	1.0	1/2	1/2	2/2	2	1	i6{	G	I	V	i6		i		6				{	m	False	False	(-3, 1, 0)	()	0	-3					Bb
beethoven_piano_sonatas	16-3	634	213	212	849	849	1.0	3/4	3/4	2/2	2	1	V/V	G	I	V	V/V		V				V			M	False	False	(2, 6, 3)	()	2	2					A
beethoven_piano_sonatas	16-3	635	214	213	850	850	1.0	0	0	2/2	2	1	bII	G	I	V	bII		bII							M	False	False	(-5, -1, -4)	()	-5	-5	It6/IV				Ab
beethoven_piano_sonatas	16-3	636	214	213	851	851	1.0	1/4	1/4	2/2	2	1	I]	G	I	V	I		I							M	False	False	(0, 4, 1)	()	0	0					G
beethoven_piano_sonatas	16-3	637	214	213	852	852	2.0	1/2	1/2	2/2	2	1	i	G	I		i		i							m	False	False	(0, -3, 1)	()	0	0					G
beethoven_piano_sonatas	16-3	638	215	214	854	854	1.0	0	0	2/2	2	1	viio43/V	G	I		viio43/V		vii	o	43		V			o7	False	False	(0, -3, 6, 3)	()	6	0					G
beethoven_piano_sonatas	16-3	639	215	214	855	855	0.5	1/4	1/4	2/2	2	1	V6	G	I		V6		V		6					M	False	False	(5, 2, 1)	()	1	5					F#
beethoven_piano_sonatas	17-1	94	67	67	266	266	2.0	1/2	1/2	4/4	2	1	#viio2/iv	d	v		#viio2/iv		#vii	o	2		iv			o7	True	True	(-5, 4, 1, -2)	()	4	-5					Bb
beethoven_piano_sonatas	17-1	95	68	68	268	268	2.0	0	0	4/4	2	1	bII	d	v		bII		bII							M	True	True	(-5, -1, -4)	()	-5	-5					Bb
beethoven_piano_sonatas	17-1	96	68	68	270	270	1.0	1/2	1/2	4/4	2	1	iv64	d	v		iv64		iv		64					m	True	True	(0, -1, -4)	()	-1	0					A
beethoven_piano_sonatas	17-1	97	68	68	271	271	1.0	3/4	3/4	4/4	2	1	#viio7	d	v		#viio7		#vii	o	7					o7	True	True	(5, 2, -1, -4)	()	5	5					G#
beethoven_piano_sonatas	17-1	98	69	69	272	272	3.0	0	0	4/4	2	1	V7/III	d	v		V7/III		V		7		III			Mm7	True	True	(-2, 2, -1, -4)	()	-2	-2					G
beethoven_piano_sonatas	17-1	300	201	197	1585/2	1617/2	2.0	1/2	1/2	4/4	2	1	#viio2/iv	d	i		#viio2/iv		#vii	o	2		iv			o7	True	True	(-5, 4, 1, -2)	()	4	-5					Eb
beethoven_piano_sonatas	17-1	301	202	198	1589/2	1621/2	2.0	0	0	4/4	2	1	bII	d	i		bII		bII							M	True	True	(-5, -1, -4)	()	-5	-5					Eb
beethoven_piano_sonatas	17-1	302	202	198	1593/2	1625/2	1.0	1/2	1/2	4/4	2	1	iv64	d	i		iv64		iv		64					m	True	True	(0, -1, -4)	()	-1	0					D
beethoven_piano_sonatas	17-1	303	202	198	1595/2	1627/2	1.0	3/4	3/4	4/4	2	1	#viio7	d	i		#viio7		#vii	o	7					o7	True	True	(5, 2, -1, -4)	()	5	5					C#
beethoven_piano_sonatas	17-1	304	203	199	1597/2	1629/2	3.0	0	0	4/4	2	1	V7/III	d	i		V7/III		V		7		III			Mm7	True	True	(-2, 2, -1, -4)	()	-2	-2					C
beethoven_piano_sonatas	18-1	40	41	41	122	122	1.0	1/2	1/2	3/4	2	1	bVI64/V	Eb	V		bVI64/V		bVI		64		V			M	False	False	(-2, -3, 1)	()	-3	-2					Ab
beethoven_piano_sonatas	18-1	41	42	42	123	123	2.0	0	0	3/4	2	1	viio65(2)/V	Eb	V		viio65(2)/V		vii	o	65	2	V			o7	False	False	(3, 0, -3, 1)	()	6	3					G
beethoven_piano_sonatas	18-1	42	42	42	125	125	1.0	1/2	1/2	3/4	2	1	viio65/V	Eb	V		viio65/V		vii	o	65		V			o7	False	False	(3, 0, -3, 6)	()	6	3					G
beethoven_piano_sonatas	18-1	43	43	43	126	126	3.0	0	0	3/4	2	1	Ger6	Eb	V		Ger6	Ger	vii	o	65	b3	V			Ger	False	False	(-4, 0, -3, 6)	()	6	-4					Gb
beethoven_piano_sonatas	18-1	44	44	44	129	129	6.0	0	0	3/4	2	1	V|HC}	Eb	V		V		V					HC	}	M	False	False	(1, 5, 2)	()	1	1					F
beethoven_piano_sonatas	18-1	98	89	89	264	264	9.0	0	0	3/4	2	1	ii65	Eb	I		ii65		ii		65					mm7	False	False	(-1, 3, 0, 2)	()	2	-1					Ab
beethoven_piano_sonatas	18-1	99	92	92	273	273	6.0	0	0	3/4	2	1	VI.Ger6	Eb	VI		Ger6	Ger	vii	o	65	b3	V			Ger	False	False	(-4, 0, -3, 6)	()	6	-4					Ab
beethoven_piano_sonatas	18-1	100	94	94	279	279	6.0	0	0	3/4	2	1	V(b64)	Eb	VI		V(b64)		V			b64				M	False	False	(1, 0, -3)	()	1	1					G
beethoven_piano_sonatas	18-1	101	96	96	285	285	3.0	0	0	3/4	2	1	viio7/V	Eb	VI		viio7/V		vii	o	7		V			o7	False	False	(6, 3, 0, -3)	()	6	6					F#
beethoven_piano_sonatas	18-1	102	97	97	288	288	3.0	0	0	3/4	2	1	viio43	Eb	VI		viio43		vii	o	43					o7	False	False	(-1, -4, 5, 2)	()	5	-1					F
beethoven_piano_sonatas	18-4	284	209	206	1235/2	1247/2	1.5	3/8	3/8	6/8	2	1	I/bVI	Eb	I		I/bVI		I				bVI			M	False	False	(-4, 0, -3)	()	-4	-4					Cb
beethoven_piano_sonatas	18-4	285	210	207	619	625	1.5	0	0	6/8	2	1	V6/bVI	Eb	I		V6/bVI		V		6		bVI			M	False	False	(1, -2, -3)	()	-3	1					Bb
beethoven_piano_sonatas	18-4	286	210	207	1241/2	1253/2	1.5	3/8	3/8	6/8	2	1	viio7/V	Eb	I		viio7/V		vii	o	7		V			o7	False	False	(6, 3, 0, -3)	()	6	6					A
beethoven_piano_sonatas	18-4	287	211	208	622	628	1.5	0	0	6/8	2	1	IV	Eb	I		IV		IV							M	False	False	(-1, 3, 0)	()	-1	-1					Ab
beethoven_piano_sonatas	20-2	168	121	120	358	358	2.0	0	0	3/4	2	1	I	G	I		I		I							M	False	False	(0, 4, 1)	()	0	0					G
beethoven_piano_sonatas	21-1	0	1	1	0	0	7.0	0	0	4/4	2	1	C.I{	C	I		I		I						{	M	False	False	(0, 4, 1)	()	0	0					C
beethoven_piano_sonatas	21-1	1	2	2	7	7	1.0	3/4	3/4	4/4	2	1	V2/V	C	I		V2/V		V		2		V			Mm7	False	False	(0, 2, 6, 3)	()	2	0					C
beethoven_piano_sonatas	21-1	2	3	3	8	8	8.0	0	0	4/4	2	1	V6	C	I		V6		V		6					M	False	False	(5, 2, 1)	()	1	5					B
beethoven_piano_sonatas	21-1	3	5	5	16	16	7.0	0	0	4/4	2	1	IV/IV	C	I		IV/IV		IV				IV			M	False	False	(-2, 2, -1)	()	-2	-2					Bb
beethoven_piano_sonatas	21-1	4	6	6	23	23	1.0	3/4	3/4	4/4	2	1	V2/IV	C	I		V2/IV		V		2		IV			Mm7	False	False	(-2, 0, 4, 1)	()	0	-2					Bb
beethoven_piano_sonatas	21-1	5	7	7	24	24	4.0	0	0	4/4	2	1	IV6	C	I		IV6		IV		6					M	False	False	(3, 0, -1)	()	-1	3					A
beethoven_piano_sonatas	21-1	6	8	8	28	28	4.0	0	0	4/4	2	1	iv6	C	I		iv6		iv		6					m	False	False	(-4, 0, -1)	()	-1	-4					Ab
beethoven_piano_sonatas	21-1	7	9	9	32	32	3.0	0	0	4/4	2	1	V7	C	I		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					G
beethoven_piano_sonatas	21-1	198	92	90	356	364	7.0	0	0	4/4	2	1	I/IV|PAC}{	C	I		I/IV		I				IV	PAC	}{	M	False	False	(-1, 3, 0)	()	-1	-1					F
beethoven_piano_sonatas	21-1	199	93	91	363	371	1.0	3/4	3/4	4/4	2	1	V2	C	I		V2		V		2					Mm7	False	False	(-1, 1, 5, 2)	()	1	-1					F
beethoven_piano_sonatas	21-1	200	94	92	364	372	4.0	0	0	4/4	2	1	I6	C	I		I6		I		6					M	False	False	(4, 1, 0)	()	0	4					E
beethoven_piano_sonatas	21-1	201	95	93	368	376	4.0	0	0	4/4	2	1	i6	C	I		i6		i		6					m	False	False	(-3, 1, 0)	()	0	-3					Eb
beethoven_piano_sonatas	21-1	202	96	94	372	380	4.0	0	0	4/4	2	1	V/v	C	I		V/v		V				v			M	False	False	(2, 6, 3)	()	2	2					D
beethoven_piano_sonatas	21-1	242	112	110	438	446	2.0	1/2	1/2	4/4	2	1	i/iv	C	I		i/iv		i				iv			m	False	False	(-1, -4, 0)	()	-1	-1					F
beethoven_piano_sonatas	21-1	243	113	111	440	448	1.0	0	0	4/4	2	1	V6/iv	C	I		V6/iv		V		6		iv			M	False	False	(4, 1, 0)	()	0	4					E
beethoven_piano_sonatas	21-1	244	113	111	441	449	1.0	1/4	1/4	4/4	2	1	v6/iv	C	I		v6/iv		v		6		iv			m	False	False	(-3, 1, 0)	()	0	-3					Eb
beethoven_piano_sonatas	21-1	245	113	111	442	450	1.0	1/2	1/2	4/4	2	1	#vi%7/iv	C	I		#vi%7/iv		#vi	%	7		iv			%7	False	False	(2, -1, -4, 0)	()	2	2					D
beethoven_piano_sonatas	21-1	246	113	111	443	451	1.0	3/4	3/4	4/4	2	1	It6/iv	C	I		It6/iv	It	vii	o	6	b3	V/iv			It	False	False	(-5, -1, 5)	()	5	-5					Db
beethoven_piano_sonatas	21-1	247	114	112	444	452	1.0	0	0	4/4	2	1	V/iv|HC}{	C	I		V/iv		V				iv	HC	}{	M	False	False	(0, 4, 1)	()	0	0					C
beethoven_piano_sonatas	21-1	319	158	156	620	628	7.0	0	0	4/4	2	1	I{	C	I		I		I						{	M	False	False	(0, 4, 1)	()	0	0					C
beethoven_piano_sonatas	21-1	320	159	157	627	635	1.0	3/4	3/4	4/4	2	1	V2/V	C	I		V2/V		V		2		V			Mm7	False	False	(0, 2, 6, 3)	()	2	0					C
beethoven_piano_sonatas	21-1	321	160	158	628	636	8.0	0	0	4/4	2	1	V6	C	I		V6		V		6					M	False	False	(5, 2, 1)	()	1	5					B
beethoven_piano_sonatas	21-1	322	162	160	636	644	7.0	0	0	4/4	2	1	IV/IV	C	I		IV/IV		IV				IV			M	False	False	(-2, 2, -1)	()	-2	-2					Bb
beethoven_piano_sonatas	21-1	323	163	161	643	651	1.0	3/4	3/4	4/4	2	1	V2/IV	C	I		V2/IV		V		2		IV			Mm7	False	False	(-2, 0, 4, 1)	()	0	-2					Bb
beethoven_piano_sonatas	21-1	324	164	162	644	652	4.0	0	0	4/4	2	1	IV6	C	I		IV6		IV		6					M	False	False	(3, 0, -1)	()	-1	3					A
beethoven_piano_sonatas	21-1	325	165	163	648	656	4.0	0	0	4/4	2	1	iv6	C	I		iv6		iv		6					m	False	False	(-4, 0, -1)	()	-1	-4					Ab
beethoven_piano_sonatas	21-1	326	166	164	652	660	3.0	0	0	4/4	2	1	V7	C	I		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					G
beethoven_piano_sonatas	21-1	604	297	295	1176	1184	7.0	0	0	4/4	2	1	I|PAC}{	C	I		I		I					PAC	}{	M	False	False	(0, 4, 1)	()	0	0					C
beethoven_piano_sonatas	21-1	605	298	296	1183	1191	1.0	3/4	3/4	4/4	2	1	V2/V	C	I		V2/V		V		2		V			Mm7	False	False	(0, 2, 6, 3)	()	2	0					C
beethoven_piano_sonatas	21-1	606	299	297	1184	1192	2.0	0	0	4/4	2	1	V6	C	I		V6		V		6					M	False	False	(5, 2, 1)	()	1	5					B
beethoven_piano_sonatas	21-1	607	299	297	1186	1194	2.0	1/2	1/2	4/4	2	1	V2/IV	C	I		V2/IV		V		2		IV			Mm7	False	False	(-2, 0, 4, 1)	()	0	-2					Bb
beethoven_piano_sonatas	21-1	608	300	298	1188	1196	2.0	0	0	4/4	2	1	IV6	C	I		IV6		IV		6					M	False	False	(3, 0, -1)	()	-1	3					A
beethoven_piano_sonatas	21-1	615	304	302	1204	1212	4.0	0	0	4/4	2	1	I|PAC}	C	I		I		I					PAC	}	M	False	False	(0, 4, 1)	()	0	0					C
beethoven_piano_sonatas	21-2	0	1	1	0	0	1.5	0	0	6/8	2	1	F.I{	F	I		I		I						{	M	False	False	(0, 4, 1)	()	0	0					F
beethoven_piano_sonatas	21-2	1	1	1	3/2	3/2	2.0	3/8	3/8	6/8	2	1	It6/iii	F	I		It6/iii	It	vii	o	6	b3	V/iii			It	False	False	(0, 4, 10)	()	10	0					F
beethoven_piano_sonatas	21-2	2	2	2	7/2	7/2	2.5	1/8	1/8	6/8	2	1	V/iii	F	I		V/iii		V				iii			M	False	False	(5, 9, 6)	()	5	5					E
beethoven_piano_sonatas	21-2	3	3	3	6	6	1.5	0	0	6/8	2	1	vii	F	I		vii		vii							m	False	False	(5, 2, 6)	()	5	5					E
beethoven_piano_sonatas	21-2	4	3	3	15/2	15/2	2.0	3/8	3/8	6/8	2	1	viio64/#IV	F	I		viio64/#IV		vii	o	64		#IV			o	False	False	(5, 11, 8)	()	11	5					E
beethoven_piano_sonatas	21-2	5	4	4	19/2	19/2	2.5	1/8	1/8	6/8	2	1	#IV6	F	I		#IV6		#IV		6					M	False	False	(10, 7, 6)	()	6	10					D#
beethoven_piano_sonatas	21-2	6	5	5	12	12	1.5	0	0	6/8	2	1	viio6/V	F	I		viio6/V		vii	o	6		V			o	False	False	(3, 0, 6)	()	6	3					D
beethoven_piano_sonatas	21-2	7	5	5	27/2	27/2	1.5	3/8	3/8	6/8	2	1	It6	F	I		It6	It	vii	o	6	b3	V			It	False	False	(-4, 0, 6)	()	6	-4					Db
beethoven_piano_sonatas	21-2	8	6	6	15	15	0.5	0	0	6/8	2	1	V(4)	F	I		V(4)		V			4				M	False	False	(1, 0, 2)	()	1	1					C
beethoven_piano_sonatas	21-2	9	6	6	31/2	31/2	1.0	1/8	1/8	6/8	2	1	V	F	I		V		V							M	False	False	(1, 5, 2)	()	1	1					C
beethoven_piano_sonatas	21-2	10	6	6	33/2	33/2	2.0	3/8	3/8	6/8	2	1	V7	F	I		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					C
beethoven_piano_sonatas	21-2	60	17	17	48	48	1.5	0	0	6/8	2	1	I|PAC}{	F	I		I		I					PAC	}{	M	False	False	(0, 4, 1)	()	0	0					F
beethoven_piano_sonatas	21-2	61	17	17	99/2	99/2	1.5	3/8	3/8	6/8	2	1	Ger6/iii	F	I		Ger6/iii	Ger	vii	o	65	b3	V/iii			Ger	False	False	(0, 4, 1, 10)	()	10	0					F
beethoven_piano_sonatas	21-2	62	18	18	51	51	2.0	0	0	6/8	2	1	V/iii	F	I		V/iii		V				iii			M	False	False	(5, 9, 6)	()	5	5					E
beethoven_piano_sonatas	21-2	63	18	18	53	53	2.5	1/2	1/2	6/8	2	1	vii	F	I		vii		vii							m	False	False	(5, 2, 6)	()	5	5					E
beethoven_piano_sonatas	21-2	64	19	19	111/2	111/2	1.5	3/8	3/8	6/8	2	1	viio43/#IV	F	I		viio43/#IV		vii	o	43		#IV			o7	False	False	(5, 2, 11, 8)	()	11	5					E
beethoven_piano_sonatas	21-2	65	20	20	57	57	2.0	0	0	6/8	2	1	#IV6	F	I		#IV6		#IV		6					M	False	False	(10, 7, 6)	()	6	10					D#
beethoven_piano_sonatas	21-2	66	20	20	59	59	2.5	1/2	1/2	6/8	2	1	viio65/V	F	I		viio65/V		vii	o	65		V			o7	False	False	(3, 0, -3, 6)	()	6	3					D
beethoven_piano_sonatas	21-2	67	21	21	123/2	123/2	1.5	3/8	3/8	6/8	2	1	Ger6	F	I		Ger6	Ger	vii	o	65	b3	V			Ger	False	False	(-4, 0, -3, 6)	()	6	-4					Db
