quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
37	8.5	14	13	1/8	1/8	6/8	2	1	V7/V\\		a	i		V7/V	V		7		V		\\	Mm7	1	1	2, 6, 3, 0		2	2
91/2	0.5	17	16	0	0	6/8	2	1	V7(#8)		a	i		V7(#8)	V		7	#8				Mm7	1	1	1, 5, 2, -1		1	1
46	1.5	17	16	1/8	1/8	6/8	2	1	V7(9)		a	i		V7(9)	V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
95/2	0.5	17	16	1/2	1/2	6/8	2	1	v7		a	i		v7	v		7					mm7	1	1	1, -2, 2, -1		1	1
48	0.5	17	16	5/8	5/8	6/8	2	1	V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
97/2	1.5	18	17	0	0	6/8	2	1	VI(11)		a	i		VI(11)	VI			11				M	1	1	-4, 0, -3	2	-4	-4
50	1.5	18	17	3/8	3/8	6/8	2	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
103/2	1.5	19	18	0	0	6/8	2	1	V65/VII		a	i		V65/VII	V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
53	1.5	19	18	3/8	3/8	6/8	2	1	V(64)/III		a	i		V(64)/III	V			64	III			M	1	1	-2, -3, 1		-2	-2
109/2	0.5	20	19	0	0	6/8	2	1	vii%65/VII		a	i		vii%65/VII	vii	%	65		VII			%7	1	1	0, -3, 1, 3		3	0
55	1.0	20	19	1/8	1/8	6/8	2	1	V43/VII		a	i		V43/VII	V		43		VII			Mm7	1	1	0, -3, -1, 3		-1	0
56	1.0	20	19	3/8	3/8	6/8	2	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
57	0.5	20	19	5/8	5/8	6/8	2	1	V2/III		a	i		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
115/2	1.0	21	20	0	0	6/8	2	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
117/2	0.5	21	20	1/4	1/4	6/8	2	1	VI6/iv		a	i		VI6/iv	VI		6		iv			M	1	1	-1, -4, -5		-5	-1
59	1.5	21	20	3/8	3/8	6/8	2	1	#viio7/iv		a	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
121/2	0.5	22	21	0	0	6/8	2	1	iv(4)		a	i		iv(4)	iv			4				m	1	1	-1, -2, 0		-1	-1
61	1.0	22	21	1/8	1/8	6/8	2	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
62	0.5	22	21	3/8	3/8	6/8	2	1	bII6/iv		a	i		bII6/iv	bII		6		iv			M	1	1	-2, -5, -6		-6	-2
125/2	0.5	22	21	1/2	1/2	6/8	2	1	bIIM65/iv		a	i		bIIM65/iv	bII	M	65		iv			MM7	1	1	-2, -5, -1, -6		-6	-2
63	0.5	22	21	5/8	5/8	6/8	2	1	iio6/iv		a	i		iio6/iv	ii	o	6		iv			o	1	1	-2, -5, 1		1	-2
127/2	0.5	23	22	0	0	6/8	2	1	V(4)/iv		a	i		V(4)/iv	V			4	iv			M	1	1	0, -1, 1		0	0
64	0.5	23	22	1/8	1/8	6/8	2	1	V/iv		a	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
129/2	0.5	23	22	1/4	1/4	6/8	2	1	V7/iv		a	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
65	0.5	23	22	3/8	3/8	6/8	2	1	#viio7(#4)/ii		a	i		#viio7(#4)/ii	#vii	o	7	#4	ii			o7	1	1	7, 4, 6, -2		7	7
131/2	0.5	23	22	1/2	1/2	6/8	2	1	V6(#6)/ii		a	i		V6(#6)/ii	V		6	#6	ii			M	1	1	7, 4, 3	6	3	7
66	0.5	23	22	5/8	5/8	6/8	2	1	V65(b5)/ii		a	i		V65(b5)/ii	V		65	b5	ii			Mm7	1	1	7, -3, 1, 3		3	7
133/2	0.5	24	23	0	0	6/8	2	1	V(4)/V		a	i		V(4)/V	V			4	V			M	1	1	2, 1, 3		2	2
67	1.0	24	23	1/8	1/8	6/8	2	1	V/V		a	i		V/V	V				V			M	1	1	2, 6, 3		2	2
68	1.5	24	23	3/8	3/8	6/8	2	1	vii%43/V		a	i		vii%43/V	vii	%	43		V			%7	1	1	0, 4, 6, 3		6	0
139/2	1.0	25	24	0	0	6/8	2	1	#iii64		a	i		#iii64	#iii		64					m	1	1	5, 4, 1		4	5
141/2	0.5	25	24	1/4	1/4	6/8	2	1	V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
71	0.5	25	24	3/8	3/8	6/8	2	1	I(74#2)		a	i		I(74#2)	I			74#2				M	1	1	0, 9, -1, 1	-2	0	0
143/2	1.0	25	24	1/2	1/2	6/8	2	1	I		a	i		I	I							M	1	1	0, 4, 1		0	0
145/2	2.5	26	25	0	0	6/8	2	1	vii%43/V		a	i		vii%43/V	vii	%	43		V			%7	1	1	0, 4, 6, 3		6	0
75	0.5	26	25	5/8	5/8	6/8	2	1	viio43/V		a	i		viio43/V	vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
151/2	0.5	27	26	0	0	6/8	2	1	V6(#11)		a	i		V6(#11)	V		6	#11				M	1	1	5, 2, 1	7	1	5
76	1.0	27	26	1/8	1/8	6/8	2	1	V6		a	i		V6	V		6					M	1	1	5, 2, 1		1	5
77	1.5	27	26	3/8	3/8	6/8	2	1	#iii7		a	i		#iii7	#iii		7					mm7	1	1	4, 1, 5, 2		4	4
157/2	2.5	28	27	0	0	6/8	2	1	V7(4)/ii		a	i		V7(4)/ii	V		7	4	ii			Mm7	1	1	3, 2, 4, 1		3	3
81	0.5	28	27	5/8	5/8	6/8	2	1	V/ii		a	i		V/ii	V				ii			M	1	1	3, 7, 4		3	3
163/2	0.5	29	28	0	0	6/8	2	1	V7(#13)/V		a	i		V7(#13)/V	V		7	#13	V			Mm7	1	1	2, 6, 3, 0	12	2	2
82	1.0	29	28	1/8	1/8	6/8	2	1	V7/V		a	i		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
83	1.5	29	28	3/8	3/8	6/8	2	1	viio2/V		a	i		viio2/V	vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
169/2	3.0	30	29	0	0	6/8	2	1	viio7/V		a	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
175/2	0.5	31	30	0	0	6/8	2	1	viio2(4)/V		a	i		viio2(4)/V	vii	o	2	4	V			o7	1	1	-3, 6, 5, 0		6	-3
88	1.0	31	30	1/8	1/8	6/8	2	1	viio2/V		a	i		viio2/V	vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
89	1.5	31	30	3/8	3/8	6/8	2	1	V6/iv		a	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
181/2	3.0	32	31	0	0	6/8	2	1	V43/iv		a	i		V43/iv	V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
187/2	0.5	33	32	0	0	6/8	2	1	iv6(#7#4)		a	i		iv6(#7#4)	iv		6	#7#4				m	1	1	-4, 5, 4		-1	-4
94	0.5	33	32	1/8	1/8	6/8	2	1	iv6(#7)		a	i		iv6(#7)	iv		6	#7				m	1	1	-4, 0, 4		-1	-4
189/2	0.5	33	32	1/4	1/4	6/8	2	1	iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
95	0.5	33	32	3/8	3/8	6/8	2	1	viio6/V		a	i		viio6/V	vii	o	6		V			o	1	1	3, 0, 6		6	3
191/2	0.5	33	32	1/2	1/2	6/8	2	1	V64/V		a	i		V64/V	V		64		V			M	1	1	3, 2, 6		2	3
96	0.5	33	32	5/8	5/8	6/8	2	1	ii%7/V		a	i		ii%7/V	ii	%	7		V			%7	1	1	3, 0, -3, 1		3	3
193/2	1.5	34	33	0	0	6/8	2	1	III64		a	i		III64	III		64					M	1	1	-2, -3, 1		-3	-2
98	0.5	34	33	3/8	3/8	6/8	2	1	#viio7(4)		a	i		#viio7(4)	#vii	o	7	4				o7	1	1	5, -3, -1, -4		5	5
197/2	1.0	34	33	1/2	1/2	6/8	2	1	#viio7		a	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
199/2	0.5	35	34	0	0	6/8	2	1	vii%65/VII		a	i		vii%65/VII	vii	%	65		VII			%7	1	1	0, -3, 1, 3		3	0
100	0.5	35	34	1/8	1/8	6/8	2	1	V43/VII		a	i		V43/VII	V		43		VII			Mm7	1	1	0, -3, -1, 3		-1	0
201/2	0.5	35	34	1/4	1/4	6/8	2	1	V43(b5)/VII		a	i		V43(b5)/VII	V		43	b5	VII			Mm7	1	1	-7, -3, -1, 3		-1	-7
101	0.5	35	34	3/8	3/8	6/8	2	1	V7/III		a	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
203/2	0.5	35	34	1/2	1/2	6/8	2	1	v6		a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
102	0.5	35	34	5/8	5/8	6/8	2	1	viio64/III		a	i		viio64/III	vii	o	64		III			o	1	1	-4, 2, -1		2	-4
205/2	1.0	36	35	0	0	6/8	2	1	V65/VI		a	i		V65/VI	V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
207/2	0.5	36	35	1/4	1/4	6/8	2	1	iv64/iv		a	i		iv64/iv	iv		64		iv			m	1	1	-1, -2, -5		-2	-1
104	0.5	36	35	3/8	3/8	6/8	2	1	#viio7/iv		a	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
209/2	0.5	36	35	1/2	1/2	6/8	2	1	V6/iv		a	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
105	0.5	36	35	5/8	5/8	6/8	2	1	#viio7/iv		a	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
211/2	1.0	37	36	0	0	6/8	2	1	iv(4)		a	i		iv(4)	iv			4				m	1	1	-1, -2, 0		-1	-1
213/2	0.5	37	36	1/4	1/4	6/8	2	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
107	0.5	37	36	3/8	3/8	6/8	2	1	viio6(b3)/III		a	i		viio6(b3)/III	vii	o	6	b3	III			o	1	1	-8, -4, 2		2	-8
215/2	0.75	37	36	1/2	1/2	6/8	2	1	V43(b5)/III		a	i		V43(b5)/III	V		43	b5	III			Mm7	1	1	-8, -4, -2, 2		-2	-8
433/4	0.25	37	36	11/16	11/16	6/8	2	1	vii%65(b3)/III		a	i		vii%65(b3)/III	vii	%	65	b3	III			%7	1	1	-8, -4, 0, 2		2	-8
217/2	0.5	38	37	0	0	6/8	2	1	V7(#4)/VI		a	i		V7(#4)/VI	V		7	#4	VI			Mm7	1	1	-3, 1, 3, -5		-3	-3
109	1.0	38	37	1/8	1/8	6/8	2	1	V7/VI		a	i		V7/VI	V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
110	0.5	38	37	3/8	3/8	6/8	2	1	viio6(b3)/III		a	i		viio6(b3)/III	vii	o	6	b3	III			o	1	1	-8, -4, 2		2	-8
221/2	0.75	38	37	1/2	1/2	6/8	2	1	V43(b5)/III		a	i		V43(b5)/III	V		43	b5	III			Mm7	1	1	-8, -4, -2, 2		-2	-8
445/4	0.25	38	37	11/16	11/16	6/8	2	1	vii%65(b3)/III		a	i		vii%65(b3)/III	vii	%	65	b3	III			%7	1	1	-8, -4, 0, 2		2	-8
223/2	0.5	39	38	0	0	6/8	2	1	V7(#4)/VI		a	i		V7(#4)/VI	V		7	#4	VI			Mm7	1	1	-3, 1, 3, -5		-3	-3
112	1.0	39	38	1/8	1/8	6/8	2	1	V7/VI		a	i		V7/VI	V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
113	0.5	39	38	3/8	3/8	6/8	2	1	#viio6(b3)/iv		a	i		#viio6(b3)/iv	#vii	o	6	b3	iv			o	1	1	-6, -2, 4		4	-6
227/2	0.75	39	38	1/2	1/2	6/8	2	1	V43(b5)/iv		a	i		V43(b5)/iv	V		43	b5	iv			Mm7	1	1	-6, -2, 0, 4		0	-6
457/4	0.25	39	38	11/16	11/16	6/8	2	1	#viio65(b3)/iv		a	i		#viio65(b3)/iv	#vii	o	65	b3	iv			o7	1	1	-6, -2, -5, 4		4	-6
229/2	0.5	40	39	0	0	6/8	2	1	V7(#4)/VII		a	i		V7(#4)/VII	V		7	#4	VII			Mm7	1	1	-1, 3, 5, -3		-1	-1
115	1.0	40	39	1/8	1/8	6/8	2	1	V7/VII		a	i		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
116	0.5	40	39	3/8	3/8	6/8	2	1	#viio6(b3)/iv		a	i		#viio6(b3)/iv	#vii	o	6	b3	iv			o	1	1	-6, -2, 4		4	-6
233/2	0.75	40	39	1/2	1/2	6/8	2	1	V43(b5)/iv		a	i		V43(b5)/iv	V		43	b5	iv			Mm7	1	1	-6, -2, 0, 4		0	-6
469/4	0.25	40	39	11/16	11/16	6/8	2	1	#viio65(b3)/iv		a	i		#viio65(b3)/iv	#vii	o	65	b3	iv			o7	1	1	-6, -2, -5, 4		4	-6
235/2	0.5	41	40	0	0	6/8	2	1	V7(#4)/VII		a	i		V7(#4)/VII	V		7	#4	VII			Mm7	1	1	-1, 3, 5, -3		-1	-1
118	1.0	41	40	1/8	1/8	6/8	2	1	V7/VII		a	i		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
119	0.5	41	40	3/8	3/8	6/8	2	1	viio6(b3)/V		a	i		viio6(b3)/V	vii	o	6	b3	V			o	1	1	-4, 0, 6		6	-4
239/2	0.75	41	40	1/2	1/2	6/8	2	1	V43(b5)/V		a	i		V43(b5)/V	V		43	b5	V			Mm7	1	1	-4, 0, 2, 6		2	-4
481/4	0.25	41	40	11/16	11/16	6/8	2	1	viio65(b3)/V		a	i		viio65(b3)/V	vii	o	65	b3	V			o7	1	1	-4, 0, -3, 6		6	-4
241/2	0.5	42	41	0	0	6/8	2	1	V7(b9)/V		a	i		V7(b9)/V	V		7	b9	V			Mm7	1	1	2, 6, 3, 0	-3	2	2
121	1.0	42	41	1/8	1/8	6/8	2	1	V7/V		a	i		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
122	0.5	42	41	3/8	3/8	6/8	2	1	viio6(b3)/V		a	i		viio6(b3)/V	vii	o	6	b3	V			o	1	1	-4, 0, 6		6	-4
245/2	0.75	42	41	1/2	1/2	6/8	2	1	V43(b5)/V		a	i		V43(b5)/V	V		43	b5	V			Mm7	1	1	-4, 0, 2, 6		2	-4
493/4	0.25	42	41	11/16	11/16	6/8	2	1	viio65(b3)/V		a	i		viio65(b3)/V	vii	o	65	b3	V			o7	1	1	-4, 0, -3, 6		6	-4
247/2	0.5	43	42	0	0	6/8	2	1	V7(b9)/V		a	i		V7(b9)/V	V		7	b9	V			Mm7	1	1	2, 6, 3, 0	-3	2	2
124	1.0	43	42	1/8	1/8	6/8	2	1	V7/V		a	i		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
125	0.5	43	42	3/8	3/8	6/8	2	1	viio65/V		a	i		viio65/V	vii	o	65		V			o7	1	1	3, 0, -3, 6		6	3
251/2	1.0	43	42	1/2	1/2	6/8	2	1	V64(b9)/V		a	i		V64(b9)/V	V		64	b9	V			M	1	1	3, 2, 6	-3	2	3
253/2	0.5	44	43	0	0	6/8	2	1	I.#viio65/iii		a	I		#viio65/iii	#vii	o	65		iii			o7	1	0	6, 3, 0, 9		9	6
127	1.0	44	43	1/8	1/8	6/8	2	1	vii%7/V		a	I		vii%7/V	vii	%	7		V			%7	1	0	6, 3, 0, 4		6	6
128	1.0	44	43	3/8	3/8	6/8	2	1	V65/iii		a	I		V65/iii	V		65		iii			Mm7	1	0	9, 6, 3, 5		5	9
129	0.5	44	43	5/8	5/8	6/8	2	1	V7/iii		a	I		V7/iii	V		7		iii			Mm7	1	0	5, 9, 6, 3		5	5
259/2	1.5	45	44	0	0	6/8	2	1	I(#4)		a	I		I(#4)	I			#4				M	1	0	0, 4, 6		0	0
131	1.5	45	44	3/8	3/8	6/8	2	1	I		a	I		I	I							M	1	0	0, 4, 1		0	0
265/2	2.5	46	45	0	0	6/8	2	1	vii%43/V		a	I		vii%43/V	vii	%	43		V			%7	1	0	0, 4, 6, 3		6	0
135	0.5	46	45	5/8	5/8	6/8	2	1	viio43/V		a	I		viio43/V	vii	o	43		V			o7	1	0	0, -3, 6, 3		6	0
271/2	0.5	47	46	0	0	6/8	2	1	V6(#4)		a	I		V6(#4)	V		6	#4				M	1	0	5, 7, 1		1	5
136	1.0	47	46	1/8	1/8	6/8	2	1	V6		a	I		V6	V		6					M	1	0	5, 2, 1		1	5
137	1.5	47	46	3/8	3/8	6/8	2	1	iii7		a	I		iii7	iii		7					mm7	1	0	4, 1, 5, 2		4	4
277/2	2.5	48	47	0	0	6/8	2	1	V7(4)/ii		a	I		V7(4)/ii	V		7	4	ii			Mm7	1	0	3, 2, 4, 1		3	3
141	0.5	48	47	5/8	5/8	6/8	2	1	V/ii		a	I		V/ii	V				ii			M	1	0	3, 7, 4		3	3
283/2	0.5	49	48	0	0	6/8	2	1	V7(13)/V		a	I		V7(13)/V	V		7	13	V			Mm7	1	0	2, 6, 3, 0	5	2	2
142	1.0	49	48	1/8	1/8	6/8	2	1	V7/V		a	I		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
143	1.5	49	48	3/8	3/8	6/8	2	1	viio2/V		a	I		viio2/V	vii	o	2		V			o7	1	0	-3, 6, 3, 0		6	-3
289/2	1.25	50	49	0	0	6/8	2	1	viio7/V		a	I		viio7/V	vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
583/4	1.75	50	49	5/16	5/16	6/8	2	1	V6(b9)/V		a	I		V6(b9)/V	V		6	b9	V			M	1	0	6, 3, 2	-3	2	6
295/2	0.5	51	50	0	0	6/8	2	1	viio2(4)/V		a	I		viio2(4)/V	vii	o	2	4	V			o7	1	0	-3, 6, 5, 0		6	-3
148	1.0	51	50	1/8	1/8	6/8	2	1	viio2/V		a	I		viio2/V	vii	o	2		V			o7	1	0	-3, 6, 3, 0		6	-3
149	1.5	51	50	3/8	3/8	6/8	2	1	I6		a	I		I6	I		6					M	1	0	4, 1, 0		0	4
301/2	0.5	52	51	0	0	6/8	2	1	V43/IV		a	I		V43/IV	V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
151	2.5	52	51	1/8	1/8	6/8	2	1	viio6/IV		a	I		viio6/IV	vii	o	6		IV			o	1	0	1, -2, 4		4	1
307/2	3.0	53	52	0	0	6/8	2	1	V6(6)/vi		a	I		V6(6)/vi	V		6	6	vi			M	1	0	8, 0, 4		4	8
313/2	0.5	54	53	0	0	6/8	2	1	vi		a	I		vi	vi							m	1	0	3, 0, 4		3	3
157	0.5	54	53	1/8	1/8	6/8	2	1	IV6		a	I		IV6	IV		6					M	1	0	3, 0, -1		-1	3
315/2	0.5	54	53	1/4	1/4	6/8	2	1	vii%65/V		a	I		vii%65/V	vii	%	65		V			%7	1	0	3, 0, 4, 6		6	3
158	1.0	54	53	3/8	3/8	6/8	2	1	v6(#6#4)		a	I		v6(#6#4)	v		6	#6#4				m	1	0	-2, 7, 1	11	1	-2
159	0.5	54	53	5/8	5/8	6/8	2	1	v6		a	I		v6	v		6					m	1	0	-2, 2, 1		1	-2
319/2	1.0	55	54	0	0	6/8	2	1	V6		a	I		V6	V		6					M	1	0	5, 2, 1		1	5
321/2	0.5	55	54	1/4	1/4	6/8	2	1	#viio65/vi		a	I		#viio65/vi	#vii	o	65		vi			o7	1	0	5, 2, -1, 8		8	5
161	1.0	55	54	3/8	3/8	6/8	2	1	iv6(6#4)		a	I		iv6(6#4)	iv		6	6#4				m	1	0	-4, 12, 2, -1		-1	-4
162	0.5	55	54	5/8	5/8	6/8	2	1	iv6		a	I		iv6	iv		6					m	1	0	-4, 0, -1		-1	-4
325/2	1.5	56	55	0	0	6/8	2	1	V65/ii		a	I		V65/ii	V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
164	1.5	56	55	3/8	3/8	6/8	2	1	V64		a	I		V64	V		64					M	1	0	2, 1, 5		1	2
331/2	0.5	57	56	0	0	6/8	2	1	#viio7(4)/iii		a	I		#viio7(4)/iii	#vii	o	7	4	iii			o7	1	0	9, 1, 3, 0		9	9
166	1.0	57	56	1/8	1/8	6/8	2	1	#viio7/iii		a	I		#viio7/iii	#vii	o	7		iii			o7	1	0	9, 6, 3, 0		9	9
167	0.5	57	56	3/8	3/8	6/8	2	1	V64(2)/ii		a	I		V64(2)/ii	V		64	2	ii			M	1	0	4, -2, 7		3	4
335/2	0.5	57	56	1/2	1/2	6/8	2	1	V64/ii		a	I		V64/ii	V		64		ii			M	1	0	4, 3, 7		3	4
168	0.5	57	56	5/8	5/8	6/8	2	1	V43/ii		a	I		V43/ii	V		43		ii			Mm7	1	0	4, 1, 3, 7		3	4
337/2	1.0	58	57	0	0	6/8	2	1	V7/V		a	I		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
339/2	0.5	58	57	1/4	1/4	6/8	2	1	vii%43/V		a	I		vii%43/V	vii	%	43		V			%7	1	0	0, 4, 6, 3		6	0
170	1.0	58	57	3/8	3/8	6/8	2	1	V65		a	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
171	0.5	58	57	5/8	5/8	6/8	2	1	ii43		a	I		ii43	ii		43					mm7	1	0	3, 0, 2, -1		2	3
343/2	0.5	59	58	0	0	6/8	2	1	#viio7/vi		a	I		#viio7/vi	#vii	o	7		vi			o7	1	0	8, 5, 2, -1		8	8
172	0.5	59	58	1/8	1/8	6/8	2	1	V65/vi		a	I		V65/vi	V		65		vi			Mm7	1	0	8, 5, 2, 4		4	8
345/2	0.5	59	58	1/4	1/4	6/8	2	1	#viio7/vi		a	I		#viio7/vi	#vii	o	7		vi			o7	1	0	8, 5, 2, -1		8	8
173	0.5	59	58	3/8	3/8	6/8	2	1	IV6		a	I		IV6	IV		6					M	1	0	3, 0, -1		-1	3
347/2	0.5	59	58	1/2	1/2	6/8	2	1	ii64		a	I		ii64	ii		64					m	1	0	3, 2, -1		2	3
174	0.25	59	58	5/8	5/8	6/8	2	1	V43/V		a	I		V43/V	V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
697/4	0.25	59	58	11/16	11/16	6/8	2	1	viio65/V		a	I		viio65/V	vii	o	65		V			o7	1	0	3, 0, -3, 6		6	3
349/2	1.0	60	59	0	0	6/8	2	1	bIII64(13)		a	I		bIII64(13)	bIII		64	13				M	1	0	-2, -3, 1	0	-3	-2
351/2	0.5	60	59	1/4	1/4	6/8	2	1	bIII64		a	I		bIII64	bIII		64					M	1	0	-2, -3, 1		-3	-2
176	1.5	60	59	3/8	3/8	6/8	2	1	bIII64(b6)		a	I		bIII64(b6)	bIII		64	b6				M	1	0	-7, -3, 1		-3	-7
355/2	0.5	61	60	0	0	6/8	2	1	V43(42)/bVII		a	I		V43(42)/bVII	V		43	42	bVII			Mm7	1	0	0, -3, 1, -2		-1	0
178	0.5	61	60	1/8	1/8	6/8	2	1	V43(4)/bVII		a	I		V43(4)/bVII	V		43	4	bVII			Mm7	1	0	0, -3, -1, -2		-1	0
357/2	0.5	61	60	1/4	1/4	6/8	2	1	V43/bVII		a	I		V43/bVII	V		43		bVII			Mm7	1	0	0, -3, -1, 3		-1	0
179	1.0	61	60	3/8	3/8	6/8	2	1	vii%7/bIII		a	I		vii%7/bIII	vii	%	7		bIII			%7	1	0	2, -1, -4, 0		2	2
180	0.5	61	60	5/8	5/8	6/8	2	1	viio7/bIII		a	I		viio7/bIII	vii	o	7		bIII			o7	1	0	2, -1, -4, -7		2	2
