key_regions	globalkey	localkey	length	length_norepeat	n_stepwise	%_stepwise	n_ascending	n_descending	bd	stepwise_bd	stepwise_chords	ascending_bd	ascending_chords	descending_bd	descending_chords	ixa	ixb
3664	G	I	11	11	2	18.2	2	0	1 4 5 1 4 5 1 6 3 7 3	['4 5', '4 5']	['ii6(+4) V7', 'ii6(+4) V7']	['4 5', '4 5']	['ii6(+4) V7', 'ii6(+4) V7']	[]	[]	('grieg_lyric_pieces', 'op47n06', 0)	('grieg_lyric_pieces', 'op47n06', 10)
3665	G	V	22	16	3	18.8	0	3	6 3 7 3 2 6 3 6 3 7 3 b3 2 5 2 5	['3 2', '3 b3 2']	['iii iv/vi', 'i/iii bIII+ v43']	[]	[]	['3 2', '3 b3 2']	['iii iv/vi', 'i/iii bIII+ v43']	('grieg_lyric_pieces', 'op47n06', 11)	('grieg_lyric_pieces', 'op47n06', 32)
3666	G	I	16	15	2	13.3	2	0	2 5 2 5 1 4 5 1 4 5 1 6 3 7 3	['4 5', '4 5']	['ii6(+4) V7', 'ii6(+4) V7']	['4 5', '4 5']	['ii6(+4) V7', 'ii6(+4) V7']	[]	[]	('grieg_lyric_pieces', 'op47n06', 33)	('grieg_lyric_pieces', 'op47n06', 48)
3667	G	V	22	16	3	18.8	0	3	6 3 7 3 2 6 3 6 3 7 3 b3 2 5 2 5	['3 2', '3 b3 2']	['iii iv/vi', 'i/iii bIII+ v43']	[]	[]	['3 2', '3 b3 2']	['iii iv/vi', 'i/iii bIII+ v43']	('grieg_lyric_pieces', 'op47n06', 49)	('grieg_lyric_pieces', 'op47n06', 70)
3668	G	I	12	11	2	18.2	2	0	2 5 2 5 1 4 5 1 4 5 1	['4 5', '4 5']	['ii6(+4) V7', 'ii6(+4) V7']	['4 5', '4 5']	['ii6(+4) V7', 'ii6(+4) V7']	[]	[]	('grieg_lyric_pieces', 'op47n06', 71)	('grieg_lyric_pieces', 'op47n06', 82)
3669	b	i	134	69	36	52.2	10	26	1 5 6 5 #4 2 5 1 5 6 5 #4 2 5 1 #7 1 #7 2 #1 2 #1 #3 #2 2 #1 5 1 5 6 5 #4 2 5 1 5 6 5 #4 2 5 1 #7 1 #7 2 #1 2 #1 #3 #2 2 #1 5 1 5 6 5 #4 2 5 1 5 6 5 #4 2 5 1	['5 6 5 #4', '5 6 5 #4', '1 1 1 #7 #7 #7 1 1 1 #7 #7 #7', '2 2 2 #1 #1 #1 2 2 2 #1 #1 #1', '#3 #3 #3 #2 #2 #2 #2 #2 #2 #2 #2 #2 2 #1', '5 6 5 #4', '5 6 5 #4', '1 1 1 #7 #7 #7 1 1 1 #7 #7 #7', '2 2 2 #1 #1 #1 2 2 2 #1 #1 #1', '#3 #3 #3 #2 #2 #2 #2 #2 #2 #2 #2 #2 2 #1', '5 6 5 #4', '5 6 5 #4']	['i64(v#6) V(62) V(6) viio7(#4)/V', 'i64(v#6) V(62) V(6) viio7(#4)/V', 'i(#7) i(7) i(v#6) #vii%7 V6(9) V6 i(#7) i(7) i(v#6) #vii%7 V6(9) V6', 'ii(#7) ii(7) ii(v#6) #vii%7/ii V6(9)/ii V6/ii ii(#7) ii(7) ii(v#6) #vii%7/ii V6(9)/ii V6/ii', '#iii(#7) #iii(7) #iii(v#6) #vii%7/#iii V6(9)/#iii V6/#iii #vii%7/#iii V6(9)/#iii V6/#iii #vii%7/#iii V6(9)/#iii V6/#iii V7/V V7/#iv', 'i64(v#6) V(62) V(6) viio7(#4)/V', 'i64(v#6) V(62) V(6) viio7(#4)/V', 'i(#7) i(7) i(v#6) #vii%7 V6(9) V6 i(#7) i(7) i(v#6) #vii%7 V6(9) V6', 'ii(#7) ii(7) ii(v#6) #vii%7/ii V6(9)/ii V6/ii ii(#7) ii(7) ii(v#6) #vii%7/ii V6(9)/ii V6/ii', '#iii(#7) #iii(7) #iii(v#6) #vii%7/#iii V6(9)/#iii V6/#iii #vii%7/#iii V6(9)/#iii V6/#iii #vii%7/#iii V6(9)/#iii V6/#iii V7/V V7/#iv', 'i64(v#6) V(62) V(6) viio7(#4)/V', 'i64(v#6) V(62) V(6) viio7(#4)/V']	['5 6', '5 6', '#7 #7 #7 1 1 1', '#1 #1 #1 2 2 2', '5 6', '5 6', '#7 #7 #7 1 1 1', '#1 #1 #1 2 2 2', '5 6', '5 6']	['i64(v#6) V(62)', 'i64(v#6) V(62)', '#vii%7 V6(9) V6 i(#7) i(7) i(v#6)', '#vii%7/ii V6(9)/ii V6/ii ii(#7) ii(7) ii(v#6)', 'i64(v#6) V(62)', 'i64(v#6) V(62)', '#vii%7 V6(9) V6 i(#7) i(7) i(v#6)', '#vii%7/ii V6(9)/ii V6/ii ii(#7) ii(7) ii(v#6)', 'i64(v#6) V(62)', 'i64(v#6) V(62)']	['6 5 #4', '6 5 #4', '1 1 1 #7 #7 #7', '1 1 1 #7 #7 #7', '2 2 2 #1 #1 #1', '2 2 2 #1 #1 #1', '#3 #3 #3 #2 #2 #2 #2 #2 #2 #2 #2 #2 2 #1', '6 5 #4', '6 5 #4', '1 1 1 #7 #7 #7', '1 1 1 #7 #7 #7', '2 2 2 #1 #1 #1', '2 2 2 #1 #1 #1', '#3 #3 #3 #2 #2 #2 #2 #2 #2 #2 #2 #2 2 #1', '6 5 #4', '6 5 #4']	['V(62) V(6) viio7(#4)/V', 'V(62) V(6) viio7(#4)/V', 'i(#7) i(7) i(v#6) #vii%7 V6(9) V6', 'i(#7) i(7) i(v#6) #vii%7 V6(9) V6', 'ii(#7) ii(7) ii(v#6) #vii%7/ii V6(9)/ii V6/ii', 'ii(#7) ii(7) ii(v#6) #vii%7/ii V6(9)/ii V6/ii', '#iii(#7) #iii(7) #iii(v#6) #vii%7/#iii V6(9)/#iii V6/#iii #vii%7/#iii V6(9)/#iii V6/#iii #vii%7/#iii V6(9)/#iii V6/#iii V7/V V7/#iv', 'V(62) V(6) viio7(#4)/V', 'V(62) V(6) viio7(#4)/V', 'i(#7) i(7) i(v#6) #vii%7 V6(9) V6', 'i(#7) i(7) i(v#6) #vii%7 V6(9) V6', 'ii(#7) ii(7) ii(v#6) #vii%7/ii V6(9)/ii V6/ii', 'ii(#7) ii(7) ii(v#6) #vii%7/ii V6(9)/ii V6/ii', '#iii(#7) #iii(7) #iii(v#6) #vii%7/#iii V6(9)/#iii V6/#iii #vii%7/#iii V6(9)/#iii V6/#iii #vii%7/#iii V6(9)/#iii V6/#iii V7/V V7/#iv', 'V(62) V(6) viio7(#4)/V', 'V(62) V(6) viio7(#4)/V']	('grieg_lyric_pieces', 'op47n07', 0)	('grieg_lyric_pieces', 'op47n07', 133)
3670	g	i	109	49	19	38.8	4	15	1 7 6 2 5 1 7 6 2 5 #7 1 5 7 #6 #1 2 #6 1 #7 2 #1 b4 3 6 b4 b2 #7 5 1 5 3 2 1 5 3 2 1 7 6 2 5 1 4 5 1 4 5 1	['1 1 7 6 6 6 6', '1 1 7 6 6 6 6', '#7 #7 1 1', '7 #6 #6', '#1 #1 2 2', '1 #7 #7', '2 #1 #1', 'b4 3 3', 'b2 #7', '3 3 2 1', '3 3 2 1 1 7 6 6 6 6', '4 4 5', '4 5 5']	['i V64(6)/VI V64/VI ii%2(9)/VI ii%2/VI VI(9) VI', 'i V64(6)/VI V64/VI ii%2(9)/VI ii%2/VI VI(9) VI', 'VM65 V65 I i', 'ii%43/ii V(4)/ii V/ii', 'VM65/ii V65/ii I/ii i/ii', 'ii%43/#iii V(4)/#iii V/#iii', 'ii%43/#iv V(4)/#iv V/#iv', 'ii%43/vi V(4)/vi V/vi', 'bII #vii', 'i6(#42) i6 i(2) i', 'i6(#42) i6 i(2) i V64(6)/VI V64/VI ii%2(9)/VI ii%2/VI VI(9) VI', 'iv(9) iv V7', 'iv V7(9) V7']	['#7 #7 1 1', '#1 #1 2 2', '4 4 5', '4 5 5']	['VM65 V65 I i', 'VM65/ii V65/ii I/ii i/ii', 'iv(9) iv V7', 'iv V7(9) V7']	['1 1 7 6 6 6 6', '1 1 7 6 6 6 6', '7 #6 #6', '1 #7 #7', '2 #1 #1', 'b4 3 3', 'b2 #7', '3 3 2 1', '3 3 2 1 1 7 6 6 6 6']	['i V64(6)/VI V64/VI ii%2(9)/VI ii%2/VI VI(9) VI', 'i V64(6)/VI V64/VI ii%2(9)/VI ii%2/VI VI(9) VI', 'ii%43/ii V(4)/ii V/ii', 'ii%43/#iii V(4)/#iii V/#iii', 'ii%43/#iv V(4)/#iv V/#iv', 'ii%43/vi V(4)/vi V/vi', 'bII #vii', 'i6(#42) i6 i(2) i', 'i6(#42) i6 i(2) i V64(6)/VI V64/VI ii%2(9)/VI ii%2/VI VI(9) VI']	('grieg_lyric_pieces', 'op54n01', 0)	('grieg_lyric_pieces', 'op54n01', 109)
3671	C	I	286	209	111	53.1	40	71	1 7 1 2 1 4 1 2 1 5 1 5 1 5 1 7 1 2 1 4 1 2 1 5 1 5 1 5 2 #2 3 7 3 4 #4 5 2 5 6 5 6 5 6 5 6 5 6 5 6 5 1 5 7 1 4 7 3 6 2 5 1 3 2 1 7 6 5 4 3 2 3 2 1 6 7 6 5 4 3 2 3 2 1 7 6 5 4 3 2 1 b6 4 b6 4 b6 4 b6 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 7 1 7 1 2 #2 3 7 3 4 #4 5 2 5 6 5 6 5 6 5 6 5 6 5 6 5 1 5 7 1 4 7 3 6 2 5 1 3 2 1 7 6 5 4 3 2 3 2 1 7 6 5 4 3 2 3 2 1 7 6 5 4 3 2 1 b6 4 b6 4 b6 4 b6 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 7 1 7 1 5 1 4 1	['1 1 1 7 7 1 2 1', '1 2 1 1', '1 1 1 7 7 1 2 1', '1 2 1 1', '2 #2 3', '3 4 #4 5', '5 6 5 6 5 6 5 6 5 6 5 6 5', '7 1', '3 2 2 1 1 7 7 6 6 5 5 4 4 3 3 2 3 2 2 1', '6 7 7 6 6 5 5 4 4 3 3 2 3 2 2 1 1 7 7 6 6 5 5 4 4 3 3 2 1', '1 1 1 7 7 1 1 1 7 7 1 2 #2 3', '3 4 #4 5', '5 6 5 6 5 6 5 6 5 6 5 6 5', '7 1', '3 2 2 1 1 7 7 6 6 5 5 4 4 3 3 2 3 2 2 1 1 7 7 6 6 5 5 4 4 3 3 2 3 2 2 1 1 7 7 6 6 5 5 4 4 3 3 2 1', '1 1 1 7 7 1 1 1 7 7 1 1 1']	['I IM7 IVM43 V6(6) V6 I(9) IV64(6) IV64', 'IM7 vii%65 I(6) I', 'I IM7 IVM43 V6(6) V6 I(9) IV64(6) IV64', 'IM7 vii%65 I(6) I', '#viio43/vi Ger7/vi V/vi', 'V/vi viio43 Ger7 V', 'V V43/V V ii43 V V43/V V ii43 V V43/V V ii43 V7', 'vii%7 IM7', 'IVM2 V43 iii2 IVM43 ii2 iii43 IM2 ii43 vii%2 IM43 vi2 vii%43 V2 vi43 IVM2 V43 IVM2 V43 iii2 IVM43', 'ii43 iii43 IM2 ii43 vii%2 IM43 vi2 vii%43 V2 vi43 IVM2 V43 IVM2 V43 iii2 IVM43 ii2 iii43 IM2 ii43 vii%2 IM43 vi2 vii%43 V2 vi43 IVM2 V43 bVI6', 'I IM7 IVM43 V6(6) V6 I IM7 IVM43 V6(6) V6 I #viio43/vi Ger7/vi V/vi', 'V/vi viio43 Ger7 V', 'V V43/V V ii43 V V43/V V ii43 V V43/V V ii43 V7', 'vii%7 IM7', 'IVM2 V43 iii2 IVM43 ii2 iii43 IM2 ii43 vii%2 IM43 vi2 vii%43 V2 vi43 IVM2 V43 IVM2 V43 iii2 IVM43 ii2 iii43 IM2 ii43 vii%2 IM43 vi2 vii%43 V2 vi43 IVM2 V43 IVM2 V43 iii2 IVM43 ii2 iii43 IM2 ii43 vii%2 IM43 vi2 vii%43 V2 vi43 IVM2 V43 bVI6', 'I IM7 IVM43 V6(6) V6 I IM7 IVM43 V6(6) V6 I IVM43 I']	['7 7 1 2', '1 2', '7 7 1 2', '1 2', '2 #2 3', '3 4 #4 5', '5 6', '5 6', '5 6', '5 6', '5 6', '5 6', '7 1', '2 3', '6 7 7', '2 3', '7 7 1 1 1', '7 7 1 2 #2 3', '3 4 #4 5', '5 6', '5 6', '5 6', '5 6', '5 6', '5 6', '7 1', '2 3', '2 3', '7 7 1 1 1', '7 7 1 1 1']	['V6(6) V6 I(9) IV64(6)', 'IM7 vii%65', 'V6(6) V6 I(9) IV64(6)', 'IM7 vii%65', '#viio43/vi Ger7/vi V/vi', 'V/vi viio43 Ger7 V', 'V V43/V', 'V ii43', 'V V43/V', 'V ii43', 'V V43/V', 'V ii43', 'vii%7 IM7', 'V43 IVM2', 'ii43 iii43 IM2', 'V43 IVM2', 'V6(6) V6 I IM7 IVM43', 'V6(6) V6 I #viio43/vi Ger7/vi V/vi', 'V/vi viio43 Ger7 V', 'V V43/V', 'V ii43', 'V V43/V', 'V ii43', 'V V43/V', 'V ii43', 'vii%7 IM7', 'V43 IVM2', 'V43 IVM2', 'V6(6) V6 I IM7 IVM43', 'V6(6) V6 I IVM43 I']	['1 1 1 7 7', '2 1', '2 1 1', '1 1 1 7 7', '2 1', '2 1 1', '6 5', '6 5', '6 5', '6 5', '6 5', '6 5', '3 2 2 1 1 7 7 6 6 5 5 4 4 3 3 2', '3 2 2 1', '7 7 6 6 5 5 4 4 3 3 2', '3 2 2 1 1 7 7 6 6 5 5 4 4 3 3 2 1', '1 1 1 7 7', '1 1 1 7 7', '6 5', '6 5', '6 5', '6 5', '6 5', '6 5', '3 2 2 1 1 7 7 6 6 5 5 4 4 3 3 2', '3 2 2 1 1 7 7 6 6 5 5 4 4 3 3 2', '3 2 2 1 1 7 7 6 6 5 5 4 4 3 3 2 1', '1 1 1 7 7', '1 1 1 7 7']	['I IM7 IVM43 V6(6) V6', 'IV64(6) IV64', 'vii%65 I(6) I', 'I IM7 IVM43 V6(6) V6', 'IV64(6) IV64', 'vii%65 I(6) I', 'V43/V V', 'ii43 V', 'V43/V V', 'ii43 V', 'V43/V V', 'ii43 V7', 'IVM2 V43 iii2 IVM43 ii2 iii43 IM2 ii43 vii%2 IM43 vi2 vii%43 V2 vi43 IVM2 V43', 'IVM2 V43 iii2 IVM43', 'iii43 IM2 ii43 vii%2 IM43 vi2 vii%43 V2 vi43 IVM2 V43', 'IVM2 V43 iii2 IVM43 ii2 iii43 IM2 ii43 vii%2 IM43 vi2 vii%43 V2 vi43 IVM2 V43 bVI6', 'I IM7 IVM43 V6(6) V6', 'I IM7 IVM43 V6(6) V6', 'V43/V V', 'ii43 V', 'V43/V V', 'ii43 V', 'V43/V V', 'ii43 V7', 'IVM2 V43 iii2 IVM43 ii2 iii43 IM2 ii43 vii%2 IM43 vi2 vii%43 V2 vi43 IVM2 V43', 'IVM2 V43 iii2 IVM43 ii2 iii43 IM2 ii43 vii%2 IM43 vi2 vii%43 V2 vi43 IVM2 V43', 'IVM2 V43 iii2 IVM43 ii2 iii43 IM2 ii43 vii%2 IM43 vi2 vii%43 V2 vi43 IVM2 V43 bVI6', 'I IM7 IVM43 V6(6) V6', 'I IM7 IVM43 V6(6) V6']	('grieg_lyric_pieces', 'op54n02', 0)	('grieg_lyric_pieces', 'op54n02', 285)
3672	d	i	107	80	54	67.5	15	39	1 #6 4 5 6 3 4 1 b2 6 5 b2 5 b2 5 b2 5 b2 5 b2 5 b2 5 6 5 6 #6 #7 #6 6 5 4 2 b3 2 b2 1 #6 4 5 3 2 1 7 6 5 4 1 7 6 5 4 3 2 3 2 1 7 6 5 4 1 7 6 5 4 3 2 b2 1 b2 1 b2 1 b2 1 b2 1 b2 1	['4 4 4 4 4 4 5 6', '3 4', '1 b2', '6 5', '5 6 5 5 6 #6 #7 #6 6 5 5 4', '2 b3 2 b2 1 1 1 1 1 1', '4 4 4 4 4 4 5', '3 2 1 7 6 5 4', '1 7 6 5 4 3 2 3 2 1 7 6 5 4', '1 7 6 5 4 3 2 b2 1 b2 1 b2 1 b2 1 b2 1 b2 1 1 1 1 1']	['iv(+2) iv(+#7+2) iv(+7+2) iv(+6+2) iv(+b6+2) iv(+2) V VIM7', 'III(9) iv7', 'i(9) bIIM7', 'VI(9) V', 'V #viio2 V(#0) V #viio2 #vii%2 V6(+b3) #vii%2 #viio2 V V(#0) #viio43', 'V64(#62) V64(b62) V64 Fr6/iv i i(+#7) i7 i(+#6) i(+6) i', 'iv(+2) iv(+#7+2) iv(+7+2) iv(+6+2) iv(+b6+2) iv(+2) V', 'i6 VII6 VI6 v6 iv6 III6 V2', 'VI6 v6 iv6 III6 bII6 i6 V64 i6 VII6 VI6 v6 iv6 III6 V2', 'VI6 v6 iv6 III6 bII6 i6 V64 bIIM7(+4) i(9) bIIM7(+4) i(9) bIIM7(+4) i(9) bIIM7(+4) i(9) bIIM7(+4) i(9) bIIM7(+4) i i(+#7) i(+7) i(+#6) i(+6)']	['4 4 4 4 4 4 5 6', '3 4', '1 b2', '5 6', '5 5 6 #6 #7', '4 4 4 4 4 4 5', '2 3', '1 b2', '1 b2', '1 b2', '1 b2', '1 b2']	['iv(+2) iv(+#7+2) iv(+7+2) iv(+6+2) iv(+b6+2) iv(+2) V VIM7', 'III(9) iv7', 'i(9) bIIM7', 'V #viio2', 'V(#0) V #viio2 #vii%2 V6(+b3)', 'iv(+2) iv(+#7+2) iv(+7+2) iv(+6+2) iv(+b6+2) iv(+2) V', 'V64 i6', 'i(9) bIIM7(+4)', 'i(9) bIIM7(+4)', 'i(9) bIIM7(+4)', 'i(9) bIIM7(+4)', 'i(9) bIIM7(+4)']	['6 5', '6 5 5', '#7 #6 6 5 5 4', '2 b3 2 b2 1 1 1 1 1 1', '3 2 1 7 6 5 4', '1 7 6 5 4 3 2', '3 2 1 7 6 5 4', '1 7 6 5 4 3 2 b2 1', 'b2 1', 'b2 1', 'b2 1', 'b2 1', 'b2 1 1 1 1 1']	['VI(9) V', '#viio2 V(#0) V', 'V6(+b3) #vii%2 #viio2 V V(#0) #viio43', 'V64(#62) V64(b62) V64 Fr6/iv i i(+#7) i7 i(+#6) i(+6) i', 'i6 VII6 VI6 v6 iv6 III6 V2', 'VI6 v6 iv6 III6 bII6 i6 V64', 'i6 VII6 VI6 v6 iv6 III6 V2', 'VI6 v6 iv6 III6 bII6 i6 V64 bIIM7(+4) i(9)', 'bIIM7(+4) i(9)', 'bIIM7(+4) i(9)', 'bIIM7(+4) i(9)', 'bIIM7(+4) i(9)', 'bIIM7(+4) i i(+#7) i(+7) i(+#6) i(+6)']	('grieg_lyric_pieces', 'op54n03', 0)	('grieg_lyric_pieces', 'op54n03', 106)
3673	d	I	24	18	0	0.0	0	0	1 6 1 6 1 6 2 5 1 6 1 6 1 6 2 5 b3 1	[]	[]	[]	[]	[]	[]	('grieg_lyric_pieces', 'op54n03', 107)	('grieg_lyric_pieces', 'op54n03', 130)
3674	d	IV	29	22	2	9.1	0	2	1 6 1 6 1 6 2 5 1 6 1 6 1 6 2 5 3 2 5 3 2 5	['3 2', '3 2']	['I6 V7(94)/V', 'I6 V7(94)/V']	[]	[]	['3 2', '3 2']	['I6 V7(94)/V', 'I6 V7(94)/V']	('grieg_lyric_pieces', 'op54n03', 131)	('grieg_lyric_pieces', 'op54n03', 159)
3675	d	i	107	80	54	67.5	15	39	1 #6 4 5 6 3 4 1 b2 6 5 b2 5 b2 5 b2 5 b2 5 b2 5 b2 5 6 5 6 #6 #7 #6 6 5 4 2 b3 2 b2 1 #6 4 5 3 2 1 7 6 5 4 1 7 6 5 4 3 2 3 2 1 7 6 5 4 1 7 6 5 4 3 2 b2 1 b2 1 b2 1 b2 1 b2 1 b2 1	['4 4 4 4 4 4 5 6', '3 4', '1 b2', '6 5', '5 6 5 5 6 #6 #7 #6 6 5 5 4', '2 b3 2 b2 1 1 1 1 1 1', '4 4 4 4 4 4 5', '3 2 1 7 6 5 4', '1 7 6 5 4 3 2 3 2 1 7 6 5 4', '1 7 6 5 4 3 2 b2 1 b2 1 b2 1 b2 1 b2 1 b2 1 1 1 1 1']	['iv(+2) iv(+#7+2) iv(+7+2) iv(+6+2) iv(+b6+2) iv(+2) V VIM7', 'III iv7', 'i bIIM7', 'VI V', 'V #viio2 V(#0) V #viio2 #vii%2 V6(+b3) #vii%2 #viio2 V V(#0) #viio43', 'V64(#62) V64(b62) V64 Fr6/iv i i(+#7) i(7) i(+#6) i(+6) i', 'iv(+2) iv(+#7+2) iv(+7+2) iv(+6+2) iv(+b6+2) iv(+2) V', 'i6 VII6 VI6 v6 iv6 III6 V2', 'VI6 v6 iv6 III6 bII6 i6 V64 i6 VII6 VI6 v6 iv6 III6 V2', 'VI6 v6 iv6 III6 bII6 i6 V64 bIIM7(4) i(9) bIIM7(4) i(9) bIIM7(+4) i(9) bIIM7(+4) i(9) bIIM7(+4) i(9) bIIM7(+4) i i(+#7) i(+7) i(+#6) i(+6)']	['4 4 4 4 4 4 5 6', '3 4', '1 b2', '5 6', '5 5 6 #6 #7', '4 4 4 4 4 4 5', '2 3', '1 b2', '1 b2', '1 b2', '1 b2', '1 b2']	['iv(+2) iv(+#7+2) iv(+7+2) iv(+6+2) iv(+b6+2) iv(+2) V VIM7', 'III iv7', 'i bIIM7', 'V #viio2', 'V(#0) V #viio2 #vii%2 V6(+b3)', 'iv(+2) iv(+#7+2) iv(+7+2) iv(+6+2) iv(+b6+2) iv(+2) V', 'V64 i6', 'i(9) bIIM7(4)', 'i(9) bIIM7(+4)', 'i(9) bIIM7(+4)', 'i(9) bIIM7(+4)', 'i(9) bIIM7(+4)']	['6 5', '6 5 5', '#7 #6 6 5 5 4', '2 b3 2 b2 1 1 1 1 1 1', '3 2 1 7 6 5 4', '1 7 6 5 4 3 2', '3 2 1 7 6 5 4', '1 7 6 5 4 3 2 b2 1', 'b2 1', 'b2 1', 'b2 1', 'b2 1', 'b2 1 1 1 1 1']	['VI V', '#viio2 V(#0) V', 'V6(+b3) #vii%2 #viio2 V V(#0) #viio43', 'V64(#62) V64(b62) V64 Fr6/iv i i(+#7) i(7) i(+#6) i(+6) i', 'i6 VII6 VI6 v6 iv6 III6 V2', 'VI6 v6 iv6 III6 bII6 i6 V64', 'i6 VII6 VI6 v6 iv6 III6 V2', 'VI6 v6 iv6 III6 bII6 i6 V64 bIIM7(4) i(9)', 'bIIM7(4) i(9)', 'bIIM7(+4) i(9)', 'bIIM7(+4) i(9)', 'bIIM7(+4) i(9)', 'bIIM7(+4) i i(+#7) i(+7) i(+#6) i(+6)']	('grieg_lyric_pieces', 'op54n03', 160)	('grieg_lyric_pieces', 'op54n03', 266)
3676	C	I	17	13	10	76.9	0	10	1 b7 6 b6 5 1 b7 6 b6 5 1 7 b7	['1 1 b7 6 b6 5', '1 1 b7 6 b6 5', '1 7 7 7']	['I IM7 V2/IV vi I64(b6) I64', 'I IM7 V2/IV vi I64(b6) I64', 'vii%43/V vii%7(#9) vii%7 viio7']	[]	[]	['1 1 b7 6 b6 5', '1 1 b7 6 b6 5', '1 7 7 7']	['I IM7 V2/IV vi I64(b6) I64', 'I IM7 V2/IV vi I64(b6) I64', 'vii%43/V vii%7(#9) vii%7 viio7']	('grieg_lyric_pieces', 'op54n04', 0)	('grieg_lyric_pieces', 'op54n04', 16)
3677	C	V	12	9	4	44.4	1	3	2 b2 5 4 5 3 2 5 1	['2 2 b2', '5 4 5', '3 2']	['ii%7(9) ii%7 Ger6/IV', 'V7 bII6 V7', 'V43/ii ii%7']	['4 5']	['bII6 V7']	['2 2 b2', '5 4', '3 2']	['ii%7(9) ii%7 Ger6/IV', 'V7 bII6', 'V43/ii ii%7']	('grieg_lyric_pieces', 'op54n04', 17)	('grieg_lyric_pieces', 'op54n04', 28)
3678	C	I	28	23	12	52.2	0	12	7 2 5 2 4 b7 3 b3 2 5 1 b7 6 b6 5 1 b7 6 b6 5 1 7 b7	['3 3 b3 2', '1 1 b7 6 b6 5', '1 1 b7 6 b6 5', '1 7 7 7']	['V7(9)/V/ii V7(94)/V/ii V43(9)/bII V7(9)/V', 'I IM7 V2/IV vi I64(b6) I64', 'I IM7 V2/IV vi I64(b6) I64', 'vii%43/V vii%7(#9) vii%7 viio7']	[]	[]	['3 3 b3 2', '1 1 b7 6 b6 5', '1 1 b7 6 b6 5', '1 7 7 7']	['V7(9)/V/ii V7(94)/V/ii V43(9)/bII V7(9)/V', 'I IM7 V2/IV vi I64(b6) I64', 'I IM7 V2/IV vi I64(b6) I64', 'vii%43/V vii%7(#9) vii%7 viio7']	('grieg_lyric_pieces', 'op54n04', 29)	('grieg_lyric_pieces', 'op54n04', 56)
3679	C	V	4	3	1	33.3	0	1	2 b2 5	['2 2 b2']	['ii%7(9) ii%7 Ger6/IV']	[]	[]	['2 2 b2']	['ii%7(9) ii%7 Ger6/IV']	('grieg_lyric_pieces', 'op54n04', 57)	('grieg_lyric_pieces', 'op54n04', 60)
3680	C	I	30	25	17	68.0	1	16	5 4 5 3 2 5 b5 4 b4 b3 2 b2 1 7 b7 6 b6 5 1 7 b7 4 1 5 1	['5 4 5', '3 2', '5 5 5 b5 4 4 4 b4 b3 2 b2 1 7 b7 6 b6 5', '1 7 b7']	['V7 bII6 V7', 'V43/ii ii%7', 'V7 V43(9)/IV V43/IV V43(b5)/IV V7/bVII V43(9)/bIII V43/bIII V43(b5)/bIII V7/bVI V7/V V7/bV V7/IV V7/III V7/bIII V7/II V7/bII V7', 'I IM2 V2/IV']	['4 5']	['bII6 V7']	['5 4', '3 2', '5 5 5 b5 4 4 4 b4 b3 2 b2 1 7 b7 6 b6 5', '1 7 b7']	['V7 bII6', 'V43/ii ii%7', 'V7 V43(9)/IV V43/IV V43(b5)/IV V7/bVII V43(9)/bIII V43/bIII V43(b5)/bIII V7/bVI V7/V V7/bV V7/IV V7/III V7/bIII V7/II V7/bII V7', 'I IM2 V2/IV']	('grieg_lyric_pieces', 'op54n04', 61)	('grieg_lyric_pieces', 'op54n04', 90)
3681	e	i	26	23	1	4.3	1	0	1 5 1 5 1 5 1 5 1 5 b2 ##6 #3 #7 #4 5 1 5 1 5 1 5 1	['#4 5 5']	['viio7/V V(64) V7']	['#4 5 5']	['viio7/V V(64) V7']	[]	[]	('grieg_lyric_pieces', 'op54n05', 0)	('grieg_lyric_pieces', 'op54n05', 26)
