corpus	piece	i	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	alt_label	volta	pedalend	placement	bass_name
ABC	n03op18-3_02	94	36	36	143/2	143/2	0.5	3/8	3/8	2/4	4	1	V7	Bb	V		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					C
ABC	n03op18-3_02	282	105	105	208	208	1.0	0	0	2/4	4	1	V65/bIII	Bb	I		V65/bIII		V		65		bIII			Mm7	False	False	(2, -1, -4, -2)	()	-2	2					C
ABC	n03op18-3_02	283	105	105	209	209	0.5	1/4	1/4	2/4	4	1	bIII	Bb	I		bIII		bIII							M	False	False	(-3, 1, -2)	()	-3	-3					Db
ABC	n03op18-3_02	284	105	105	419/2	419/2	0.5	3/8	3/8	2/4	4	1	V6/iv	Bb	I		V6/iv		V		6		iv			M	False	False	(4, 1, 0)	()	0	4					D
ABC	n03op18-3_02	285	106	106	210	210	0.5	0	0	2/4	4	1	iv	Bb	I		iv		iv							m	False	False	(-1, -4, 0)	()	-1	-1					Eb
ABC	n03op18-3_02	286	106	106	421/2	421/2	1.0	1/8	1/8	2/4	4	1	iv(6)	Bb	I		iv(6)		iv			6				m	False	False	(-1, -4, 2)	()	-1	-1					Eb
ABC	n03op18-3_02	287	106	106	423/2	423/2	0.5	3/8	3/8	2/4	4	1	iv	Bb	I		iv		iv							m	False	False	(-1, -4, 0)	()	-1	-1					Eb
ABC	n03op18-3_02	288	107	107	212	212	4.0	0	0	2/4	4	1	viio43	Bb	I		viio43		vii	o	43					o7	False	False	(-1, -4, 5, 2)	()	5	-1					Eb
ABC	n03op18-3_02	289	109	109	216	216	1.0	0	0	2/4	4	1	viio7/V	Bb	I		viio7/V		vii	o	7		V			o7	False	False	(6, 3, 0, -3)	()	6	6					E
ABC	n03op18-3_02	290	109	109	217	217	0.5	1/4	1/4	2/4	4	1	V(64)	Bb	I		V(64)		V			64				M	False	False	(1, 0, 4)	()	1	1					F
ABC	n03op18-3_02	291	109	109	435/2	435/2	0.5	3/8	3/8	2/4	4	1	V7	Bb	I		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					F
ABC	n03op18-3_02	292	110	110	218	218	1.0	0	0	2/4	4	1	I64	Bb	I		I64		I		64					M	False	False	(1, 0, 4)	()	0	1					F
ABC	n03op18-3_03	62	37	35	103	103	5.0	0	0	3/4	4	1	V6	D	I		V6		V		6					M	False	False	(5, 2, 1)	()	1	5					C#
ABC	n03op18-3_03	63	38	36	108	108	1.0	1/2	1/2	3/4	4	1	V65	D	I		V65		V		65					Mm7	False	False	(5, 2, -1, 1)	()	1	5					C#
ABC	n03op18-3_03	64	39	37	109	109	1.0	0	0	3/4	4	1	I(4)	D	I		I(4)		I			4				M	False	False	(0, -1, 1)	()	0	0					D
ABC	n03op18-3_03	65	39	37	110	110	2.0	1/4	1/4	3/4	4	1	I	D	I		I		I							M	False	False	(0, 4, 1)	()	0	0					D
ABC	n03op18-3_03	66	40	38	112	112	2.0	0	0	3/4	4	1	I	D	I		I		I							M	False	False	(0, 4, 1)	()	0	0					D
ABC	n03op18-3_03	67	40	38	114	114	1.0	1/2	1/2	3/4	4	1	V7/IV	D	I		V7/IV		V		7		IV			Mm7	False	False	(0, 4, 1, -2)	()	0	0					D
ABC	n03op18-3_03	68	41	39	115	115	1.0	0	0	3/4	4	1	V6(2)/ii	D	I		V6(2)/ii		V		6	2	ii			M	False	False	(7, 4, -2)	()	3	7					D#
ABC	n03op18-3_03	69	41	39	116	116	5.0	1/4	1/4	3/4	4	1	V6/ii	D	I		V6/ii		V		6		ii			M	False	False	(7, 4, 3)	()	3	7					D#
ABC	n03op18-3_03	70	43	41	121	121	2.0	0	0	3/4	4	1	ii	D	I		ii		ii							m	False	False	(2, -1, 3)	()	2	2					E
ABC	n03op18-3_03	71	43	41	123	123	1.0	1/2	1/2	3/4	4	1	viio65/ii	D	I		viio65/ii		vii	o	65		ii			o7	False	False	(-3, -6, -9, 0)	()	0	-3					F
ABC	n03op18-3_04	522	335	327	1961/2	2003/2	1.5	3/8	3/8	6/8	4	1	V+6	D	I	V	V+6		V	+	6					+	False	False	(5, 9, 1)	()	1	5					C#
ABC	n03op18-3_04	523	336	328	982	1003	1.5	0	0	6/8	4	1	I	D	I	V	I		I							M	False	False	(0, 4, 1)	()	0	0					D
ABC	n03op18-3_04	524	336	328	1967/2	2009/2	1.5	3/8	3/8	6/8	4	1	#io	D	I	V	#io		#i	o						o	False	False	(7, 4, 1)	()	7	7					D#
ABC	n03op18-3_04	525	337	329	985	1006	1.5	0	0	6/8	4	1	ii	D	I	V	ii		ii							m	False	False	(2, -1, 3)	()	2	2					E
ABC	n03op18-3_04	526	337	329	1973/2	2015/2	1.5	3/8	3/8	6/8	4	1	#iio7	D	I	V	#iio7		#ii	o	7					o7	False	False	(9, 6, 3, 0)	()	9	9					E#
ABC	n03op18-3_04	527	338	330	988	1009	1.5	0	0	6/8	4	1	iii	D	I	V	iii		iii							m	False	False	(4, 1, 5)	()	4	4					F#
ABC	n03op18-3_04	528	338	330	1979/2	2021/2	1.5	3/8	3/8	6/8	4	1	III	D	I	V	III		III							M	False	False	(4, 8, 5)	()	4	4					F#
ABC	n03op18-3_04	529	339	331	991	1012	1.5	0	0	6/8	4	1	IV	D	I	V	IV		IV							M	False	False	(-1, 3, 0)	()	-1	-1					G
ABC	n04op18-4_01	497	202	200	799	803	2.0	1/2	1/2	4/4	4	1	V	c	i		V		V							M	True	True	(1, 5, 2)	()	1	1					G
ABC	n04op18-4_01	498	203	201	801	805	2.0	0	0	4/4	4	1	VI	c	i		VI		VI							M	True	True	(-4, 0, -3)	()	-4	-4					Ab
ABC	n04op18-4_01	499	203	201	803	807	2.0	1/2	1/2	4/4	4	1	V7/bII	c	i		V7/bII		V		7		bII			Mm7	True	True	(-4, 0, -3, -6)	()	-4	-4					Ab
ABC	n04op18-4_01	500	204	202	805	809	3.0	0	0	4/4	4	1	bII64	c	i		bII64		bII		64					M	True	True	(-4, -5, -1)	()	-5	-4					Ab
ABC	n04op18-4_01	501	204	202	808	812	1.0	3/4	3/4	4/4	4	1	viio7/VII	c	i		viio7/VII		vii	o	7		VII			o7	True	True	(3, 0, -3, -6)	()	3	3					A
ABC	n04op18-4_01	502	205	203	809	813	1.0	0	0	4/4	4	1	VII(b64)	c	i		VII(b64)		VII			b64				M	True	True	(-2, -3, -6)	()	-2	-2					Bb
ABC	n04op18-4_01	503	205	203	810	814	1.0	1/4	1/4	4/4	4	1	VII(4)	c	i		VII(4)		VII			4				M	True	True	(-2, -3, -1)	()	-2	-2					Bb
ABC	n04op18-4_01	504	205	203	811	815	1.0	1/2	1/2	4/4	4	1	VII	c	i		VII		VII							M	True	True	(-2, 2, -1)	()	-2	-2					Bb
ABC	n04op18-4_01	505	205	203	812	816	1.0	3/4	3/4	4/4	4	1	VII7	c	i		VII7		VII		7					Mm7	True	True	(-2, 2, -1, -4)	()	-2	-2					Bb
ABC	n04op18-4_01	506	206	204	813	817	1.0	0	0	4/4	4	1	vi6	c	i		vi6		vi		6					m	True	True	(-7, -3, -4)	()	-4	-7					Cb
ABC	n04op18-4_01	507	206	204	814	818	1.0	1/4	1/4	4/4	4	1	V65/bII	c	i		V65/bII		V		65		bII			Mm7	True	True	(0, -3, -6, -4)	()	-4	0					C
ABC	n04op18-4_01	508	206	204	815	819	1.0	1/2	1/2	4/4	4	1	bII	c	i		bII		bII							M	True	True	(-5, -1, -4)	()	-5	-5					Db
ABC	n04op18-4_01	509	206	204	816	820	1.0	3/4	3/4	4/4	4	1	#viio6	c	i		#viio6		#vii	o	6					o	True	True	(2, -1, 5)	()	5	2					D
ABC	n04op18-4_01	510	207	205	817	821	1.0	0	0	4/4	4	1	i6	c	i		i6		i		6					m	True	True	(-3, 1, 0)	()	0	-3					Eb
ABC	n04op18-4_01	511	207	205	818	822	1.0	1/4	1/4	4/4	4	1	V65/iv	c	i		V65/iv		V		65		iv			Mm7	True	True	(4, 1, -2, 0)	()	0	4					E
ABC	n04op18-4_01	512	207	205	819	823	0.5	1/2	1/2	4/4	4	1	iv(4)	c	i		iv(4)		iv			4				m	True	True	(-1, -2, 0)	()	-1	-1					F
ABC	n04op18-4_01	513	207	205	1639/2	1647/2	0.5	5/8	5/8	4/4	4	1	iv	c	i		iv		iv							m	True	True	(-1, -4, 0)	()	-1	-1					F
ABC	n04op18-4_01	514	207	205	820	824	1.0	3/4	3/4	4/4	4	1	V6/V	c	i		V6/V		V		6		V			M	True	True	(6, 3, 2)	()	2	6					F#
ABC	n04op18-4_01	515	208	206	821	825	2.0	0	0	4/4	4	1	V	c	i		V		V							M	True	True	(1, 5, 2)	()	1	1					G
ABC	n04op18-4_01	516	208	206	823	827	2.0	1/2	1/2	4/4	4	1	VI	c	i		VI		VI							M	True	True	(-4, 0, -3)	()	-4	-4					Ab
ABC	n04op18-4_02	155	106	106	315/2	315/2	1.5	0	0	3/8	4	1	I	C	bIII		I		I							M	False	False	(0, 4, 1)	()	0	0					Eb
ABC	n04op18-4_02	156	107	107	159	159	1.5	0	0	3/8	4	1	bvii.viio7/V	C	bvii		viio7/V		vii	o	7		V			o7	False	True	(6, 3, 0, -3)	()	6	6					E
ABC	n04op18-4_02	157	108	108	321/2	321/2	1.5	0	0	3/8	4	1	i64	C	bvii		i64		i		64					m	False	True	(1, 0, -3)	()	0	1					F
ABC	n04op18-4_02	158	109	109	162	162	1.5	0	0	3/8	4	1	VI	C	bvii		VI		VI							M	False	True	(-4, 0, -3)	()	-4	-4					Gb
ABC	n04op18-4_02	159	110	110	327/2	327/2	3.0	0	0	3/8	4	1	viio65/V	C	bvii		viio65/V		vii	o	65		V			o7	False	True	(3, 0, -3, 6)	()	6	3					G
ABC	n04op18-4_03	138	96	93	277	279	2.0	0	0	3/4	4	1	V(64)	c	VI		V(64)		V			64				M	True	False	(1, 0, 4)	()	1	1					Eb
ABC	n04op18-4_03	139	96	93	279	281	0.5	1/2	1/2	3/4	4	1	#viio7(6)/vi	c	VI		#viio7(6)/vi		#vii	o	7	6	vi			o7	True	False	(8, 5, 4, -1)	()	8	8					E
ABC	n04op18-4_03	140	96	93	559/2	563/2	0.5	5/8	5/8	3/4	4	1	#viio7/vi	c	VI		#viio7/vi		#vii	o	7		vi			o7	True	False	(8, 5, 2, -1)	()	8	8					E
ABC	n04op18-4_03	141	97	94	280	282	3.0	0	0	3/4	4	1	vi	c	VI		vi		vi							m	True	False	(3, 0, 4)	()	3	3					F
ABC	n04op18-4_03	142	98	95	283	285	3.0	0	0	3/4	4	1	i.iio6	c	i		iio6		ii	o	6					o	True	True	(-1, -4, 2)	()	2	-1					F
ABC	n04op18-4_03	143	99	96	286	288	3.0	0	0	3/4	4	1	viio7/V	c	i		viio7/V		vii	o	7		V			o7	True	True	(6, 3, 0, -3)	()	6	6					F#
ABC	n04op18-4_03	144	100	97	289	291	5.0	0	0	3/4	4	1	V\\	c	i		V		V						\\	M	True	True	(1, 5, 2)	()	1	1					G
ABC	n05op18-5_01	268	152	151	450	453	1.5	0	0	6/8	4	1	IV6	A	I		IV6		IV		6					M	False	False	(3, 0, -1)	()	-1	3					F#
ABC	n05op18-5_01	269	152	151	903/2	909/2	1.5	3/8	3/8	6/8	4	1	bVII	A	I		bVII		bVII							M	False	False	(-2, 2, -1)	()	-2	-2					G
ABC	n05op18-5_01	270	153	152	453	456	1.5	0	0	6/8	4	1	viio	A	I		viio		vii	o						o	False	False	(5, 2, -1)	()	5	5					G#
ABC	n05op18-5_01	271	153	152	909/2	915/2	1.5	3/8	3/8	6/8	4	1	IV64	A	I		IV64		IV		64					M	False	False	(0, -1, 3)	()	-1	0					A
ABC	n05op18-5_01	272	154	153	456	459	1.5	0	0	6/8	4	1	bII	A	I		bII		bII							M	False	False	(-5, -1, -4)	()	-5	-5					Bb
ABC	n05op18-5_01	273	154	153	915/2	921/2	1.5	3/8	3/8	6/8	4	1	V6/bIII	A	I		V6/bIII		V		6		bIII			M	False	False	(2, -1, -2)	()	-2	2					B
ABC	n05op18-5_01	274	155	154	459	462	1.5	0	0	6/8	4	1	V65/bIII	A	I		V65/bIII		V		65		bIII			Mm7	False	False	(2, -1, -4, -2)	()	-2	2					B
ABC	n05op18-5_01	275	155	154	921/2	927/2	1.5	3/8	3/8	6/8	4	1	bIII	A	I		bIII		bIII							M	False	False	(-3, 1, -2)	()	-3	-3					C
ABC	n06op18-6_04	58	35	35	69	69	1.0	1/4	1/4	2/4	4	1	bII6	Bb	vii		bII6		bII		6					M	False	True	(-1, -4, -5)	()	-5	-1					D
ABC	n06op18-6_04	59	36	36	70	70	1.0	0	0	2/4	4	1	viio7(6)/V	Bb	vii		viio7(6)/V		vii	o	7	6	V			o7	False	True	(6, 3, 2, -3)	()	6	6					D#
ABC	n06op18-6_04	60	36	36	71	71	1.0	1/4	1/4	2/4	4	1	viio7/V	Bb	vii		viio7/V		vii	o	7		V			o7	False	True	(6, 3, 0, -3)	()	6	6					D#
ABC	n06op18-6_04	61	37	37	72	72	2.0	0	0	2/4	4	1	V(64)	Bb	vii		V(64)		V			64				M	False	True	(1, 0, -3)	()	1	1	i64				E
ABC	n06op18-6_04	62	38	38	74	74	2.0	0	0	2/4	4	1	Ger6	Bb	vii		Ger6	Ger	vii	o	65	b3	V			Ger	False	True	(-4, 0, -3, 6)	()	6	-4					F
ABC	n06op18-6_04	63	39	39	76	76	2.0	0	0	2/4	4	1	ii.vii7/V	Bb	ii		vii7/V		vii		7		V			mm7	False	True	(6, 3, 7, 4)	()	6	6					F#
ABC	n06op18-6_04	64	40	40	78	78	1.0	0	0	2/4	4	1	i64(2)	Bb	ii		i64(2)		i		64	2				m	False	True	(1, 2, -3)	()	0	1					G
ABC	n06op18-6_04	65	40	40	79	79	1.0	1/4	1/4	2/4	4	1	i64	Bb	ii		i64		i		64					m	False	True	(1, 0, -3)	()	0	1					G
ABC	n06op18-6_04	378	242	241	388	388	1.5	0	0	3/8	4	1	I6	Bb	I		I6		I		6					M	False	False	(4, 1, 0)	()	0	4					D
ABC	n06op18-6_04	379	243	242	779/2	779/2	1.0	0	0	3/8	4	1	ii6	Bb	I		ii6		ii		6					m	False	False	(-1, 3, 2)	()	2	-1					Eb
ABC	n06op18-6_04	380	243	242	781/2	781/2	0.5	1/4	1/4	3/8	4	1	V65/V	Bb	I		V65/V		V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6					E
ABC	n06op18-6_04	381	244	243	391	391	1.0	0	0	3/8	4	1	V	Bb	I		V		V							M	False	False	(1, 5, 2)	()	1	1					F
ABC	n06op18-6_04	382	244	243	392	392	0.5	1/4	1/4	3/8	4	1	#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi			o7	False	False	(8, 5, 2, -1)	()	8	8					F#
ABC	n06op18-6_04	383	245	244	785/2	785/2	1.0	0	0	3/8	4	1	vi	Bb	I		vi		vi							m	False	False	(3, 0, 4)	()	3	3					G
ABC	n06op18-6_04	399	253	252	809/2	809/2	2.0	0	0	3/8	4	1	IV	Bb	I		IV		IV							M	False	False	(-1, 3, 0)	()	-1	-1					Eb
ABC	n06op18-6_04	400	254	253	813/2	813/2	0.5	1/8	1/8	3/8	4	1	ii6	Bb	I		ii6		ii		6					m	False	False	(-1, 3, 2)	()	2	-1					Eb
ABC	n06op18-6_04	401	254	253	407	407	0.5	1/4	1/4	3/8	4	1	V65/V	Bb	I		V65/V		V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6					E
ABC	n06op18-6_04	402	255	254	815/2	815/2	1.0	0	0	3/8	4	1	V	Bb	I		V		V							M	False	False	(1, 5, 2)	()	1	1					F
ABC	n06op18-6_04	403	255	254	817/2	817/2	0.5	1/4	1/4	3/8	4	1	#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi			o7	False	False	(8, 5, 2, -1)	()	8	8					F#
ABC	n06op18-6_04	404	256	255	409	409	0.5	0	0	3/8	4	1	vi	Bb	I		vi		vi							m	False	False	(3, 0, 4)	()	3	3					G
ABC	n06op18-6_04	405	256	255	819/2	819/2	0.5	1/8	1/8	3/8	4	1	V2/IV	Bb	I		V2/IV		V		2		IV			Mm7	False	False	(-2, 0, 4, 1)	()	0	-2					Ab
ABC	n07op59-1_02	317	236	236	1411/4	1411/4	0.25	1/16	1/16	3/8	4	1	I6	Bb	I		I6		I		6					M	False	False	(4, 1, 0)	()	0	4					D
ABC	n07op59-1_02	318	236	236	353	353	0.25	1/8	1/8	3/8	4	1	ii6	Bb	I		ii6		ii		6					m	False	False	(-1, 3, 2)	()	2	-1					Eb
ABC	n07op59-1_02	319	236	236	1413/4	1413/4	0.25	3/16	3/16	3/8	4	1	V65/V	Bb	I		V65/V		V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6					E
ABC	n07op59-1_02	320	236	236	707/2	707/2	0.5	1/4	1/4	3/8	4	1	V7	Bb	I		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					F
ABC	n07op59-1_02	321	237	237	354	354	3.0	0	0	3/8	4	1	#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi			o7	False	False	(8, 5, 2, -1)	()	8	8					F#
ABC	n07op59-1_02	543	412	412	617	617	0.5	1/8	1/8	3/8	4	1	V65/ii	Bb	I		V65/ii		V		65		ii			Mm7	False	False	(7, 4, 1, 3)	()	3	7					B
ABC	n07op59-1_02	544	412	412	1235/2	1235/2	0.5	1/4	1/4	3/8	4	1	ii	Bb	I		ii		ii							m	False	False	(2, -1, 3)	()	2	2					C
ABC	n07op59-1_02	545	413	413	618	618	0.5	0	0	3/8	4	1	V65/iii	Bb	I		V65/iii		V		65		iii			Mm7	False	False	(9, 6, 3, 5)	()	5	9					C#
ABC	n07op59-1_02	546	413	413	1237/2	1237/2	0.5	1/8	1/8	3/8	4	1	iii	Bb	I		iii		iii							m	False	False	(4, 1, 5)	()	4	4					D
ABC	n07op59-1_02	547	413	413	619	619	0.5	1/4	1/4	3/8	4	1	V65/IV	Bb	I		V65/IV		V		65		IV			Mm7	False	False	(4, 1, -2, 0)	()	0	4					D
ABC	n07op59-1_02	548	414	414	1239/2	1239/2	0.5	0	0	3/8	4	1	IV	Bb	I		IV		IV							M	False	False	(-1, 3, 0)	()	-1	-1					Eb
ABC	n07op59-1_02	549	414	414	620	620	0.5	1/8	1/8	3/8	4	1	V65/V	Bb	I		V65/V		V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6					E
ABC	n07op59-1_02	550	414	414	1241/2	1241/2	0.5	1/4	1/4	3/8	4	1	V	Bb	I		V		V							M	False	False	(1, 5, 2)	()	1	1					F
ABC	n07op59-1_02	551	415	415	621	621	0.5	0	0	3/8	4	1	V65/vi	Bb	I		V65/vi		V		65		vi			Mm7	False	False	(8, 5, 2, 4)	()	4	8					F#
ABC	n07op59-1_02	552	415	415	1243/2	1243/2	0.5	1/8	1/8	3/8	4	1	vi	Bb	I		vi		vi							m	False	False	(3, 0, 4)	()	3	3					G
ABC	n07op59-1_02	553	415	415	622	622	0.5	1/4	1/4	3/8	4	1	IV6	Bb	I		IV6		IV		6					M	False	False	(3, 0, -1)	()	-1	3					G
ABC	n07op59-1_03	103	34	33	67	67	0.5	1/4	1/4	2/4	4	1	#viio7	f	v		#viio7		#vii	o	7					o7	True	True	(5, 2, -1, -4)	()	5	5					B
ABC	n07op59-1_03	104	34	33	135/2	135/2	0.5	3/8	3/8	2/4	4	1	i	f	v		i		i							m	True	True	(0, -3, 1)	()	0	0					C
ABC	n07op59-1_03	105	35	34	68	68	0.125	0	0	2/4	4	1	i	f	v		i		i							m	True	True	(0, -3, 1)	()	0	0					C
ABC	n07op59-1_03	106	35	34	545/8	545/8	0.25	1/32	1/32	2/4	4	1	ii%43/iv	f	v		ii%43/iv		ii	%	43		iv			%7	True	True	(-5, -1, 1, -2)	()	1	-5					Db
ABC	n07op59-1_03	107	35	34	547/8	547/8	0.25	3/32	3/32	2/4	4	1	#viio65	f	v		#viio65		#vii	o	65					o7	True	True	(2, -1, -4, 5)	()	5	2					D
ABC	n07op59-1_03	108	35	34	549/8	549/8	0.25	5/32	5/32	2/4	4	1	i6	f	v		i6		i		6					m	True	True	(-3, 1, 0)	()	0	-3					Eb
ABC	n07op59-1_03	110	35	34	139/2	139/2	0.5	3/8	3/8	2/4	4	1	V65/iv	f	v		V65/iv		V		65		iv			Mm7	True	True	(4, 1, -2, 0)	()	0	4					E
ABC	n07op59-1_03	174	62	61	123	123	0.25	1/4	1/4	2/4	4	1	V(4)/III	f	v		V(4)/III		V			4	III			M	True	True	(-2, -3, -1)	()	-2	-2					Bb
ABC	n07op59-1_03	175	62	61	493/4	493/4	0.5	5/16	5/16	2/4	4	1	V7/III	f	v		V7/III		V		7		III			Mm7	True	True	(-2, 2, -1, -4)	()	-2	-2					Bb
ABC	n07op59-1_03	176	62	61	495/4	495/4	0.25	7/16	7/16	2/4	4	1	V6	f	v		V6		V		6					M	True	True	(5, 2, 1)	()	1	5					B
ABC	n07op59-1_03	177	63	62	124	124	0.25	0	0	2/4	4	1	i(4)	f	v		i(4)		i			4				m	True	True	(0, -1, 1)	()	0	0					C
