corpus	piece	i	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	alt_label	volta	pedalend	placement	bass_name
beethoven_piano_sonatas	02-1	430	299	293	1171/2	593	2.0	1/4	1/4	2/4	2	1	ii%7	A	I		ii%7		ii	%	7					%7	False	False	(2, -1, -4, 0)	()	2	2					B
beethoven_piano_sonatas	02-1	431	300	294	1175/2	595	16.5	1/4	1/4	2/4	2	1	viio65|HC}	A	I		viio65		vii	o	65			HC	}	o7	False	False	(2, -1, -4, 5)	()	5	2					B
beethoven_piano_sonatas	03-1	201	98	97	384	388	8.0	0	0	4/4	1	1	V7/VII	C	iv		V7/VII		V		7		VII			Mm7	False	True	(-1, 3, 0, -3)	()	-1	-1					Bb
beethoven_piano_sonatas	03-1	202	100	99	392	396	8.0	0	0	4/4	1	1	viio7/V	C	iv		viio7/V		vii	o	7		V			o7	False	True	(6, 3, 0, -3)	()	6	6					B
beethoven_piano_sonatas	03-1	203	102	101	400	404	8.0	0	0	4/4	1	1	V(64)	C	iv		V(64)		V			64				M	False	True	(1, 0, -3)	()	1	1					C
beethoven_piano_sonatas	03-1	204	104	103	408	412	8.0	0	0	4/4	1	1	V/V.V7/iii	C	V/V		V7/iii		V		7		iii			Mm7	False	False	(5, 9, 6, 3)	()	5	5					C#
beethoven_piano_sonatas	03-1	205	106	105	416	420	8.0	0	0	4/4	1	1	iii64	C	V/V		iii64		iii		64					m	False	False	(5, 4, 1)	()	4	5					C#
beethoven_piano_sonatas	03-1	206	108	107	424	428	1.0	0	0	4/4	1	1	V65	C	V/V		V65		V		65					Mm7	False	False	(5, 2, -1, 1)	()	1	5					C#
beethoven_piano_sonatas	03-1	207	108	107	425	429	1.0	1/4	1/4	4/4	1	1	V65(#6#4)	C	V/V		V65(#6#4)		V		65	#6#4				Mm7	False	False	(5, 7, 11, 1)	()	1	5					C#
beethoven_piano_sonatas	03-1	208	108	107	426	430	1.0	1/2	1/2	4/4	1	1	V65	C	V/V		V65		V		65					Mm7	False	False	(5, 2, -1, 1)	()	1	5					C#
beethoven_piano_sonatas	03-1	209	108	107	427	431	1.0	3/4	3/4	4/4	1	1	V65(#6#4)	C	V/V		V65(#6#4)		V		65	#6#4				Mm7	False	False	(5, 7, 11, 1)	()	1	5					C#
beethoven_piano_sonatas	03-1	210	109	108	428	432	1.0	0	0	4/4	1	1	V65	C	V/V		V65		V		65					Mm7	False	False	(5, 2, -1, 1)	()	1	5					C#
beethoven_piano_sonatas	03-1	211	109	108	429	433	1.0	1/4	1/4	4/4	1	1	V65(#6#4)	C	V/V		V65(#6#4)		V		65	#6#4				Mm7	False	False	(5, 7, 11, 1)	()	1	5					C#
beethoven_piano_sonatas	03-1	212	109	108	430	434	2.0	1/2	1/2	4/4	1	1	V65	C	V/V		V65		V		65					Mm7	False	False	(5, 2, -1, 1)	()	1	5					C#
beethoven_piano_sonatas	03-1	213	110	109	432	436	4.0	0	0	4/4	1	1	I|PAC}{	C	V/V		I		I					PAC	}{	M	False	False	(0, 4, 1)	()	0	0					D
beethoven_piano_sonatas	03-1	303	151	150	598	602	3.0	1/2	1/2	4/4	1	1	I/IV}	C	I		I/IV		I				IV		}	M	False	False	(-1, 3, 0)	()	-1	-1					F
beethoven_piano_sonatas	03-1	305	152	151	601	605	1.0	1/4	1/4	4/4	1	1	V6/V	C	I		V6/V		V		6		V			M	False	False	(6, 3, 2)	()	2	6					F#
beethoven_piano_sonatas	03-1	306	152	151	602	606	1.0	1/2	1/2	4/4	1	1	V	C	I		V		V							M	False	False	(1, 5, 2)	()	1	1					G
beethoven_piano_sonatas	03-1	307	152	151	603	607	1.0	3/4	3/4	4/4	1	1	#viio/vi	C	I		#viio/vi		#vii	o			vi			o	False	False	(8, 5, 2)	()	8	8					G#
beethoven_piano_sonatas	03-1	308	153	152	604	608	1.0	0	0	4/4	1	1	V/ii	C	I		V/ii		V				ii			M	False	False	(3, 7, 4)	()	3	3					A
beethoven_piano_sonatas	05-1	273	255	255	762	762	3.0	0	0	3/4	2	1	i6{	c	i		i6		i		6				{	m	True	True	(-3, 1, 0)	()	0	-3					Eb
beethoven_piano_sonatas	05-1	274	256	256	765	765	3.0	0	0	3/4	2	1	V6/iv	c	i		V6/iv		V		6		iv			M	True	True	(4, 1, 0)	()	0	4					E
beethoven_piano_sonatas	05-1	275	257	257	768	768	3.0	0	0	3/4	2	1	iv	c	i		iv		iv							m	True	True	(-1, -4, 0)	()	-1	-1					F
beethoven_piano_sonatas	05-1	276	258	258	771	771	3.0	0	0	3/4	2	1	viio/V	c	i		viio/V		vii	o			V			o	True	True	(6, 3, 0)	()	6	6					F#
beethoven_piano_sonatas	05-1	277	259	259	774	774	3.0	0	0	3/4	2	1	V(64)	c	i		V(64)		V			64				M	True	True	(1, 0, -3)	()	1	1					G
beethoven_piano_sonatas	05-1	278	260	260	777	777	2.0	0	0	3/4	2	1	VI	c	i		VI		VI							M	True	True	(-4, 0, -3)	()	-4	-4					Ab
beethoven_piano_sonatas	05-1	281	261	261	782	782	1.0	1/2	1/2	3/4	2	1	V6/iv	c	i		V6/iv		V		6		iv			M	True	True	(4, 1, 0)	()	0	4					E
beethoven_piano_sonatas	05-1	282	262	262	783	783	2.0	0	0	3/4	2	1	iv	c	i		iv		iv							m	True	True	(-1, -4, 0)	()	-1	-1					F
beethoven_piano_sonatas	05-1	283	262	262	785	785	1.0	1/2	1/2	3/4	2	1	viio/V	c	i		viio/V		vii	o			V			o	True	True	(6, 3, 0)	()	6	6					F#
beethoven_piano_sonatas	05-1	284	263	263	786	786	3.0	0	0	3/4	2	1	V(64)	c	i		V(64)		V			64				M	True	True	(1, 0, -3)	()	1	1					G
beethoven_piano_sonatas	05-1	285	264	264	789	789	3.0	0	0	3/4	2	1	Ger6	c	i		Ger6	Ger	vii	o	65	b3	V			Ger	True	True	(-4, 0, -3, 6)	()	6	-4					Ab
beethoven_piano_sonatas	07-2	84	34	34	99	99	2.5	0	0	6/8	2	1	I/III	d	i		I/III		I				III			M	True	True	(-3, 1, -2)	()	-3	-3					F
beethoven_piano_sonatas	07-2	85	34	34	203/2	203/2	0.5	5/8	5/8	6/8	2	2	V/VI	d	i		V/VI		V				VI			M	True	True	(-3, 1, -2)	()	-3	-3					F
beethoven_piano_sonatas	07-2	86	35	35	102	102	0.5	0	0	6/8	2	1	#viio7/iv	d	i		#viio7/iv		#vii	o	7		iv			o7	True	True	(4, 1, -2, -5)	()	4	4					F#
beethoven_piano_sonatas	07-2	87	35	35	205/2	205/2	1.0	1/8	1/8	6/8	2	1	V65/iv	d	i		V65/iv		V		65		iv			Mm7	True	True	(4, 1, -2, 0)	()	0	4					F#
beethoven_piano_sonatas	07-2	88	35	35	207/2	207/2	0.5	3/8	3/8	6/8	2	1	#viio7/iv	d	i		#viio7/iv		#vii	o	7		iv			o7	True	True	(4, 1, -2, -5)	()	4	4					F#
beethoven_piano_sonatas	07-2	89	35	35	104	104	1.0	1/2	1/2	6/8	2	1	V65/iv	d	i		V65/iv		V		65		iv			Mm7	True	True	(4, 1, -2, 0)	()	0	4					F#
beethoven_piano_sonatas	07-2	90	36	36	105	105	3.0	0	0	6/8	2	1	iv	d	i		iv		iv							m	True	True	(-1, -4, 0)	()	-1	-1					G
beethoven_piano_sonatas	07-2	91	37	37	108	108	0.5	0	0	6/8	2	1	viio7/V	d	i		viio7/V		vii	o	7		V			o7	True	True	(6, 3, 0, -3)	()	6	6					G#
beethoven_piano_sonatas	07-2	92	37	37	217/2	217/2	1.0	1/8	1/8	6/8	2	1	V65/V	d	i		V65/V		V		65		V			Mm7	True	True	(6, 3, 0, 2)	()	2	6					G#
beethoven_piano_sonatas	07-2	93	37	37	219/2	219/2	0.5	3/8	3/8	6/8	2	1	viio7/V	d	i		viio7/V		vii	o	7		V			o7	True	True	(6, 3, 0, -3)	()	6	6					G#
beethoven_piano_sonatas	07-2	94	37	37	110	110	1.0	1/2	1/2	6/8	2	1	V65/V	d	i		V65/V		V		65		V			Mm7	True	True	(6, 3, 0, 2)	()	2	6					G#
beethoven_piano_sonatas	07-2	95	38	38	111	111	3.0	0	0	6/8	2	1	V	d	i		V		V							M	True	True	(1, 5, 2)	()	1	1					A
beethoven_piano_sonatas	07-2	96	39	39	114	114	3.0	0	0	6/8	2	1	V(64)	d	i		V(64)		V			64				M	True	True	(1, 0, -3)	()	1	1					A
beethoven_piano_sonatas	07-2	97	40	40	117	117	12.0	0	0	6/8	2	1	V7|HC}	d	i		V7		V		7			HC	}	Mm7	True	True	(1, 5, 2, -1)	()	1	1					A
beethoven_piano_sonatas	07-2	166	68	68	201	201	1.5	0	0	6/8	2	1	#viio65/iv	d	i		#viio65/iv		#vii	o	65		iv			o7	True	True	(1, -2, -5, 4)	()	4	1					A
beethoven_piano_sonatas	07-2	167	68	68	405/2	405/2	1.5	3/8	3/8	6/8	2	1	bII64	d	i		bII64		bII		64					M	True	True	(-4, -5, -1)	()	-5	-4					Bb
beethoven_piano_sonatas	07-2	168	69	69	204	204	1.5	0	0	6/8	2	1	viio7/VII	d	i		viio7/VII		vii	o	7		VII			o7	True	True	(3, 0, -3, -6)	()	3	3					B
beethoven_piano_sonatas	07-2	169	69	69	411/2	411/2	1.0	3/8	3/8	6/8	2	1	III64	d	i		III64		III		64					M	True	True	(-2, -3, 1)	()	-3	-2					C
beethoven_piano_sonatas	07-2	170	69	69	413/2	413/2	0.5	5/8	5/8	6/8	2	1	#viio7	d	i		#viio7		#vii	o	7					o7	True	True	(5, 2, -1, -4)	()	5	5					C#
beethoven_piano_sonatas	07-2	171	70	70	207	207	1.0	0	0	6/8	2	1	viio65/VII	d	i		viio65/VII		vii	o	65		VII			o7	True	True	(0, -3, -6, 3)	()	3	0					D
beethoven_piano_sonatas	07-2	172	70	70	208	208	0.5	1/4	1/4	6/8	2	1	#viio2/iv	d	i		#viio2/iv		#vii	o	2		iv			o7	True	True	(-5, 4, 1, -2)	()	4	-5					Eb
beethoven_piano_sonatas	07-2	173	70	70	417/2	417/2	1.0	3/8	3/8	6/8	2	1	#viio65	d	i		#viio65		#vii	o	65					o7	True	True	(2, -1, -4, 5)	()	5	2					E
beethoven_piano_sonatas	07-2	174	70	70	419/2	419/2	0.5	5/8	5/8	6/8	2	1	i6	d	i		i6		i		6					m	True	True	(-3, 1, 0)	()	0	-3					F
beethoven_piano_sonatas	07-4	175	78	76	601/2	601/2	4.0	0	0	4/4	2	1	#viio43/vi	D	I		#viio43/vi		#vii	o	43		vi			o7	False	False	(2, -1, 8, 5)	()	8	2					E
beethoven_piano_sonatas	07-4	176	79	77	609/2	609/2	4.0	0	0	4/4	2	1	viio7/bIII	D	I		viio7/bIII		vii	o	7		bIII			o7	False	False	(2, -1, -4, -7)	()	2	2					E
beethoven_piano_sonatas	07-4	177	80	78	617/2	617/2	2.0	0	0	4/4	2	1	bVI64	D	I		bVI64		bVI		64					M	False	False	(-3, -4, 0)	()	-4	-3					F
beethoven_piano_sonatas	07-4	178	80	78	621/2	621/2	2.0	1/2	1/2	4/4	2	1	bii6	D	I		bii6		bii		6					m	False	False	(-8, -4, -5)	()	-5	-8					Gb
beethoven_piano_sonatas	07-4	179	81	79	625/2	625/2	2.0	0	0	4/4	2	1	viio43	D	I		viio43		vii	o	43					o7	False	False	(-1, -4, 5, 2)	()	5	-1					G
beethoven_piano_sonatas	07-4	180	81	79	629/2	629/2	2.0	1/2	1/2	4/4	2	1	viio7/V	D	I		viio7/V		vii	o	7		V			o7	False	False	(6, 3, 0, -3)	()	6	6					G#
beethoven_piano_sonatas	07-4	181	82	80	633/2	633/2	1.0	0	0	4/4	2	1	V	D	I		V		V							M	False	False	(1, 5, 2)	()	1	1					A
beethoven_piano_sonatas	07-4	231	98	96	761/2	761/2	1.0	0	0	4/4	2	1	I	D	I	V	I		I							M	False	False	(0, 4, 1)	()	0	0					D
beethoven_piano_sonatas	07-4	232	98	96	763/2	763/2	1.0	1/4	1/4	4/4	2	1	V65/ii	D	I	V	V65/ii		V		65		ii			Mm7	False	False	(7, 4, 1, 3)	()	3	7					D#
beethoven_piano_sonatas	07-4	233	98	96	765/2	765/2	1.0	1/2	1/2	4/4	2	1	ii	D	I	V	ii		ii							m	False	False	(2, -1, 3)	()	2	2					E
beethoven_piano_sonatas	07-4	234	98	96	767/2	767/2	1.0	3/4	3/4	4/4	2	1	V65/iii	D	I	V	V65/iii		V		65		iii			Mm7	False	False	(9, 6, 3, 5)	()	5	9					E#
beethoven_piano_sonatas	07-4	235	99	97	769/2	769/2	1.0	0	0	4/4	2	1	iii	D	I	V	iii		iii							m	False	False	(4, 1, 5)	()	4	4					F#
beethoven_piano_sonatas	07-4	236	99	97	771/2	771/2	1.0	1/4	1/4	4/4	2	1	V65/IV	D	I	V	V65/IV		V		65		IV			Mm7	False	False	(4, 1, -2, 0)	()	0	4					F#
beethoven_piano_sonatas	07-4	237	99	97	773/2	773/2	1.0	1/2	1/2	4/4	2	1	IV	D	I	V	IV		IV							M	False	False	(-1, 3, 0)	()	-1	-1					G
beethoven_piano_sonatas	07-4	238	99	97	775/2	775/2	1.0	3/4	3/4	4/4	2	1	V65/V	D	I	V	V65/V		V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6					G#
beethoven_piano_sonatas	07-4	239	100	98	777/2	777/2	4.0	0	0	4/4	2	1	V7(4)|HC	D	I	V	V7(4)		V		7	4		HC		Mm7	False	False	(1, 0, 2, -1)	()	1	1					A
beethoven_piano_sonatas	07-4	240	101	99	785/2	785/2	3.5	0	0	4/4	2	1	V7]}	D	I	V	V7		V		7				}	Mm7	False	False	(1, 5, 2, -1)	()	1	1					A
beethoven_piano_sonatas	09-1	219	102	100	401	405	1.0	1/4	1/4	4/4	2	1	I6	E	I		I6		I		6					M	False	False	(4, 1, 0)	()	0	4					G#
beethoven_piano_sonatas	09-1	220	102	100	402	406	1.0	1/2	1/2	4/4	2	1	ii6	E	I		ii6		ii		6					m	False	False	(-1, 3, 2)	()	2	-1					A
beethoven_piano_sonatas	09-1	221	102	100	403	407	1.0	3/4	3/4	4/4	2	1	V6/V	E	I		V6/V		V		6		V			M	False	False	(6, 3, 2)	()	2	6					A#
beethoven_piano_sonatas	09-1	222	103	101	404	408	2.0	0	0	4/4	2	1	V(64)	E	I		V(64)		V			64				M	False	False	(1, 0, 4)	()	1	1					B
beethoven_piano_sonatas	09-1	223	103	101	406	410	1.0	1/2	1/2	4/4	2	1	V(4)	E	I		V(4)		V			4				M	False	False	(1, 0, 2)	()	1	1					B
beethoven_piano_sonatas	09-1	224	103	101	407	411	1.0	3/4	3/4	4/4	2	1	V	E	I		V		V							M	False	False	(1, 5, 2)	()	1	1					B
beethoven_piano_sonatas	09-1	225	104	102	408	412	4.0	0	0	4/4	2	1	bVI[bVI|DC}{	E	I	bVI	bVI		bVI					DC	}{	M	False	False	(-4, 0, -3)	()	-4	-4					C
beethoven_piano_sonatas	10-1	105	53	52	209/2	209/2	0.5	3/8	3/8	2/4	2	1	I6	G	V		I6		I		6					M	False	False	(4, 1, 0)	()	0	4					F#
beethoven_piano_sonatas	10-1	106	54	53	105	105	0.5	0	0	2/4	2	1	IVM7	G	V		IVM7		IV	M	7					MM7	False	False	(-1, 3, 0, 4)	()	-1	-1					G
beethoven_piano_sonatas	10-1	107	54	53	211/2	211/2	0.5	1/8	1/8	2/4	2	1	V65/V	G	V		V65/V		V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6					G#
beethoven_piano_sonatas	10-1	108	54	53	106	106	0.5	1/4	1/4	2/4	2	1	V(4)	G	V		V(4)		V			4				M	False	False	(1, 0, 2)	()	1	1					A
beethoven_piano_sonatas	10-1	109	54	53	213/2	213/2	0.5	3/8	3/8	2/4	2	1	V7	G	V		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					A
beethoven_piano_sonatas	10-1	110	55	54	107	107	0.5	0	0	2/4	2	1	I64	G	V		I64		I		64					M	False	False	(1, 0, 4)	()	0	1					A
beethoven_piano_sonatas	10-1	111	55	54	215/2	215/2	0.5	1/8	1/8	2/4	2	1	V6(6)/vi	G	V		V6(6)/vi		V		6	6	vi			M	False	False	(8, 0, 4)	()	4	8	I+64				A#
beethoven_piano_sonatas	10-1	112	55	54	108	108	0.5	1/4	1/4	2/4	2	1	vi	G	V		vi		vi							m	False	False	(3, 0, 4)	()	3	3					B
beethoven_piano_sonatas	10-1	113	55	54	217/2	217/2	0.5	3/8	3/8	2/4	2	1	I6	G	V		I6		I		6					M	False	False	(4, 1, 0)	()	0	4					F#
beethoven_piano_sonatas	10-1	114	56	55	109	109	0.5	0	0	2/4	2	1	IVM7	G	V		IVM7		IV	M	7					MM7	False	False	(-1, 3, 0, 4)	()	-1	-1					G
beethoven_piano_sonatas	10-1	115	56	55	219/2	219/2	0.5	1/8	1/8	2/4	2	1	V65/V	G	V		V65/V		V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6					G#
beethoven_piano_sonatas	10-1	116	56	55	110	110	0.5	1/4	1/4	2/4	2	1	V(4)	G	V		V(4)		V			4				M	False	False	(1, 0, 2)	()	1	1					A
beethoven_piano_sonatas	10-1	117	56	55	221/2	221/2	0.5	3/8	3/8	2/4	2	1	V7	G	V		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					A
beethoven_piano_sonatas	10-1	118	57	56	111	111	0.5	0	0	2/4	2	1	I64	G	V		I64		I		64					M	False	False	(1, 0, 4)	()	0	1					A
beethoven_piano_sonatas	10-1	119	57	56	223/2	223/2	0.5	1/8	1/8	2/4	2	1	V6(6)/vi	G	V		V6(6)/vi		V		6	6	vi			M	False	False	(8, 0, 4)	()	4	8	I+64				A#
beethoven_piano_sonatas	10-1	120	57	56	112	112	0.5	1/4	1/4	2/4	2	1	vi	G	V		vi		vi							m	False	False	(3, 0, 4)	()	3	3					B
beethoven_piano_sonatas	10-1	121	57	56	225/2	225/2	0.5	3/8	3/8	2/4	2	1	V2/IV	G	V		V2/IV		V		2		IV			Mm7	False	False	(-2, 0, 4, 1)	()	0	-2					C
beethoven_piano_sonatas	10-1	315	181	179	717/2	717/2	0.5	3/8	3/8	2/4	2	1	I6	G	I		I6		I		6					M	False	False	(4, 1, 0)	()	0	4					B
beethoven_piano_sonatas	10-1	316	182	180	359	359	0.5	0	0	2/4	2	1	IVM7	G	I		IVM7		IV	M	7					MM7	False	False	(-1, 3, 0, 4)	()	-1	-1					C
beethoven_piano_sonatas	10-1	317	182	180	719/2	719/2	0.5	1/8	1/8	2/4	2	1	V65/V	G	I		V65/V		V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6					C#
beethoven_piano_sonatas	10-1	318	182	180	360	360	0.5	1/4	1/4	2/4	2	1	V(4)	G	I		V(4)		V			4				M	False	False	(1, 0, 2)	()	1	1					D
beethoven_piano_sonatas	10-1	319	182	180	721/2	721/2	0.5	3/8	3/8	2/4	2	1	V7	G	I		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					D
beethoven_piano_sonatas	10-1	320	183	181	361	361	0.5	0	0	2/4	2	1	I64	G	I		I64		I		64					M	False	False	(1, 0, 4)	()	0	1					D
beethoven_piano_sonatas	10-1	321	183	181	723/2	723/2	0.5	1/8	1/8	2/4	2	1	V6(6)/vi	G	I		V6(6)/vi		V		6	6	vi			M	False	False	(8, 0, 4)	()	4	8	I+64				D#
beethoven_piano_sonatas	10-1	322	183	181	362	362	0.5	1/4	1/4	2/4	2	1	vi	G	I		vi		vi							m	False	False	(3, 0, 4)	()	3	3					E
beethoven_piano_sonatas	10-1	323	183	181	725/2	725/2	0.5	3/8	3/8	2/4	2	1	I6	G	I		I6		I		6					M	False	False	(4, 1, 0)	()	0	4					B
beethoven_piano_sonatas	10-1	324	184	182	363	363	0.5	0	0	2/4	2	1	IVM7	G	I		IVM7		IV	M	7					MM7	False	False	(-1, 3, 0, 4)	()	-1	-1					C
beethoven_piano_sonatas	10-1	325	184	182	727/2	727/2	0.5	1/8	1/8	2/4	2	1	V65/V	G	I		V65/V		V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6					C#
beethoven_piano_sonatas	10-1	326	184	182	364	364	0.5	1/4	1/4	2/4	2	1	V(4)	G	I		V(4)		V			4				M	False	False	(1, 0, 2)	()	1	1					D
beethoven_piano_sonatas	10-1	327	184	182	729/2	729/2	0.5	3/8	3/8	2/4	2	1	V7	G	I		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					D
beethoven_piano_sonatas	10-1	328	185	183	365	365	0.5	0	0	2/4	2	1	I64	G	I		I64		I		64					M	False	False	(1, 0, 4)	()	0	1					D
beethoven_piano_sonatas	10-1	329	185	183	731/2	731/2	0.5	1/8	1/8	2/4	2	1	V6(6)/vi	G	I		V6(6)/vi		V		6	6	vi			M	False	False	(8, 0, 4)	()	4	8	I+64				D#
beethoven_piano_sonatas	10-1	330	185	183	366	366	0.5	1/4	1/4	2/4	2	1	vi	G	I		vi		vi							m	False	False	(3, 0, 4)	()	3	3					E
beethoven_piano_sonatas	10-1	331	185	183	733/2	733/2	0.5	3/8	3/8	2/4	2	1	V2/IV	G	I		V2/IV		V		2		IV			Mm7	False	False	(-2, 0, 4, 1)	()	0	-2					F
beethoven_piano_sonatas	10-3	238	205	204	611/2	611/2	0.5	1/8	1/8	3/8	2	1	V65	G	I		V65		V		65					Mm7	False	False	(5, 2, -1, 1)	()	1	5					F#
beethoven_piano_sonatas	10-3	239	205	204	306	306	0.5	1/4	1/4	3/8	2	1	I	G	I		I		I							M	False	False	(0, 4, 1)	()	0	0					G
beethoven_piano_sonatas	10-3	240	206	205	613/2	613/2	0.5	0	0	3/8	2	1	V65/ii	G	I		V65/ii		V		65		ii			Mm7	False	False	(7, 4, 1, 3)	()	3	7					G#
beethoven_piano_sonatas	10-3	241	206	205	307	307	0.5	1/8	1/8	3/8	2	1	ii	G	I		ii		ii							m	False	False	(2, -1, 3)	()	2	2					A
beethoven_piano_sonatas	10-3	242	206	205	615/2	615/2	0.5	1/4	1/4	3/8	2	1	V65/iii	G	I		V65/iii		V		65		iii			Mm7	False	False	(9, 6, 3, 5)	()	5	9					A#
beethoven_piano_sonatas	10-3	243	207	206	308	308	0.5	0	0	3/8	2	1	iii	G	I		iii		iii							m	False	False	(4, 1, 5)	()	4	4					B
beethoven_piano_sonatas	10-3	244	207	206	617/2	617/2	0.5	1/8	1/8	3/8	2	1	V65/IV	G	I		V65/IV		V		65		IV			Mm7	False	False	(4, 1, -2, 0)	()	0	4					B
beethoven_piano_sonatas	10-3	245	207	206	309	309	0.5	1/4	1/4	3/8	2	1	IV	G	I		IV		IV							M	False	False	(-1, 3, 0)	()	-1	-1					C
beethoven_piano_sonatas	10-3	276	229	228	683/2	683/2	0.5	1/8	1/8	3/8	2	1	V65	G	I		V65		V		65					Mm7	False	False	(5, 2, -1, 1)	()	1	5					F#
beethoven_piano_sonatas	10-3	277	229	228	342	342	0.5	1/4	1/4	3/8	2	1	I	G	I		I		I							M	False	False	(0, 4, 1)	()	0	0					G
beethoven_piano_sonatas	10-3	278	230	229	685/2	685/2	0.5	0	0	3/8	2	1	V65/ii	G	I		V65/ii		V		65		ii			Mm7	False	False	(7, 4, 1, 3)	()	3	7					G#
beethoven_piano_sonatas	10-3	279	230	229	343	343	0.5	1/8	1/8	3/8	2	1	ii	G	I		ii		ii							m	False	False	(2, -1, 3)	()	2	2					A
beethoven_piano_sonatas	10-3	280	230	229	687/2	687/2	0.5	1/4	1/4	3/8	2	1	V65/iii	G	I		V65/iii		V		65		iii			Mm7	False	False	(9, 6, 3, 5)	()	5	9					A#
beethoven_piano_sonatas	10-3	281	231	230	344	344	0.5	0	0	3/8	2	1	iii	G	I		iii		iii							m	False	False	(4, 1, 5)	()	4	4					B
beethoven_piano_sonatas	10-3	282	231	230	689/2	689/2	0.5	1/8	1/8	3/8	2	1	V65/IV	G	I		V65/IV		V		65		IV			Mm7	False	False	(4, 1, -2, 0)	()	0	4					B
beethoven_piano_sonatas	10-3	283	231	230	345	345	0.5	1/4	1/4	3/8	2	1	IV	G	I		IV		IV							M	False	False	(-1, 3, 0)	()	-1	-1					C
beethoven_piano_sonatas	16-2	92	35	35	153	153	4.5	0	0	9/8	2	1	i{	C	I		i		i						{	m	False	False	(0, -3, 1)	()	0	0					C
beethoven_piano_sonatas	16-2	93	36	36	315/2	315/2	4.5	0	0	9/8	2	1	I6/bVI	C	I		I6/bVI		I		6		bVI			M	False	False	(0, -3, -4)	()	-4	0					C
beethoven_piano_sonatas	16-2	94	37	37	162	162	3.0	0	0	9/8	2	1	IV/bVI	C	I		IV/bVI		IV				bVI			M	False	False	(-5, -1, -4)	()	-5	-5					Db
beethoven_piano_sonatas	16-2	95	37	37	165	165	1.5	3/4	3/4	9/8	2	1	ii6(#7)/bVI	C	I		ii6(#7)/bVI		ii		6	#7	bVI			m	False	False	(-5, -1, 3)	()	-2	-5					Db
beethoven_piano_sonatas	16-2	96	38	38	333/2	333/2	3.0	0	0	9/8	2	1	ii6/bVI	C	I		ii6/bVI		ii		6		bVI			m	False	False	(-5, -1, -2)	()	-2	-5					Db
beethoven_piano_sonatas	16-2	97	38	38	339/2	339/2	1.5	3/4	3/4	9/8	2	1	V65/V/bVI	C	I		V65/V/bVI		V		65		V/bVI			Mm7	False	False	(2, -1, -4, -2)	()	-2	2					D
beethoven_piano_sonatas	16-2	98	39	39	171	171	1.5	0	0	9/8	2	1	V7/bVI	C	I		V7/bVI		V		7		bVI			Mm7	False	False	(-3, 1, -2, -5)	()	-3	-3					Eb
beethoven_piano_sonatas	16-2	99	39	39	345/2	345/2	1.5	3/8	3/8	9/8	2	1	#viio7/vi/bVI	C	I		#viio7/vi/bVI		#vii	o	7		vi/bVI			o7	False	False	(4, 1, -2, -5)	()	4	4					E
beethoven_piano_sonatas	16-2	100	39	39	174	174	1.5	3/4	3/4	9/8	2	1	vi/bVI	C	I		vi/bVI		vi				bVI			m	False	False	(-1, -4, 0)	()	-1	-1					F
beethoven_piano_sonatas	17-1	16	7	7	24	24	7.0	0	0	4/4	2	1	V6/III	d	i		V6/III		V		6		III			M	True	True	(2, -1, -2)	()	-2	2					E
beethoven_piano_sonatas	17-1	17	8	8	31	31	1.0	3/4	3/4	4/4	2	1	V65/III	d	i		V65/III		V		65		III			Mm7	True	True	(2, -1, -4, -2)	()	-2	2					E
beethoven_piano_sonatas	17-1	18	9	9	32	32	1.0	0	0	4/4	2	1	III(4)	d	i		III(4)		III			4				M	True	True	(-3, -4, -2)	()	-3	-3					F
beethoven_piano_sonatas	17-1	19	9	9	33	33	2.0	1/4	1/4	4/4	2	1	III	d	i		III		III							M	True	True	(-3, 1, -2)	()	-3	-3					F
beethoven_piano_sonatas	17-1	20	9	9	35	35	1.0	3/4	3/4	4/4	2	1	V65/iv	d	i		V65/iv		V		65		iv			Mm7	True	True	(4, 1, -2, 0)	()	0	4					F#
beethoven_piano_sonatas	17-1	21	10	10	36	36	1.0	0	0	4/4	2	1	iv(4)	d	i		iv(4)		iv			4				m	True	True	(-1, -2, 0)	()	-1	-1					G
beethoven_piano_sonatas	17-1	22	10	10	37	37	2.0	1/4	1/4	4/4	2	1	iv	d	i		iv		iv							m	True	True	(-1, -4, 0)	()	-1	-1					G
beethoven_piano_sonatas	17-1	23	10	10	39	39	2.0	3/4	3/4	4/4	2	1	bII6	d	i		bII6		bII		6					M	True	True	(-1, -4, -5)	()	-5	-1					G
