corpus	piece	i	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	alt_label	volta	pedalend	placement	bass_name
ABC	n08op59-2_01	149	60	60	355/2	355/2	1.0	1/8	1/8	6/8	4	1	viio7/V	e	III		viio7/V		vii	o	7		V			o7	True	False	(6, 3, 0, -3)	()	6	6					C#
ABC	n08op59-2_01	150	60	60	357/2	357/2	1.0	3/8	3/8	6/8	4	1	I64	e	III		I64		I		64					M	True	False	(1, 0, 4)	()	0	1					D
ABC	n08op59-2_01	151	60	60	359/2	359/2	1.0	5/8	5/8	6/8	4	1	Ger6	e	III		Ger6	Ger	vii	o	65	b3	V			Ger	True	False	(-4, 0, -3, 6)	()	6	-4					Eb
ABC	n08op59-2_01	152	61	61	361/2	361/2	3.0	1/8	1/8	6/8	4	1	viio65/V	e	III		viio65/V		vii	o	65		V			o7	True	False	(3, 0, -3, 6)	()	6	3					E
ABC	n08op59-2_01	240	126	124	361	376	8.0	1/4	1/4	6/8	4	1	bII	e	iv		bII		bII							M	True	True	(-5, -1, -4)	()	-5	-5					Bb
ABC	n08op59-2_01	241	129	127	369	384	3.0	0	0	6/8	4	1	VI.V7/bIII	e	VI		V7/bIII		V		7		bIII			Mm7	True	False	(-2, 2, -1, -4)	()	-2	-2					Bb
ABC	n08op59-2_01	242	130	128	372	387	3.0	0	0	6/8	4	1	V65	e	VI		V65		V		65					Mm7	True	False	(5, 2, -1, 1)	()	1	5					B
ABC	n08op59-2_01	243	131	129	375	390	2.5	0	0	6/8	4	1	I	e	VI		I		I							M	True	False	(0, 4, 1)	()	0	0					C
ABC	n08op59-2_01	244	131	129	755/2	785/2	0.5	5/8	5/8	6/8	4	1	V7/IV	e	VI		V7/IV		V		7		IV			Mm7	True	False	(0, 4, 1, -2)	()	0	0					C
ABC	n08op59-2_01	245	132	130	378	393	3.0	0	0	6/8	4	1	V65/ii	e	VI		V65/ii		V		65		ii			Mm7	True	False	(7, 4, 1, 3)	()	3	7					C#
ABC	n08op59-2_01	246	133	131	381	396	2.5	0	0	6/8	4	1	ii	e	VI		ii		ii							m	True	False	(2, -1, 3)	()	2	2					D
ABC	n08op59-2_01	247	133	131	767/2	797/2	0.5	5/8	5/8	6/8	4	1	ii7	e	VI		ii7		ii		7					mm7	True	False	(2, -1, 3, 0)	()	2	2					D
ABC	n08op59-2_01	248	134	132	384	399	3.0	0	0	6/8	4	1	i.V65	e	i		V65		V		65					Mm7	True	True	(5, 2, -1, 1)	()	1	5					D#
ABC	n08op59-2_01	249	135	133	387	402	2.5	0	0	6/8	4	1	i	e	i		i		i							m	True	True	(0, -3, 1)	()	0	0					E
ABC	n08op59-2_01	376	201	199	1171/2	1201/2	1.0	1/8	1/8	6/8	4	1	I6	e	I		I6		I		6					M	True	False	(4, 1, 0)	()	0	4					G#
ABC	n08op59-2_01	377	201	199	1173/2	1203/2	1.0	3/8	3/8	6/8	4	1	#io65	e	I		#io65		#i	o	65					o7	True	False	(4, 1, -2, 7)	()	7	4					G#
ABC	n08op59-2_01	378	201	199	1175/2	1205/2	1.0	5/8	5/8	6/8	4	1	ii6	e	I		ii6		ii		6					m	True	False	(-1, 3, 2)	()	2	-1					A
ABC	n08op59-2_01	379	202	200	1177/2	1207/2	1.0	1/8	1/8	6/8	4	1	#ivo7	e	I		#ivo7		#iv	o	7					o7	True	False	(6, 3, 0, -3)	()	6	6					A#
ABC	n08op59-2_01	380	202	200	1179/2	1209/2	1.0	3/8	3/8	6/8	4	1	i64	e	I		i64		i		64					m	True	False	(1, 0, -3)	()	0	1					B
ABC	n08op59-2_01	381	202	200	1181/2	1211/2	1.0	5/8	5/8	6/8	4	1	Ger6	e	I		Ger6	Ger	vii	o	65	b3	V			Ger	True	False	(-4, 0, -3, 6)	()	6	-4					C
ABC	n08op59-2_01	382	203	201	1183/2	1213/2	3.0	1/8	1/8	6/8	4	1	#ivo65	e	I		#ivo65		#iv	o	65					o7	True	False	(3, 0, -3, 6)	()	6	3					C#
ABC	n08op59-2_02	295	137	137	545	545	1.0	1/4	1/4	4/4	4	1	I6	E	I		I6		I		6					M	False	False	(4, 1, 0)	()	0	4					G#
ABC	n08op59-2_02	296	137	137	546	546	1.0	1/2	1/2	4/4	4	1	ii6	E	I		ii6		ii		6					m	False	False	(-1, 3, 2)	()	2	-1					A
ABC	n08op59-2_02	297	137	137	547	547	1.0	3/4	3/4	4/4	4	1	viio7/V	E	I		viio7/V		vii	o	7		V			o7	False	False	(6, 3, 0, -3)	()	6	6					A#
ABC	n08op59-2_02	298	138	138	548	548	2.0	0	0	4/4	4	1	V(64)	E	I		V(64)		V			64				M	False	False	(1, 0, 4)	()	1	1					B
ABC	n08op59-2_02	299	138	138	550	550	4.0	1/2	1/2	4/4	4	1	viio2	E	I		viio2		vii	o	2					o7	False	False	(-4, 5, 2, -1)	()	5	-4					C
ABC	n08op59-2_02	300	139	139	554	554	2.0	1/2	1/2	4/4	4	1	vi	E	I		vi		vi							m	False	False	(3, 0, 4)	()	3	3					C#
ABC	n08op59-2_02	301	140	140	556	556	2.0	0	0	4/4	4	1	IV6	E	I		IV6		IV		6					M	False	False	(3, 0, -1)	()	-1	3					C#
ABC	n08op59-2_03	13	11	9		30		0	0	3/4	4	1	VII6	e	i		VII6		VII		6					M	True	True	(2, -1, -2)	()	-2	2		1			F#
ABC	n08op59-2_03	14	11	9		31		1/4	1/4	3/4	4	1	III.viio7	e	III		viio7		vii	o	7					o7	True	False	(5, 2, -1, -4)	()	5	5		1			F#
ABC	n08op59-2_03	15	12	10	21	33	1.0	0	0	3/4	4	1	I(4)	e	III		I(4)		I			4				M	True	False	(0, -1, 1)	()	0	0					G
ABC	n08op59-2_03	16	12	10	22	34	1.0	1/4	1/4	3/4	4	1	I(#2)	e	III		I(#2)		I			#2				M	True	False	(0, 9, 1)	()	0	0					G
ABC	n08op59-2_03	17	12	10	23	35	1.0	1/2	1/2	3/4	4	1	I	e	III		I		I							M	True	False	(0, 4, 1)	()	0	0					G
ABC	n08op59-2_03	18	13	11	24	36	3.0	0	0	3/4	4	1	#viio7/ii	e	III		#viio7/ii		#vii	o	7		ii			o7	True	False	(7, 4, 1, -2)	()	7	7					G#
ABC	n08op59-2_03	19	14	12	27	39	2.0	0	0	3/4	4	1	ii(94)	e	III		ii(94)		ii			94				m	True	False	(2, 1, 3)	(4,)	2	2					A
ABC	n08op59-2_03	20	14	12	29	41	4.0	1/2	1/2	3/4	4	1	ii	e	III		ii		ii							m	True	False	(2, -1, 3)	()	2	2					A
ABC	n08op59-2_04	276	190	190	756	756	4.0	0	0	2/2	4	1	VI.I	e	VI		I		I							M	True	False	(0, 4, 1)	()	0	0					C
ABC	n08op59-2_04	277	191	191	760	760	4.0	0	0	2/2	4	1	V6/ii	e	VI		V6/ii		V		6		ii			M	True	False	(7, 4, 3)	()	3	7					C#
ABC	n08op59-2_04	278	192	192	764	764	4.0	0	0	2/2	4	1	ii	e	VI		ii		ii							m	True	False	(2, -1, 3)	()	2	2					D
ABC	n08op59-2_04	279	193	193	768	768	4.0	0	0	2/2	4	1	V6/iii	e	VI		V6/iii		V		6		iii			M	True	False	(9, 6, 5)	()	5	9					D#
ABC	n08op59-2_04	280	194	194	772	772	4.0	0	0	2/2	4	1	iii	e	VI		iii		iii							m	True	False	(4, 1, 5)	()	4	4					E
ABC	n09op59-3_03	67	29	29	84	84	1.0	0	0	3/4	4	1	ii65	C	I		ii65		ii		65					mm7	False	False	(-1, 3, 0, 2)	()	2	-1					F
ABC	n09op59-3_03	68	29	29	85	85	1.0	1/4	1/4	3/4	4	1	V65/V	C	I		V65/V		V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6					F#
ABC	n09op59-3_03	69	29	29	86	86	1.0	1/2	1/2	3/4	4	1	V7	C	I		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					G
ABC	n09op59-3_03	70	30	30	87	87	1.0	0	0	3/4	4	1	V65/vi	C	I		V65/vi		V		65		vi			Mm7	False	False	(8, 5, 2, 4)	()	4	8					G#
ABC	n09op59-3_03	71	30	30	88	88	1.5	1/4	1/4	3/4	4	1	vi	C	I		vi		vi							m	False	False	(3, 0, 4)	()	3	3					A
ABC	n09op59-3_03	72	30	30	179/2	179/2	0.5	5/8	5/8	3/4	4	1	IV6	C	I		IV6		IV		6					M	False	False	(3, 0, -1)	()	-1	3					A
ABC	n09op59-3_04	57	31	30	245/2	245/2	0.5	5/8	5/8	2/2	4	1	V6	C	I		V6		V		6					M	False	False	(5, 2, 1)	()	1	5					B
ABC	n09op59-3_04	58	31	30	123	123	0.5	3/4	3/4	2/2	4	1	vi6	C	I		vi6		vi		6					m	False	False	(0, 4, 3)	()	3	0					C
ABC	n09op59-3_04	59	31	30	247/2	247/2	0.5	7/8	7/8	2/2	4	1	V65/ii	C	I		V65/ii		V		65		ii			Mm7	False	False	(7, 4, 1, 3)	()	3	7					C#
ABC	n09op59-3_04	60	32	31	124	124	1.0	0	0	2/2	4	1	ii	C	I		ii		ii							m	False	False	(2, -1, 3)	()	2	2					D
ABC	n09op59-3_04	436	265	264	1056	1056	2.0	0	0	2/2	4	1	V65	C	I		V65		V		65					Mm7	False	False	(5, 2, -1, 1)	()	1	5					B
ABC	n09op59-3_04	437	265	264	1058	1058	2.0	1/2	1/2	2/2	4	1	I	C	I		I		I							M	False	False	(0, 4, 1)	()	0	0					C
ABC	n09op59-3_04	438	266	265	1060	1060	2.0	0	0	2/2	4	1	V65/ii	C	I		V65/ii		V		65		ii			Mm7	False	False	(7, 4, 1, 3)	()	3	7					C#
ABC	n09op59-3_04	439	266	265	1062	1062	2.0	1/2	1/2	2/2	4	1	ii	C	I		ii		ii							m	False	False	(2, -1, 3)	()	2	2					D
ABC	n09op59-3_04	545	327	326	1304	1304	8.0	0	0	2/2	4	1	V65	C	i		V65		V		65					Mm7	False	True	(5, 2, -1, 1)	()	1	5					B
ABC	n09op59-3_04	546	329	328	1312	1312	2.0	0	0	2/2	4	1	I	C	i		I		I							M	False	True	(0, 4, 1)	()	0	0					C
ABC	n09op59-3_04	547	329	328	1314	1314	2.0	1/2	1/2	2/2	4	1	#viio/ii	C	i		#viio/ii		#vii	o			ii			o	False	True	(7, 4, 1)	()	7	7					C#
ABC	n09op59-3_04	548	330	329	1316	1316	2.0	0	0	2/2	4	1	ii	C	i		ii		ii							m	False	True	(2, -1, 3)	()	2	2					D
ABC	n10op74_01	231	112	112	444	444	4.0	0	0	4/4	4	1	V7/IV	Eb	VI		V7/IV		V		7		IV			Mm7	False	False	(0, 4, 1, -2)	()	0	0					C
ABC	n10op74_01	232	113	113	448	448	4.0	0	0	4/4	4	1	iv64	Eb	VI		iv64		iv		64					m	False	False	(0, -1, -4)	()	-1	0					C
ABC	n10op74_01	233	114	114	452	452	4.0	0	0	4/4	4	1	viio7/biii	Eb	VI		viio7/biii		vii	o	7		biii			o7	False	False	(-5, -8, -11, -14)	()	-5	-5					Db
ABC	n10op74_01	234	115	115	456	456	4.0	0	0	4/4	4	1	V65/biii	Eb	VI		V65/biii		V		65		biii			Mm7	False	False	(2, -1, -4, -2)	()	-2	2					D
ABC	n10op74_01	235	116	116	460	460	4.0	0	0	4/4	4	1	biii	Eb	VI		biii		biii							m	False	False	(-3, -6, -2)	()	-3	-3					Eb
ABC	n10op74_02	83	38	38	111/2	111/2	1.5	0	0	3/8	4	1	viio7	Ab	bIII	I	viio7		vii	o	7					o7	False	False	(5, 2, -1, -4)	()	5	5					Bb
ABC	n10op74_02	84	39	39	57	57	1.25	0	0	3/8	4	1	I]	Ab	bIII	I	I		I							M	False	False	(0, 4, 1)	()	0	0					Cb
ABC	n10op74_02	85	39	39	233/4	233/4	0.25	5/16	5/16	3/8	4	1	V/IV	Ab	bIII		V/IV		V				IV			M	False	False	(0, 4, 1)	()	0	0					Cb
ABC	n10op74_02	86	40	40	117/2	117/2	1.5	0	0	3/8	4	1	#viio7/ii	Ab	bIII		#viio7/ii		#vii	o	7		ii			o7	False	False	(7, 4, 1, -2)	()	7	7					C
ABC	n10op74_02	87	41	41	60	60	1.5	0	0	3/8	4	1	V65/ii	Ab	bIII		V65/ii		V		65		ii			Mm7	False	False	(7, 4, 1, 3)	()	3	7					C
ABC	n10op74_02	88	42	42	123/2	123/2	3.5	0	0	3/8	4	1	ii	Ab	bIII		ii		ii							m	False	False	(2, -1, 3)	()	2	2					Db
ABC	n10op74_02	111	57	57	84	84	2.0	0	0	3/8	4	1	V/vi	Ab	I		V/vi		V				vi			M	False	False	(4, 8, 5)	()	4	4					C
ABC	n10op74_02	112	58	58	86	86	1.5	1/8	1/8	3/8	4	1	ii6	Ab	I		ii6		ii		6					m	False	False	(-1, 3, 2)	()	2	-1					Db
ABC	n10op74_02	113	59	59	175/2	175/2	3.0	1/8	1/8	3/8	4	1	V65/V	Ab	I		V65/V		V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6					D
ABC	n10op74_02	114	61	61	181/2	181/2	1.0	1/8	1/8	3/8	4	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	False	False	(1, 0, 2, -1)	()	1	1					Eb
ABC	n10op74_02	115	62	62	183/2	183/2	1.5	0	0	3/8	4	1	V7	Ab	I		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					Eb
ABC	n10op74_02	269	145	145	216	216	0.5	0	0	3/8	4	1	I6	Ab	I		I6		I		6					M	False	False	(4, 1, 0)	()	0	4					C
ABC	n10op74_02	270	145	145	433/2	433/2	0.25	1/8	1/8	3/8	4	1	IV	Ab	I		IV		IV							M	False	False	(-1, 3, 0)	()	-1	-1					Db
ABC	n10op74_02	271	145	145	867/4	867/4	0.25	3/16	3/16	3/8	4	1	IV+	Ab	I		IV+		IV	+						+	False	False	(-1, 3, 7)	()	-1	-1					Db
ABC	n10op74_02	272	145	145	217	217	0.25	1/4	1/4	3/8	4	1	ii6	Ab	I		ii6		ii		6					m	False	False	(-1, 3, 2)	()	2	-1					Db
ABC	n10op74_02	273	145	145	869/4	869/4	0.25	5/16	5/16	3/8	4	1	V6/V	Ab	I		V6/V		V		6		V			M	False	False	(6, 3, 2)	()	2	6					D
ABC	n10op74_02	274	146	146	435/2	435/2	0.5	0	0	3/8	4	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	False	False	(1, 0, 2, -1)	()	1	1					Eb
ABC	n10op74_02	275	146	146	218	218	1.0	1/8	1/8	3/8	4	1	V7	Ab	I		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					Eb
ABC	n11op95_01	107	66	66	260	260	4.0	0	0	4/4	4	1	#viio	f	i		#viio		#vii	o						o	True	True	(5, 2, -1)	()	5	5					E
ABC	n11op95_01	108	67	67	264	264	2.0	0	0	4/4	4	1	i	f	i		i		i							m	True	True	(0, -3, 1)	()	0	0					F
ABC	n11op95_01	109	67	67	266	266	2.0	1/2	1/2	4/4	4	1	Ger6/iv	f	i		Ger6/iv	Ger	vii	o	65	b3	V/iv			Ger	True	True	(-5, -1, -4, 5)	()	5	-5					Gb
ABC	n11op95_01	110	68	68	268	268	4.0	0	0	4/4	4	1	iio	f	i		iio		ii	o						o	True	True	(2, -1, -4)	()	2	2					G
ABC	n11op95_01	111	69	69	272	272	2.0	0	0	4/4	4	1	III	f	i		III		III							M	True	True	(-3, 1, -2)	()	-3	-3					Ab
ABC	n11op95_02	84	48	48	95	95	0.5	1/4	1/4	2/4	4	1	viio6(2)/V	D	I		viio6(2)/V		vii	o	6	2	V			o	False	False	(3, 0, 1)	()	6	3					B
ABC	n11op95_02	85	48	48	191/2	191/2	0.5	3/8	3/8	2/4	4	1	viio6/V	D	I		viio6/V		vii	o	6		V			o	False	False	(3, 0, 6)	()	6	3					B
ABC	n11op95_02	86	49	49	96	96	1.0	0	0	2/4	4	1	V/bIII	D	I		V/bIII		V				bIII			M	False	False	(-2, 2, -1)	()	-2	-2					C
ABC	n11op95_02	87	49	49	97	97	1.0	1/4	1/4	2/4	4	1	V65	D	I		V65		V		65					Mm7	False	False	(5, 2, -1, 1)	()	1	5					C#
ABC	n11op95_02	88	50	50	98	98	0.5	0	0	2/4	4	1	I	D	I		I		I							M	False	False	(0, 4, 1)	()	0	0					D
ABC	n11op95_02	89	50	50	197/2	197/2	2.0	1/8	1/8	2/4	4	1	bVI6	D	I		bVI6		bVI		6					M	False	False	(0, -3, -4)	()	-4	0					D
ABC	n11op95_02	90	51	51	201/2	201/2	0.5	1/8	1/8	2/4	4	1	i	D	I		i		i							m	False	False	(0, -3, 1)	()	0	0					D
ABC	n11op95_02	91	51	51	101	101	1.0	1/4	1/4	2/4	4	1	viio43/V	D	I		viio43/V		vii	o	43		V			o7	False	False	(0, -3, 6, 3)	()	6	0					D
ABC	n11op95_04	74	31	30	161/2	161/2	1.0	0	0	6/8	4	1	Fr6	f	i		Fr6	Fr	V		43	b5	V			Fr	True	True	(-4, 0, 2, 6)	()	2	-4					Db
ABC	n11op95_04	75	31	30	163/2	163/2	0.5	1/4	1/4	6/8	4	1	#viio6/v	f	i		#viio6/v		#vii	o	6		v			o	True	True	(3, 0, 6)	()	6	3					D
ABC	n11op95_04	76	31	30	82	82	1.0	3/8	3/8	6/8	4	1	v6	f	i		v6		v		6					m	True	True	(-2, 2, 1)	()	1	-2					Eb
ABC	n11op95_04	77	31	30	83	83	0.5	5/8	5/8	6/8	4	1	V6(#8)	f	i		V6(#8)		V		6	#8				M	True	True	(5, 2, 1)	()	1	5					E
ABC	n11op95_04	78	32	31	167/2	167/2	0.5	0	0	6/8	4	1	i(7)	f	i		i(7)		i			7				m	True	True	(0, -3, 1)	(-2,)	0	0					F
ABC	n11op95_04	79	32	31	84	84	0.5	1/8	1/8	6/8	4	1	i(#6)	f	i		i(#6)		i			#6				m	True	True	(0, -3, 1)	(3,)	0	0					F
ABC	n12op127_01	61	28	28	77	77	0.5	1/2	1/2	3/4	4	1	III7	Eb	I		III7		III		7					Mm7	False	False	(4, 8, 5, 2)	()	4	4					G
ABC	n12op127_01	62	28	28	155/2	155/2	0.5	5/8	5/8	3/4	4	1	ii6	Eb	I		ii6		ii		6					m	False	False	(-1, 3, 2)	()	2	-1					Ab
ABC	n12op127_01	63	29	29	78	78	0.5	0	0	3/4	4	1	V65/V	Eb	I		V65/V		V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6					A
ABC	n12op127_01	64	29	29	157/2	157/2	1.5	1/8	1/8	3/4	4	1	V(64)	Eb	I		V(64)		V			64				M	False	False	(1, 0, 4)	()	1	1					Bb
ABC	n12op127_01	65	29	29	80	80	1.0	1/2	1/2	3/4	4	1	V7	Eb	I		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					Bb
ABC	n12op127_01	66	30	30	81	81	0.5	0	0	3/4	4	1	#viio7/vi	Eb	I		#viio7/vi		#vii	o	7		vi			o7	False	False	(8, 5, 2, -1)	()	8	8					B
ABC	n12op127_01	67	30	30	163/2	163/2	1.5	1/8	1/8	3/4	4	1	vi	Eb	I		vi		vi							m	False	False	(3, 0, 4)	()	3	3					C
ABC	n12op127_01	102	45	45	126	126	3.0	0	0	3/4	4	1	V65/IV	Eb	iii		V65/IV		V		65		IV			Mm7	False	True	(4, 1, -2, 0)	()	0	4					B
ABC	n12op127_01	103	46	46	129	129	1.0	0	0	3/4	4	1	IV(94)	Eb	iii		IV(94)		IV			94				M	False	True	(-1, -2, 0)	(1,)	-1	-1					C
ABC	n12op127_01	104	46	46	130	130	1.0	1/4	1/4	3/4	4	1	IV(#2)	Eb	iii		IV(#2)		IV			#2				M	False	True	(-1, 8, 0)	()	-1	-1					C
ABC	n12op127_01	105	46	46	131	131	2.5	1/2	1/2	3/4	4	1	V65/V	Eb	iii		V65/V		V		65		V			Mm7	False	True	(6, 3, 0, 2)	()	2	6					C#
ABC	n12op127_01	106	47	47	267/2	267/2	0.5	3/8	3/8	3/4	4	1	V	Eb	iii		V		V							M	False	True	(1, 5, 2)	()	1	1					D
ABC	n12op127_02	115	29	27	321/2	321/2	1.5	5/8	5/8	12/8	4	1	vi6	Ab	I		vi6		vi		6					m	False	False	(0, 4, 3)	()	3	0					Ab
ABC	n12op127_02	116	29	27	162	162	1.5	1	1	12/8	4	1	#viio7/ii	Ab	I		#viio7/ii		#vii	o	7		ii			o7	False	False	(7, 4, 1, -2)	()	7	7					A
ABC	n12op127_02	117	29	27	327/2	327/2	0.25	11/8	11/8	12/8	4	1	V7/V	Ab	I		V7/V		V		7		V			Mm7	False	False	(2, 6, 3, 0)	()	2	2					Bb
ABC	n12op127_02	118	29	27	655/4	655/4	3.25	23/16	23/16	12/8	4	1	V[viio2/V	Ab	I	V	viio2/V		vii	o	2		V			o7	False	False	(-3, 6, 3, 0)	()	6	-3					Cb
ABC	n12op127_02	395	92	88	903/2	903/2	0.5	7/8	7/8	12/8	4	1	V6	Ab	I		V6		V		6					M	False	False	(5, 2, 1)	()	1	5					G
ABC	n12op127_02	396	92	88	452	452	0.5	1	1	12/8	4	1	vi65	Ab	I		vi65		vi		65					mm7	False	False	(0, 4, 1, 3)	()	3	0					Ab
ABC	n12op127_02	397	92	88	905/2	905/2	0.5	9/8	9/8	12/8	4	1	#vio65	Ab	I		#vio65		#vi	o	65					o7	False	False	(7, 4, 1, 10)	()	10	7					A
ABC	n12op127_02	398	92	88	453	453	0.5	5/4	5/4	12/8	4	1	V43	Ab	I		V43		V		43					Mm7	False	False	(2, -1, 1, 5)	()	1	2					Bb
ABC	n12op127_03	10	7	7	20	20	1.0	1/2	1/2	3/4	4	1	V64/ii	Eb	I		V64/ii		V		64		ii			M	False	False	(4, 3, 7)	()	3	4					G
ABC	n12op127_03	11	8	8	21	21	2.0	0	0	3/4	4	1	ii6	Eb	I		ii6		ii		6					m	False	False	(-1, 3, 2)	()	2	-1					Ab
ABC	n12op127_03	12	8	8	23	23	1.0	1/2	1/2	3/4	4	1	viio/V	Eb	I		viio/V		vii	o			V			o	False	False	(6, 3, 0)	()	6	6					A
ABC	n12op127_03	13	9	9	24	24	3.0	0	0	3/4	4	1	V	Eb	I		V		V							M	False	False	(1, 5, 2)	()	1	1					Bb
ABC	n12op127_03	14	10	10	27	27	2.0	0	0	3/4	4	1	V	Eb	I		V		V							M	False	False	(1, 5, 2)	()	1	1					Bb
ABC	n12op127_03	15	10	10	29	29	1.0	1/2	1/2	3/4	4	1	V7	Eb	I		V7		V		7					Mm7	False	False	(1, 5, 2, -1)	()	1	1					Bb
ABC	n12op127_03	39	21	21	62	62	1.0	1/2	1/2	3/4	4	1	viio6/V	Eb	I		viio6/V		vii	o	6		V			o	False	False	(3, 0, 6)	()	6	3					C
ABC	n12op127_03	40	22	22	63	63	1.0	0	0	3/4	4	1	v6	Eb	I		v6		v		6					m	False	False	(-2, 2, 1)	()	1	-2					Db
ABC	n12op127_03	41	22	22	64	64	1.0	1/4	1/4	3/4	4	1	#io2	Eb	I		#io2		#i	o	2					o7	False	False	(-2, 7, 4, 1)	()	7	-2					Db
ABC	n12op127_03	42	22	22	65	65	1.0	1/2	1/2	3/4	4	1	V65	Eb	I		V65		V		65					Mm7	False	False	(5, 2, -1, 1)	()	1	5					D
ABC	n12op127_03	43	23	23	66	66	2.0	0	0	3/4	4	1	I	Eb	I		I		I							M	False	False	(0, 4, 1)	()	0	0					Eb
ABC	n12op127_03	177	92	91	262	265	2.0	0	0	3/4	4	1	I6	Eb	I		I6		I		6					M	False	False	(4, 1, 0)	()	0	4					G
ABC	n12op127_03	178	92	91	264	267	0.75	1/2	1/2	3/4	4	1	IV	Eb	I		IV		IV							M	False	False	(-1, 3, 0)	()	-1	-1					Ab
ABC	n12op127_03	179	92	91	1059/4	1071/4	0.25	11/16	11/16	3/4	4	1	viio/V	Eb	I		viio/V		vii	o			V			o	False	False	(6, 3, 0)	()	6	6					A
ABC	n12op127_03	180	93	92	265	268	2.0	0	0	3/4	4	1	V	Eb	I		V		V							M	False	False	(1, 5, 2)	()	1	1					Bb
ABC	n12op127_03	413	281	278	825	834	1.0	1/2	1/2	3/4	4	1	#viio6/ii	Eb	I		#viio6/ii		#vii	o	6		ii			o	False	False	(4, 1, 7)	()	7	4					G
ABC	n12op127_03	414	282	279	826	835	2.0	0	0	3/4	4	1	ii6	Eb	I		ii6		ii		6					m	False	False	(-1, 3, 2)	()	2	-1					Ab
ABC	n12op127_03	415	282	279	828	837	1.0	1/2	1/2	3/4	4	1	viio/V	Eb	I		viio/V		vii	o			V			o	False	False	(6, 3, 0)	()	6	6					A
ABC	n12op127_03	416	283	280	829	838	7.75	0	0	3/4	4	1	V	Eb	I		V		V							M	False	False	(1, 5, 2)	()	1	1					Bb
ABC	n13op130_01	32	11	10	59/2	59/2	0.5	3/8	3/8	3/4	4	1	#viio6/ii	Bb	I		#viio6/ii		#vii	o	6		ii			o	False	False	(4, 1, 7)	()	7	4					D
ABC	n13op130_01	33	11	10	30	30	0.5	1/2	1/2	3/4	4	1	ii6	Bb	I		ii6		ii		6					m	False	False	(-1, 3, 2)	()	2	-1					Eb
ABC	n13op130_01	34	11	10	61/2	61/2	1.0	5/8	5/8	3/4	4	1	viio/V	Bb	I		viio/V		vii	o			V			o	False	False	(6, 3, 0)	()	6	6					E
ABC	n13op130_01	35	12	11	63/2	63/2	0.5	1/8	1/8	3/4	4	1	V	Bb	I		V		V							M	False	False	(1, 5, 2)	()	1	1					F
ABC	n13op130_01	37	12	11	65/2	65/2	0.5	3/8	3/8	3/4	4	1	I6	Bb	I		I6		I		6					M	False	False	(4, 1, 0)	()	0	4					D
ABC	n13op130_01	38	12	11	33	33	0.5	1/2	1/2	3/4	4	1	V65/IV	Bb	I		V65/IV		V		65		IV			Mm7	False	False	(4, 1, -2, 0)	()	0	4					D
ABC	n13op130_01	39	12	11	67/2	67/2	0.5	5/8	5/8	3/4	4	1	#viio65/ii	Bb	I		#viio65/ii		#vii	o	65		ii			o7	False	False	(4, 1, -2, 7)	()	7	4					D
ABC	n13op130_01	40	13	12	34	34	0.5	0	0	3/4	4	1	ii6	Bb	I		ii6		ii		6					m	False	False	(-1, 3, 2)	()	2	-1					Eb
ABC	n13op130_01	41	13	12	69/2	69/2	0.5	1/8	1/8	3/4	4	1	V65/V	Bb	I		V65/V		V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6					E
ABC	n13op130_01	42	13	12	35	35	0.5	1/4	1/4	3/4	4	1	v	Bb	I		v		v							m	False	False	(1, -2, 2)	()	1	1					F
ABC	n13op130_01	142	41	40	277/2	277/2	0.5	1/8	1/8	4/4	4	1	#viio6/ii	Bb	I		#viio6/ii		#vii	o	6		ii			o	False	False	(4, 1, 7)	()	7	4					D
ABC	n13op130_01	143	41	40	139	139	0.5	1/4	1/4	4/4	4	1	ii6	Bb	I		ii6		ii		6					m	False	False	(-1, 3, 2)	()	2	-1					Eb
ABC	n13op130_01	144	41	40	279/2	279/2	0.5	3/8	3/8	4/4	4	1	viio/V	Bb	I		viio/V		vii	o			V			o	False	False	(6, 3, 0)	()	6	6					E
ABC	n13op130_01	145	41	40	140	140	0.5	1/2	1/2	4/4	4	1	V	Bb	I		V		V							M	False	False	(1, 5, 2)	()	1	1					F
ABC	n13op130_01	185	62	61	224	224	2.0	1/2	1/2	4/4	4	1	I6	Bb	bVI		I6		I		6					M	False	False	(4, 1, 0)	()	0	4					Bb
ABC	n13op130_01	186	63	62	226	226	2.0	0	0	4/4	4	1	ii65	Bb	bVI		ii65		ii		65					mm7	False	False	(-1, 3, 0, 2)	()	2	-1					Cb
